SimTime,SimAlt,SimVel,State - Time (s),State - Flight Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Apogee Est (m),State - Time to Apogee (s),State - Off-Vert Angle (deg),State - Time in Stage (s),HITL_Barometer - Pres (hPa),HITL_Barometer - Temp (C),HITL_Barometer - Alt ASL (m),HITL_GPS - Lat (deg),HITL_GPS - Lon (deg),HITL_GPS - Alt (m),HITL_GPS - vN (m/s),HITL_GPS - vE (m/s),HITL_GPS - vD (m/s),HITL_GPS - Fix Quality,HITL_GPS - Time of Day,HITL_Accelerometer - Acc X (m/s^2),HITL_Accelerometer - Acc Y (m/s^2),HITL_Accelerometer - Acc Z (m/s^2),HITL_Gyroscope - Gyro X (rad/s),HITL_Gyroscope - Gyro Y (rad/s),HITL_Gyroscope - Gyro Z (rad/s),HITL_Magnetometer - Mag X (uT),HITL_Magnetometer - Mag Y (uT),HITL_Magnetometer - Mag Z (uT),MotorDriver - Motor Position,MotorDriver - Motor Angle,MotorDriver - Motor Velocity,MotorDriver - Battery Voltage,Bat Voltage - Voltage (V)
21.78,677.7,20.96,38.123,2,39.118,-75.782,672.327,0.449,0.987,126.262,0.916,1.846,-12.176,677.703,0.000,176.689,0.458,934.410,12.250,677.703,39.0825404,-75.8740233,729.350,0.000,0.000,0.000,8,00:00:00,-1.925,0.000,2.478,0.003,-0.056,2.242,664.000,-88.000,-13910.000,4.479,13.8,-10.260,24.660,4.836
22.04,728.47,-1.04,38.376,2,39.130,-75.783,719.633,0.536,0.792,135.932,0.232,-1.340,-6.302,728.472,0.000,175.941,0.711,928.710,12.250,728.472,39.0825440,-75.8738753,788.680,0.000,0.000,0.000,8,00:00:00,0.244,-1.164,-3.570,0.078,-0.122,2.293,1123.000,-972.000,-14001.000,7.323,22.5,-10.433,24.696,4.825
22.3,768.28,-14.9,38.667,2,39.155,-75.807,770.881,0.776,0.453,143.148,1.204,-1.837,-5.106,768.284,0.000,175.868,1.002,924.260,12.250,768.284,39.0825468,-75.8737768,828.550,0.000,0.000,0.000,8,00:00:00,-1.623,-1.408,-4.726,-0.022,-0.148,2.150,1692.000,-1354.000,-13978.000,10.107,31.1,-10.231,24.674,4.854
22.56,820.5,-11.9,38.921,2,39.157,-75.849,821.610,0.744,0.001,153.372,1.480,-2.101,-2.328,820.496,0.000,176.205,1.256,918.450,12.230,820.496,39.0825536,-75.8736319,888.780,0.000,0.000,0.000,8,00:00:00,-2.658,-0.180,-7.449,0.044,-0.002,2.236,2565.000,-1428.000,-13970.000,12.868,39.6,-10.263,24.685,4.848
22.82,886.48,0.7,39.216,2,39.151,-75.909,880.729,0.621,-0.509,163.481,0.376,0.238,-3.348,886.479,0.000,177.432,1.551,911.150,12.220,886.479,39.0825600,-75.8734932,946.570,0.000,0.000,0.000,8,00:00:00,0.251,0.690,-6.436,-0.005,-0.105,2.204,3265.000,-796.000,-13977.000,15.662,48.2,-9.945,24.671,4.842
23.08,925.27,-6.18,39.465,2,39.136,-75.928,923.366,0.417,-0.667,164.191,-0.829,-1.941,-3.151,925.274,0.000,178.456,1.800,906.880,12.210,925.274,39.0825642,-75.8734069,985.980,0.000,0.000,0.000,8,00:00:00,-1.968,-0.086,-6.702,0.070,0.055,2.166,3369.000,-227.000,-14052.000,18.397,56.6,-9.987,24.676,4.831
23.34,988.83,-15.69,39.761,2,39.095,-75.960,982.254,-0.049,-0.899,171.970,-0.730,-0.765,-3.852,988.825,0.000,179.331,2.096,899.920,12.220,988.825,39.0825718,-75.8732699,1040.340,0.000,0.000,0.000,8,00:00:00,-0.977,0.172,-5.969,-0.060,-0.082,2.071,3231.000,625.000,-14032.000,19.489,60.0,-0.146,24.685,4.848
23.6,1024.89,-8.19,40.011,2,39.060,-75.964,1026.332,-0.353,-0.846,172.501,-0.885,0.132,-2.695,1024.886,0.000,178.842,2.346,895.990,12.220,1024.886,39.0825778,-75.8731779,1075.100,0.000,0.000,0.000,8,00:00:00,-0.776,-0.388,-7.118,0.117,0.038,1.981,2899.000,1051.000,-13994.000,19.496,60.0,-0.018,24.678,4.836
23.86,1073.26,4.29,40.437,2,39.032,-75.923,1076.528,-0.525,-0.284,151.390,-1.531,0.332,-4.573,1073.260,0.000,178.429,2.772,890.740,12.230,1073.260,39.0825873,-75.8730430,1126.860,0.000,0.000,0.000,8,00:00:00,-1.429,0.646,-5.236,0.030,0.013,2.055,2075.000,1358.000,-14012.000,19.497,60.0,-0.018,24.680,4.842
24.12,1118.52,-6.87,40.686,2,39.029,-75.893,1116.631,-0.534,-0.060,152.443,-0.134,1.592,-4.826,1118.524,0.000,176.977,3.021,885.850,12.210,1118.524,39.0825937,-75.8729095,1177.840,0.000,0.000,0.000,8,00:00:00,-1.724,-0.596,-4.906,0.076,-0.080,2.043,1302.000,1143.000,-14027.000,19.502,60.0,0.008,24.694,4.854
24.38,1164.55,-14.1,40.978,2,39.036,-75.860,1163.016,-0.411,0.202,152.812,1.212,0.362,-4.671,1164.551,0.000,178.096,3.313,880.900,12.220,1164.551,39.0825981,-75.8728211,1211.500,0.000,0.000,0.000,8,00:00:00,-0.869,-1.085,-5.107,0.032,-0.057,2.109,956.000,732.000,-14012.000,19.503,60.0,0.009,24.715,4.842
24.64,1208.73,-6.43,41.227,2,39.054,-75.849,1207.042,-0.197,0.279,156.338,1.092,0.381,-3.638,1208.728,0.000,178.747,3.562,876.170,12.230,1208.728,39.0826026,-75.8727328,1244.520,0.000,0.000,0.000,8,00:00:00,-1.164,-0.431,-6.156,0.039,0.023,1.991,808.000,12.000,-13979.000,19.502,60.0,0.018,24.692,4.842
24.9,1250.56,3.61,41.523,2,39.084,-75.834,1252.569,0.087,0.413,154.487,0.123,0.284,-5.077,1250.560,0.000,178.892,3.858,871.710,12.240,1250.560,39.0826072,-75.8726020,1291.390,0.000,0.000,0.000,8,00:00:00,-0.237,0.323,-4.726,-0.035,0.042,1.870,893.000,-481.000,-13963.000,19.502,60.0,-0.027,24.699,4.848
25.16,1293.04,-5.89,41.773,2,39.103,-75.831,1290.267,0.266,0.376,152.795,0.472,-0.325,-4.674,1293.038,0.000,179.214,4.108,867.200,12.240,1293.038,39.0826099,-75.8724706,1337.250,0.000,0.000,0.000,8,00:00:00,-0.481,-0.158,-5.143,0.054,-0.032,1.753,1413.000,-1080.000,-13965.000,19.502,60.0,0.026,24.712,4.842
25.42,1333.14,-15.17,42.064,2,39.118,-75.846,1334.812,0.355,0.195,151.490,-0.206,-0.503,-5.324,1333.136,0.000,178.312,4.399,862.960,12.240,1333.136,39.0826138,-75.8723424,1382.590,0.000,0.000,0.000,8,00:00:00,-0.237,-0.632,-4.468,0.134,-0.006,1.822,1776.000,-1281.000,-13932.000,19.502,60.0,-0.013,24.694,4.836
25.68,1372.82,-6.96,42.318,2,39.129,-75.859,1371.660,0.553,0.077,149.119,1.285,-0.546,-6.251,1372.824,0.000,176.315,4.653,858.780,12.240,1372.824,39.0826156,-75.8722574,1412.640,0.000,0.000,0.000,8,00:00:00,-1.085,0.804,-3.577,0.167,-0.002,1.583,2458.000,-1322.000,-13961.000,19.502,60.0,-0.018,24.685,4.825
25.94,1410.66,0.29,42.604,2,39.134,-75.870,1410.479,0.492,-0.030,144.500,-0.597,-0.343,-5.725,1410.662,0.000,174.762,4.939,854.810,12.240,1410.662,39.0826196,-75.8721288,1455.970,0.000,0.000,0.000,8,00:00:00,-0.711,-0.769,-4.008,0.105,-0.056,1.653,2998.000,-1056.000,-13948.000,19.502,60.0,0.002,24.699,4.836
26.2,1438.87,-8.07,42.858,2,39.124,-75.883,1443.621,0.350,-0.175,140.102,-0.276,-0.731,-6.335,1438.871,0.000,174.130,5.193,851.860,12.250,1438.871,39.0826235,-75.8720444,1484.500,0.000,0.000,0.000,8,00:00:00,-1.092,-0.014,-3.390,0.123,0.012,1.587,3242.000,-752.000,-13993.000,19.502,60.0,0.008,24.701,4.848
26.46,1484.46,-9.28,43.284,2,39.104,-75.897,1482.512,0.118,-0.252,118.289,-0.461,-0.424,-6.903,1484.459,0.000,173.447,5.619,847.110,12.240,1484.459,39.0826287,-75.8719178,1525.770,0.000,0.000,0.000,8,00:00:00,-0.905,0.230,-2.823,0.011,-0.015,1.634,3387.000,-163.000,-13991.000,19.501,60.0,0.023,24.708,4.848
26.72,1519.44,-2.74,43.533,2,39.087,-75.897,1516.326,-0.059,-0.260,119.975,-1.315,-0.617,-6.474,1519.438,0.000,173.228,5.868,843.480,12.240,1519.438,39.0826337,-75.8718358,1552.260,0.000,0.000,0.000,8,00:00:00,-1.666,0.754,-3.146,0.042,0.063,1.526,3305.000,231.000,-13978.000,19.501,60.0,-0.004,24.706,4.848
26.98,1554.25,0.18,43.829,2,39.072,-75.891,1552.695,-0.101,-0.125,119.201,-0.106,0.328,-6.361,1554.248,0.000,173.997,6.164,839.880,12.200,1554.248,39.0826411,-75.8717128,1590.900,0.000,0.000,0.000,8,00:00:00,-0.524,0.000,-3.426,0.056,0.009,1.525,3021.000,897.000,-13982.000,19.501,60.0,0.002,24.699,4.848
27.24,1579.27,-11.97,44.083,2,39.072,-75.876,1581.140,-0.122,0.027,115.964,-0.453,0.458,-7.042,1579.270,0.000,173.753,6.418,837.300,12.190,1579.270,39.0826460,-75.8716313,1616.180,0.000,0.000,0.000,8,00:00:00,-0.769,0.338,-2.715,-0.056,-0.006,1.531,2657.000,1128.000,-13890.000,19.501,60.0,-0.044,24.692,4.848
27.5,1611.76,-10.77,44.379,2,39.073,-75.866,1615.290,-0.046,0.087,113.641,0.702,0.117,-7.504,1611.755,0.000,174.538,6.714,833.960,12.190,1611.755,39.0826550,-75.8715073,1652.740,0.000,0.000,0.000,8,00:00:00,0.029,-0.488,-2.363,0.075,-0.057,1.500,2091.000,1335.000,-13930.000,19.501,60.0,-0.000,24.708,4.836
27.76,1643.66,-5.22,44.629,2,39.079,-75.856,1643.951,-0.033,0.211,111.916,-0.220,0.419,-7.677,1643.662,0.000,175.841,6.964,830.690,12.190,1643.662,39.0826573,-75.8714662,1664.770,0.000,0.000,0.000,8,00:00:00,-0.366,0.424,-2.112,0.009,-0.085,1.373,1699.000,1283.000,-13919.000,19.501,60.0,-0.021,24.722,4.836
28.02,1674.49,-4.36,44.925,2,39.079,-75.841,1678.296,-0.008,0.312,110.633,0.447,-0.031,-7.291,1674.494,0.000,177.499,7.260,827.540,12.200,1674.494,39.0826660,-75.8713030,1711.260,0.000,0.000,0.000,8,00:00:00,-0.151,-0.302,-2.536,0.112,-0.093,1.440,1216.000,980.000,-13872.000,19.501,60.0,-0.018,24.703,4.848
28.28,1704.54,-12.36,45.179,2,39.086,-75.837,1705.012,0.033,0.367,107.687,-0.320,0.819,-7.358,1704.536,0.000,178.164,7.514,824.480,12.200,1704.536,39.0826738,-75.8711827,1744.760,0.000,0.000,0.000,8,00:00:00,-0.215,0.862,-2.449,0.057,0.060,1.302,1024.000,765.000,-13962.000,19.501,60.0,0.014,24.703,4.836
28.54,1740.79,-9.32,45.470,2,39.087,-75.832,1738.188,0.055,0.388,107.362,-0.148,0.125,-7.850,1740.786,0.000,178.227,7.805,820.800,12.180,1740.786,39.0826804,-75.8710596,1776.950,0.000,0.000,0.000,8,00:00:00,0.136,0.115,-1.961,0.102,-0.112,1.276,805.000,255.000,-13846.000,19.501,60.0,0.002,24.712,4.848
28.8,1762.03,-2.64,45.724,2,39.092,-75.833,1763.194,0.140,0.392,103.826,0.607,0.623,-8.578,1762.025,0.000,177.575,8.059,818.650,12.190,1762.025,39.0826849,-75.8709790,1798.030,0.000,0.000,0.000,8,00:00:00,-0.611,0.582,-1.250,0.068,-0.123,1.427,712.000,-186.000,-13878.000,19.501,60.0,-0.002,24.717,4.842
29.06,1789.36,-6.78,46.163,2,39.104,-75.832,1791.394,0.235,0.330,84.701,0.305,-0.499,-8.234,1789.356,0.000,175.791,8.499,815.890,12.190,1789.356,39.0826908,-75.8708596,1828.740,0.000,0.000,0.000,8,00:00:00,-0.618,-0.323,-1.530,0.040,-0.032,1.428,954.000,-721.000,-13912.000,19.500,60.0,-0.019,24.703,4.848
29.32,1815.77,-13.34,46.417,2,39.110,-75.845,1814.306,0.295,0.188,83.877,0.281,-0.534,-8.111,1815.768,0.000,174.840,8.752,813.230,12.200,1815.768,39.0826965,-75.8707427,1858.300,0.000,0.000,0.000,8,00:00:00,-0.733,-0.172,-1.638,0.026,-0.003,1.180,1278.000,-1230.000,-13961.000,19.500,60.0,0.023,24.710,4.842
29.58,1841.45,-8.96,46.708,2,39.111,-75.858,1842.690,0.283,0.081,84.643,0.111,-0.558,-8.614,1841.453,0.000,173.775,9.043,810.650,12.200,1841.453,39.0826995,-75.8706616,1877.840,0.000,0.000,0.000,8,00:00:00,-0.690,-0.079,-1.128,0.017,-0.007,1.232,1666.000,-1405.000,-13951.000,19.497,60.0,0.085,24.710,4.836
29.84,1866.6,-3.46,46.962,2,39.107,-75.864,1865.868,0.212,0.055,83.983,0.264,-0.090,-8.263,1866.604,0.000,173.122,9.297,808.130,12.190,1866.604,39.0827052,-75.8705414,1905.890,0.000,0.000,0.000,8,00:00:00,-0.280,0.309,-1.516,0.003,-0.007,1.159,2192.000,-1536.000,-14053.000,19.495,60.0,0.014,24.722,4.842
30.1,1890.62,-7.41,47.258,2,39.098,-75.867,1890.090,0.113,0.049,81.193,-0.077,0.227,-8.545,1890.617,0.000,172.248,9.593,805.730,12.180,1890.617,39.0827116,-75.8704205,1932.920,0.000,0.000,0.000,8,00:00:00,0.057,-0.036,-1.286,-0.039,-0.069,0.908,2729.000,-1486.000,-13972.000,19.496,60.0,0.002,24.710,4.842
30.36,1913.78,-13.53,47.507,2,39.092,-75.865,1912.369,0.069,0.048,80.798,0.074,-0.245,-8.721,1913.784,0.000,171.877,9.842,803.420,12.180,1913.784,39.0827161,-75.8703395,1950.010,0.000,0.000,0.000,8,00:00:00,-0.273,0.302,-1.042,-0.006,-0.032,0.885,3025.000,-1354.000,-13968.000,19.496,60.0,0.008,24.703,4.848
30.62,1936.3,-10.25,47.803,2,39.086,-75.871,1937.018,0.006,-0.031,79.153,-0.133,-0.218,-8.752,1936.300,0.000,171.671,10.138,801.180,12.180,1936.300,39.0827205,-75.8702589,1966.350,0.000,0.000,0.000,8,00:00:00,-0.294,0.208,-1.027,-0.078,-0.011,1.118,3309.000,-1133.000,-14026.000,19.496,60.0,-0.008,24.696,4.842
30.88,1957.96,-5.4,48.057,2,39.080,-75.874,1957.309,-0.064,-0.036,77.384,-0.390,-0.070,-8.828,1957.960,0.000,172.482,10.392,799.030,12.190,1957.960,39.0827275,-75.8701388,1990.680,0.000,0.000,0.000,8,00:00:00,-0.374,-0.007,-0.991,0.031,-0.021,1.002,3543.000,-706.000,-14076.000,19.496,60.0,0.000,24.712,4.848
31.14,1978.96,-10.08,48.349,2,39.074,-75.873,1979.929,-0.113,-0.019,75.219,-0.350,0.050,-8.545,1978.960,0.000,172.187,10.684,796.950,12.190,1978.960,39.0827346,-75.8700194,2014.140,0.000,0.000,0.000,8,00:00:00,-0.266,0.036,-1.286,0.045,0.011,1.054,3645.000,-214.000,-14088.000,19.497,60.0,-0.018,24.694,4.842
31.4,1994.23,-14.94,48.598,2,39.070,-75.872,1996.566,-0.150,-0.033,71.501,-0.349,-0.206,-8.993,1994.233,0.000,172.139,10.933,795.440,12.180,1994.233,39.0827402,-75.8699410,2029.120,0.000,0.000,0.000,8,00:00:00,-0.273,0.294,-0.819,0.107,0.017,0.935,3614.000,145.000,-14028.000,19.502,60.0,-0.036,24.712,4.854
31.66,2018.66,-10.24,49.024,2,39.066,-75.874,2017.450,-0.163,-0.042,59.539,-0.155,0.030,-8.785,2018.657,0.000,173.502,11.359,793.030,12.190,2018.657,39.0827489,-75.8698233,2051.120,0.000,0.000,0.000,8,00:00:00,-0.043,0.065,-1.034,0.057,-0.029,0.773,3449.000,608.000,-14126.000,19.502,60.0,-0.021,24.708,4.836
31.92,2037.24,-4.21,49.278,2,39.064,-75.873,2034.975,-0.208,-0.022,59.334,-0.345,-0.022,-9.080,2037.244,0.000,174.042,11.613,791.200,12.180,2037.244,39.0827584,-75.8697066,2072.300,0.000,0.000,0.000,8,00:00:00,-0.194,0.215,-0.754,0.115,-0.035,0.719,3209.000,1046.000,-14059.000,19.502,60.0,0.010,24.717,4.842
32.18,2055.25,-10.73,49.551,2,39.060,-75.870,2053.710,-0.258,0.016,59.123,-0.252,0.188,-9.065,2055.254,0.000,173.534,11.887,789.430,12.190,2055.254,39.0827636,-75.8696289,2085.830,0.000,0.000,0.000,8,00:00:00,-0.223,0.050,-0.776,0.008,-0.037,0.936,2994.000,1223.000,-13948.000,19.502,60.0,-0.014,24.708,4.836
32.44,2072.28,-15.99,49.848,2,39.058,-75.865,2071.401,-0.278,0.074,57.126,-0.404,0.188,-9.159,2072.277,0.000,172.324,12.183,787.760,12.180,2072.277,39.0827706,-75.8695142,2104.970,0.000,0.000,0.000,8,00:00:00,-0.266,0.237,-0.704,0.028,0.069,0.855,2597.000,1497.000,-14014.000,19.502,60.0,0.008,24.715,4.836
32.7,2088.72,-11.87,50.121,2,39.056,-75.862,2087.960,-0.266,0.079,55.697,-0.283,0.013,-9.230,2088.715,0.000,171.225,12.456,786.150,12.190,2088.715,39.0827781,-75.8694010,2122.740,0.000,0.000,0.000,8,00:00:00,-0.014,0.208,-0.611,0.097,0.041,0.815,2294.000,1600.000,-14092.000,19.502,60.0,-0.016,24.703,4.836
32.96,2100.68,-7.62,50.393,2,39.058,-75.861,2102.244,-0.251,0.096,52.761,-0.268,0.154,-9.258,2100.679,0.000,170.435,12.728,784.980,12.170,2100.679,39.0827842,-75.8693241,2134.030,0.000,0.000,0.000,8,00:00:00,-0.115,0.180,-0.596,0.010,-0.015,0.809,1849.000,1661.000,-14074.000,19.501,60.0,0.042,24.724,4.836
33.22,2115.73,-12.73,50.646,2,39.059,-75.860,2115.707,-0.240,0.098,50.659,-0.410,0.176,-9.423,2115.730,0.000,169.815,12.981,783.510,12.190,2115.730,39.0827944,-75.8692092,2150.260,0.000,0.000,0.000,8,00:00:00,-0.093,0.359,-0.460,0.104,-0.077,0.635,1608.000,1582.000,-14095.000,19.501,60.0,0.023,24.715,4.848
33.48,2133.57,-14.67,50.938,2,39.060,-75.859,2132.430,-0.222,0.109,49.898,-0.105,0.251,-9.424,2133.575,0.000,168.735,13.273,781.770,12.190,2133.575,39.0828062,-75.8690945,2165.080,0.000,0.000,0.000,8,00:00:00,-0.194,0.108,-0.417,0.087,0.015,0.778,1225.000,1465.000,-14105.000,19.501,60.0,0.012,24.712,4.848
33.74,2143.74,-11.91,51.196,2,39.061,-75.857,2143.633,-0.218,0.129,46.338,-0.302,0.164,-9.497,2143.743,0.000,167.035,13.531,780.780,12.180,2143.743,39.0828140,-75.8690186,2174.800,0.000,0.000,0.000,8,00:00:00,0.000,0.266,-0.381,0.126,-0.026,0.659,1039.000,1348.000,-14062.000,19.501,60.0,-0.016,24.685,4.842
34.0,2159.79,-9.08,51.487,2,39.062,-75.855,2158.555,-0.207,0.141,45.185,-0.261,0.129,-9.329,2159.786,0.000,165.028,13.822,779.220,12.180,2159.786,39.0828227,-75.8689047,2189.370,0.000,0.000,0.000,8,00:00:00,0.022,0.158,-0.539,0.078,-0.018,0.735,791.000,1126.000,-14065.000,19.501,60.0,0.025,24.710,4.848
34.26,2168.95,-14.46,51.894,2,39.062,-75.856,2169.064,-0.184,0.110,34.103,-0.081,0.094,-9.325,2168.951,0.000,163.909,14.229,778.330,12.170,2168.951,39.0828290,-75.8688287,2198.380,0.000,0.000,0.000,8,00:00:00,-0.065,0.014,-0.496,0.075,0.071,0.874,588.000,918.000,-14142.000,19.501,60.0,-0.004,24.708,4.848
34.52,2183.28,-12.21,52.185,2,39.065,-75.856,2181.768,-0.175,0.129,33.650,-0.117,0.096,-9.569,2183.281,0.000,163.196,14.520,776.940,12.180,2183.281,39.0828371,-75.8687160,2212.110,0.000,0.000,0.000,8,00:00:00,0.022,0.079,-0.273,0.020,-0.038,0.617,368.000,581.000,-14107.000,19.501,60.0,0.016,24.715,4.854
34.78,2191.33,-11.67,52.439,2,39.066,-75.855,2190.618,-0.153,0.136,31.752,-0.014,0.079,-9.598,2191.332,0.000,162.011,14.774,776.160,12.190,2191.332,39.0828394,-75.8686784,2216.350,0.000,0.000,0.000,8,00:00:00,-0.057,0.043,-0.215,0.058,-0.052,0.711,311.000,177.000,-14113.000,19.501,60.0,-0.023,24.701,4.842
35.04,2201.35,-10.55,52.730,2,39.069,-75.855,2201.131,-0.130,0.136,30.199,-0.170,0.066,-9.579,2201.352,0.000,159.722,15.065,775.190,12.180,2201.352,39.0828498,-75.8685289,2232.530,0.000,0.000,0.000,8,00:00:00,0.086,0.029,-0.280,0.028,-0.197,0.589,339.000,-136.000,-14172.000,19.501,60.0,0.021,24.717,4.859
35.3,2210.87,-15.18,52.984,2,39.069,-75.854,2210.400,-0.133,0.149,29.255,-0.083,0.147,-9.708,2210.866,0.000,157.286,15.319,774.270,12.160,2210.866,39.0828578,-75.8684150,2243.470,0.000,0.000,0.000,8,00:00:00,0.057,0.122,-0.144,-0.113,-0.062,0.592,393.000,-539.000,-14152.000,19.501,60.0,-0.032,24.719,4.825
35.56,2219.56,-13.65,53.275,2,39.070,-75.852,2219.786,-0.130,0.170,27.442,-0.146,0.252,-9.594,2219.560,0.000,154.751,15.610,773.430,12.180,2219.560,39.0828620,-75.8683385,2250.080,0.000,0.000,0.000,8,00:00:00,0.101,0.187,-0.294,0.073,-0.208,0.514,505.000,-798.000,-14241.000,19.501,60.0,-0.005,24.710,4.842
35.82,2227.54,-12.23,53.529,2,39.070,-75.850,2226.954,-0.135,0.188,25.404,-0.170,0.204,-9.577,2227.536,0.000,152.057,15.864,772.660,12.180,2227.536,39.0828682,-75.8682259,2259.490,0.000,0.000,0.000,8,00:00:00,0.108,0.115,-0.316,-0.007,-0.150,0.700,734.000,-1256.000,-14224.000,19.500,60.0,0.012,24.722,4.842
36.08,2236.56,-12.23,53.821,2,39.070,-75.849,2235.606,-0.119,0.185,24.002,-0.014,0.084,-9.589,2236.556,0.000,149.686,16.156,771.790,12.170,2236.556,39.0828733,-75.8681131,2268.150,0.000,0.000,0.000,8,00:00:00,-0.050,0.086,-0.215,-0.019,-0.212,0.662,1060.000,-1723.000,-14253.000,19.500,60.0,0.014,24.703,4.842
36.34,2241.43,-16.58,54.070,2,39.072,-75.850,2241.197,-0.100,0.182,21.544,-0.045,0.078,-9.737,2241.433,0.000,147.438,16.406,771.320,12.180,2241.433,39.0828769,-75.8680387,2273.240,0.000,0.000,0.000,8,00:00:00,0.043,0.036,-0.101,-0.118,-0.131,0.770,1294.000,-1966.000,-14370.000,19.500,60.0,0.025,24.706,4.842
36.6,2247.35,-14.83,54.371,2,39.074,-75.852,2247.151,-0.079,0.150,18.572,-0.093,0.080,-9.657,2247.350,0.000,143.620,16.707,770.750,12.180,2247.350,39.0828824,-75.8679278,2280.310,0.000,0.000,0.000,8,00:00:00,0.022,0.022,-0.194,-0.118,-0.272,0.569,1840.000,-2326.000,-14522.000,19.500,60.0,-0.047,24.726,4.836
36.86,2251.3,-11.98,54.750,2,39.075,-75.852,2251.510,-0.070,0.144,12.948,-0.024,0.083,-9.729,2251.296,0.000,139.623,17.085,770.370,12.160,2251.296,39.0828866,-75.8678538,2284.540,0.000,0.000,0.000,8,00:00:00,0.043,0.043,-0.101,-0.109,-0.088,0.793,2236.000,-2447.000,-14604.000,19.500,60.0,-0.028,24.733,4.842
37.12,2257.11,-14.03,55.046,2,39.077,-75.854,2256.884,-0.051,0.136,11.488,-0.028,0.169,-9.599,2257.115,0.000,135.998,17.381,769.810,12.170,2257.115,39.0828937,-75.8677427,2290.240,0.000,0.000,0.000,8,00:00:00,0.079,0.122,-0.230,-0.186,-0.183,0.634,2883.000,-2490.000,-14727.000,19.500,60.0,0.000,24.706,4.859
37.38,2261.07,-17.26,55.295,2,39.078,-75.854,2260.511,-0.045,0.125,9.898,-0.031,0.004,-9.778,2261.066,0.000,132.340,17.630,769.430,12.170,2261.066,39.0828991,-75.8676682,2293.410,0.000,0.000,0.000,8,00:00:00,-0.014,0.000,-0.043,-0.229,-0.077,0.810,3315.000,-2448.000,-14906.000,19.496,60.0,-0.008,24.726,4.842
37.64,2264.19,-16.31,55.587,2,39.078,-75.856,2263.918,-0.043,0.114,7.801,-0.036,0.084,-9.743,2264.186,0.000,127.422,17.922,769.130,12.160,2264.186,39.0829074,-75.8675567,2297.260,0.000,0.000,0.000,8,00:00:00,0.050,0.014,-0.101,-0.290,-0.131,0.692,3979.000,-2188.000,-15030.000,19.496,60.0,-0.040,24.699,4.842
37.9,2266.68,-13.17,55.836,2,39.078,-75.857,2266.327,-0.051,0.106,5.992,-0.049,0.057,-9.762,2266.683,0.000,122.987,18.172,768.890,12.170,2266.683,39.0829155,-75.8674455,2300.440,0.000,0.000,0.000,8,00:00:00,0.022,0.000,-0.086,-0.384,0.046,0.728,4544.000,-1726.000,-15307.000,19.496,60.0,-0.021,24.717,4.848
38.16,2268.24,-15.1,56.128,2,39.076,-75.857,2268.270,-0.075,0.111,3.613,-0.136,0.129,-9.855,2268.243,0.000,117.169,18.463,768.740,12.180,2268.243,39.0829217,-75.8673719,2301.980,0.000,0.000,0.000,8,00:00:00,0.000,-0.129,-0.144,-0.317,0.030,0.707,4836.000,-1308.000,-15552.000,19.496,60.0,-0.032,24.724,4.842
38.4,2269.7,-17.76,56.382,3,39.074,-75.856,2269.651,-0.094,0.109,1.759,-0.166,0.031,-9.810,2269.700,0.000,111.243,0.000,768.600,12.180,2269.700,39.0829304,-75.8672613,2303.430,0.000,0.000,0.000,8,00:00:00,-0.086,-0.022,-0.144,-0.443,0.156,0.616,5202.000,-639.000,-15881.000,19.496,60.0,-0.000,24.491,4.819
38.68,2270.64,-17.3,56.852,3,39.070,-75.854,2270.408,-0.131,0.123,-1.936,-0.198,0.149,-9.919,2270.637,0.000,98.041,0.467,768.510,12.180,2270.637,39.0829397,-75.8671510,2303.960,0.000,0.000,0.000,8,00:00:00,-0.101,-0.101,-0.230,-0.516,0.236,0.671,5364.000,113.000,-16334.000,15.094,46.4,10.046,24.706,4.842
38.94,2270.53,-14.05,57.102,3,39.069,-75.854,2270.371,-0.153,0.140,-3.884,-0.232,0.153,-9.960,2270.637,0.000,90.900,0.717,768.520,12.190,2270.533,39.0829447,-75.8670770,2303.830,0.000,0.000,0.000,8,00:00:00,-0.144,-0.065,-0.273,-0.489,0.266,0.617,5368.000,581.000,-16566.000,12.385,38.1,9.941,24.694,4.836
39.2,2273.76,7.43,57.394,3,39.310,-75.786,2234.995,2.978,1.055,-39.348,-0.426,-0.167,-9.815,2273.760,0.000,88.049,1.009,768.210,12.180,2273.760,39.0829525,-75.8669664,2302.940,0.000,0.000,0.000,8,00:00:00,-0.180,0.338,-0.251,-0.266,0.593,0.663,5154.000,1273.000,-17106.000,9.701,29.8,9.767,24.685,4.848
39.46,2270.53,-15.92,57.818,4,39.311,-75.766,2269.261,1.588,0.848,3.809,-0.657,0.474,-9.628,2273.760,0.000,71.555,0.083,768.520,12.170,2270.533,39.0829571,-75.8668881,2301.720,0.000,0.000,0.000,8,00:00:00,0.417,0.101,-0.711,-0.205,0.387,0.512,4989.000,1686.000,-17440.000,5.290,16.3,9.982,24.699,4.848
