# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Latitude (° N),Longitude (° E),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Air temperature (°F),Air pressure (mbar)
38.719,1251.55,-20.656,0.021,84.666,0.097,28.61,-80.6,NaN,NaN,NaN,54.537,968.51
39.219,1217.674,-20.646,0.02,81.649,0.097,28.61,-80.6,NaN,NaN,NaN,54.658,969.721
39.719,1183.815,-20.636,0.02,78.576,0.096,28.61,-80.6,NaN,NaN,NaN,54.778,970.931
40.219,1149.972,-20.625,0.021,75.504,0.096,28.61,-80.6,NaN,NaN,NaN,54.899,972.141
40.719,1116.146,-20.615,0.021,72.436,0.096,28.61,-80.6,NaN,NaN,NaN,55.02,973.35
41.219,1082.338,-20.605,0.021,69.342,0.095,28.61,-80.6,NaN,NaN,NaN,55.14,974.559
41.719,1048.546,-20.594,0.021,66.197,0.095,28.61,-80.6,NaN,NaN,NaN,55.261,975.767
42.219,1014.771,-20.584,0.021,63.015,0.094,28.61,-80.6,NaN,NaN,NaN,55.381,976.974
42.719,981.014,-20.573,0.02,59.786,0.094,28.61,-80.6,NaN,NaN,NaN,55.502,978.181
42.72,980.946,-20.573,231.062,59.779,0.094,28.61,-80.6,NaN,NaN,NaN,55.502,978.183
42.724,980.661,-19.573,208.219,59.751,0.094,28.61,-80.6,NaN,NaN,NaN,55.503,978.193
42.729,980.361,-18.573,186.514,59.72,0.094,28.61,-80.6,NaN,NaN,NaN,55.504,978.204
42.734,980.043,-17.573,165.946,59.685,0.094,28.61,-80.6,NaN,NaN,NaN,55.505,978.215
42.74,979.705,-16.573,146.516,59.645,0.094,28.61,-80.6,NaN,NaN,NaN,55.506,978.228
42.747,979.345,-15.573,128.224,59.601,0.094,28.61,-80.6,NaN,NaN,NaN,55.507,978.24
42.755,978.96,-14.573,111.07,59.55,0.094,28.61,-80.6,NaN,NaN,NaN,55.509,978.254
42.764,978.544,-13.573,95.054,59.491,0.094,28.61,-80.6,NaN,NaN,NaN,55.51,978.269
42.774,978.093,-12.573,80.176,59.422,0.094,28.61,-80.6,NaN,NaN,NaN,55.512,978.285
42.787,977.599,-11.573,66.436,59.34,0.094,28.61,-80.6,NaN,NaN,NaN,55.514,978.303
42.802,977.052,-10.573,53.833,59.242,0.094,28.61,-80.6,NaN,NaN,NaN,55.516,978.322
42.821,976.438,-9.573,42.369,59.121,0.094,28.61,-80.6,NaN,NaN,NaN,55.518,978.344
42.844,975.735,-8.573,32.042,58.967,0.094,28.61,-80.6,NaN,NaN,NaN,55.52,978.369
42.875,974.909,-7.573,22.853,58.764,0.094,28.61,-80.6,NaN,NaN,NaN,55.523,978.399
42.919,973.893,-6.573,14.803,58.48,0.094,28.61,-80.6,NaN,NaN,NaN,55.527,978.435
42.987,972.547,-5.574,7.89,58.043,0.094,28.61,-80.6,NaN,NaN,NaN,55.532,978.483
43.113,970.438,-4.574,2.121,57.228,0.094,28.61,-80.6,NaN,NaN,NaN,55.539,978.559
43.305,967.684,-4.166,0.091,55.973,0.094,28.61,-80.6,NaN,NaN,NaN,55.549,978.657
43.516,964.809,-4.147,0.007,54.563,0.094,28.61,-80.6,NaN,NaN,NaN,55.559,978.76
43.728,961.928,-4.146,-0.005,53.111,0.093,28.61,-80.6,NaN,NaN,NaN,55.57,978.863
43.94,959.046,-4.147,0.008,51.633,0.093,28.61,-80.6,NaN,NaN,NaN,55.58,978.966
44.152,956.166,-4.145,-0.006,50.186,0.093,28.61,-80.6,NaN,NaN,NaN,55.59,979.069
44.363,953.285,-4.146,0.011,48.776,0.093,28.61,-80.6,NaN,NaN,NaN,55.6,979.172
44.575,950.405,-4.144,-0.001,47.342,0.093,28.61,-80.6,NaN,NaN,NaN,55.611,979.275
44.787,947.525,-4.144,-0.005,45.843,0.093,28.61,-80.6,NaN,NaN,NaN,55.621,979.378
44.999,944.645,-4.145,-0.001,44.331,0.093,28.61,-80.6,NaN,NaN,NaN,55.631,979.481
45.211,941.765,-4.146,-0.001,42.851,0.093,28.61,-80.6,NaN,NaN,NaN,55.642,979.584
45.422,938.885,-4.146,0.001,41.382,0.093,28.61,-80.6,NaN,NaN,NaN,55.652,979.687
45.634,936.006,-4.145,0.001,39.908,0.093,28.61,-80.6,NaN,NaN,NaN,55.662,979.79
45.846,933.127,-4.145,0.028,38.432,0.093,28.61,-80.6,NaN,NaN,NaN,55.672,979.893
46.057,930.251,-4.139,-0.017,37.013,0.093,28.61,-80.6,NaN,NaN,NaN,55.683,979.995
46.269,927.371,-4.143,-0.005,35.676,0.093,28.61,-80.6,NaN,NaN,NaN,55.693,980.098
46.481,924.492,-4.144,0.012,34.387,0.093,28.61,-80.6,NaN,NaN,NaN,55.703,980.201
46.693,921.615,-4.142,-0.013,33.155,0.093,28.61,-80.6,NaN,NaN,NaN,55.713,980.304
46.904,918.736,-4.144,0.002,31.959,0.093,28.61,-80.6,NaN,NaN,NaN,55.724,980.407
47.116,915.859,-4.144,0.003,30.749,0.093,28.61,-80.6,NaN,NaN,NaN,55.734,980.51
47.328,912.982,-4.143,0.013,29.509,0.093,28.61,-80.6,NaN,NaN,NaN,55.744,980.613
47.539,910.106,-4.141,0.034,28.21,0.093,28.61,-80.6,NaN,NaN,NaN,55.754,980.716
47.751,907.231,-4.133,-0.047,26.797,0.093,28.61,-80.6,NaN,NaN,NaN,55.765,980.818
47.963,904.351,-4.143,0.005,25.303,0.093,28.61,-80.6,NaN,NaN,NaN,55.775,980.921
48.175,901.476,-4.142,0.001,23.827,0.093,28.61,-80.6,NaN,NaN,NaN,55.785,981.024
48.386,898.6,-4.142,0.001,22.395,0.093,28.61,-80.6,NaN,NaN,NaN,55.795,981.127
48.598,895.724,-4.142,-0.003,20.963,0.093,28.61,-80.6,NaN,NaN,NaN,55.806,981.23
48.81,892.848,-4.143,0.001,19.495,0.092,28.61,-80.6,NaN,NaN,NaN,55.816,981.333
49.021,889.973,-4.142,0.004,18.029,0.092,28.61,-80.6,NaN,NaN,NaN,55.826,981.435
49.233,887.098,-4.142,0.002,16.597,0.092,28.61,-80.6,NaN,NaN,NaN,55.836,981.538
49.444,884.223,-4.141,0.001,15.209,0.092,28.61,-80.6,NaN,NaN,NaN,55.847,981.641
49.656,881.349,-4.141,-0.005,13.872,0.092,28.61,-80.6,NaN,NaN,NaN,55.857,981.744
49.868,878.474,-4.142,0.001,12.552,0.092,28.61,-80.6,NaN,NaN,NaN,55.867,981.846
50.079,875.6,-4.142,0.003,11.232,0.092,28.61,-80.6,NaN,NaN,NaN,55.877,981.949
50.291,872.727,-4.141,0.003,9.903,0.092,28.61,-80.6,NaN,NaN,NaN,55.888,982.052
50.502,869.853,-4.141,-0,8.535,0.092,28.61,-80.6,NaN,NaN,NaN,55.898,982.155
50.714,866.98,-4.141,-0.002,7.164,0.092,28.61,-80.6,NaN,NaN,NaN,55.908,982.257
50.925,864.106,-4.141,0.021,5.811,0.092,28.61,-80.6,NaN,NaN,NaN,55.918,982.36
51.137,861.235,-4.137,0.01,4.412,0.092,28.61,-80.6,NaN,NaN,NaN,55.929,982.463
51.348,858.363,-4.135,-0.025,2.911,0.092,28.61,-80.6,NaN,NaN,NaN,55.939,982.565
51.56,855.489,-4.14,0.001,1.338,0.092,28.61,-80.6,NaN,NaN,NaN,55.949,982.668
51.771,852.617,-4.14,-0.002,-0.233,0.092,28.61,-80.6,NaN,NaN,NaN,55.959,982.771
51.983,849.745,-4.14,0.027,-1.792,0.092,28.61,-80.6,NaN,NaN,NaN,55.97,982.873
52.194,846.875,-4.134,-0.026,-3.413,0.092,28.61,-80.6,NaN,NaN,NaN,55.98,982.976
52.406,844.002,-4.14,0.012,-5.086,0.092,28.61,-80.6,NaN,NaN,NaN,55.99,983.079
52.617,841.131,-4.137,-0.002,-6.717,0.092,28.61,-80.6,NaN,NaN,NaN,56,983.181
52.829,838.26,-4.138,-0.006,-8.284,0.092,28.61,-80.6,NaN,NaN,NaN,56.011,983.284
53.04,835.389,-4.139,0.018,-9.832,0.092,28.61,-80.6,NaN,NaN,NaN,56.021,983.387
53.252,832.52,-4.135,-0.007,-11.439,0.092,28.61,-80.6,NaN,NaN,NaN,56.031,983.489
53.463,829.649,-4.137,0.024,-13.057,0.092,28.61,-80.6,NaN,NaN,NaN,56.041,983.592
53.675,826.781,-4.132,-0.03,-14.58,0.091,28.61,-80.6,NaN,NaN,NaN,56.052,983.694
53.886,823.909,-4.138,-0.002,-16.027,0.091,28.61,-80.6,NaN,NaN,NaN,56.062,983.797
54.098,821.04,-4.138,0.003,-17.455,0.091,28.61,-80.6,NaN,NaN,NaN,56.072,983.9
54.309,818.171,-4.138,0.008,-18.868,0.091,28.61,-80.6,NaN,NaN,NaN,56.082,984.002
54.52,815.302,-4.136,-0.009,-20.237,0.091,28.61,-80.6,NaN,NaN,NaN,56.093,984.105
54.732,812.433,-4.138,0.007,-21.57,0.091,28.61,-80.6,NaN,NaN,NaN,56.103,984.207
54.943,809.565,-4.136,-0.005,-22.874,0.091,28.61,-80.6,NaN,NaN,NaN,56.113,984.31
55.154,806.696,-4.137,0.013,-24.16,0.091,28.61,-80.6,NaN,NaN,NaN,56.123,984.412
55.366,803.829,-4.135,-0.012,-25.491,0.091,28.61,-80.6,NaN,NaN,NaN,56.133,984.515
55.577,800.96,-4.137,0.007,-26.867,0.091,28.61,-80.6,NaN,NaN,NaN,56.144,984.617
55.788,798.093,-4.136,-0.005,-28.22,0.091,28.61,-80.6,NaN,NaN,NaN,56.154,984.72
56,795.226,-4.137,0.002,-29.543,0.091,28.61,-80.6,NaN,NaN,NaN,56.164,984.822
56.211,792.359,-4.136,0.024,-30.849,0.091,28.61,-80.6,NaN,NaN,NaN,56.174,984.925
56.422,789.494,-4.131,0.004,-32.194,0.091,28.61,-80.6,NaN,NaN,NaN,56.185,985.027
56.634,786.627,-4.131,-0.026,-33.644,0.091,28.61,-80.6,NaN,NaN,NaN,56.195,985.13
56.845,783.759,-4.136,0.001,-35.151,0.091,28.61,-80.6,NaN,NaN,NaN,56.205,985.232
57.056,780.893,-4.136,0.002,-36.652,0.091,28.61,-80.6,NaN,NaN,NaN,56.215,985.335
57.268,778.027,-4.135,-0.001,-38.159,0.091,28.61,-80.6,NaN,NaN,NaN,56.225,985.437
57.479,775.162,-4.136,0.001,-39.687,0.091,28.61,-80.6,NaN,NaN,NaN,56.236,985.54
57.69,772.296,-4.135,0.008,-41.224,0.091,28.61,-80.6,NaN,NaN,NaN,56.246,985.642
57.901,769.432,-4.134,0.003,-42.736,0.091,28.61,-80.6,NaN,NaN,NaN,56.256,985.744
58.112,766.567,-4.133,-0.009,-44.188,0.091,28.61,-80.6,NaN,NaN,NaN,56.266,985.847
58.324,763.702,-4.135,0.003,-45.604,0.091,28.61,-80.6,NaN,NaN,NaN,56.277,985.949
58.535,760.838,-4.134,-0,-47.032,0.091,28.61,-80.6,NaN,NaN,NaN,56.287,986.052
58.746,757.974,-4.134,-0,-48.49,0.09,28.61,-80.6,NaN,NaN,NaN,56.297,986.154
58.957,755.11,-4.134,0.006,-49.953,0.09,28.61,-80.6,NaN,NaN,NaN,56.307,986.256
59.168,752.246,-4.133,0.003,-51.386,0.09,28.61,-80.6,NaN,NaN,NaN,56.317,986.359
59.379,749.383,-4.133,0.003,-52.768,0.09,28.61,-80.6,NaN,NaN,NaN,56.328,986.461
59.591,746.52,-4.132,-0.002,-54.089,0.09,28.61,-80.6,NaN,NaN,NaN,56.338,986.563
59.802,743.657,-4.132,-0.002,-55.352,0.09,28.61,-80.6,NaN,NaN,NaN,56.348,986.666
60.013,740.794,-4.133,0,-56.608,0.09,28.61,-80.6,NaN,NaN,NaN,56.358,986.768
60.224,737.932,-4.133,0.012,-57.901,0.09,28.61,-80.6,NaN,NaN,NaN,56.368,986.87
60.435,735.07,-4.13,-0.012,-59.174,0.09,28.61,-80.6,NaN,NaN,NaN,56.379,986.973
60.646,732.207,-4.133,0,-60.422,0.09,28.61,-80.6,NaN,NaN,NaN,56.389,987.075
60.857,729.346,-4.133,-0.001,-61.694,0.09,28.61,-80.6,NaN,NaN,NaN,56.399,987.177
61.068,726.484,-4.133,0.001,-62.979,0.09,28.61,-80.6,NaN,NaN,NaN,56.409,987.28
61.279,723.623,-4.133,0.006,-64.27,0.09,28.61,-80.6,NaN,NaN,NaN,56.419,987.382
61.491,720.762,-4.131,0.008,-65.54,0.09,28.61,-80.6,NaN,NaN,NaN,56.43,987.484
61.702,717.902,-4.13,0.025,-66.822,0.09,28.61,-80.6,NaN,NaN,NaN,56.44,987.586
61.913,715.043,-4.124,-0.026,-68.204,0.09,28.61,-80.6,NaN,NaN,NaN,56.45,987.689
62.124,712.181,-4.13,-0.009,-69.618,0.09,28.61,-80.6,NaN,NaN,NaN,56.46,987.791
62.335,709.32,-4.132,0.006,-70.999,0.09,28.61,-80.6,NaN,NaN,NaN,56.47,987.893
62.546,706.461,-4.131,-0.004,-72.361,0.09,28.61,-80.6,NaN,NaN,NaN,56.481,987.995
62.757,703.601,-4.131,0.009,-73.707,0.09,28.61,-80.6,NaN,NaN,NaN,56.491,988.098
62.968,700.742,-4.129,-0.008,-75.029,0.09,28.61,-80.6,NaN,NaN,NaN,56.501,988.2
63.179,697.883,-4.131,0.006,-76.324,0.09,28.61,-80.6,NaN,NaN,NaN,56.511,988.302
63.39,695.024,-4.13,-0.003,-77.642,0.09,28.61,-80.6,NaN,NaN,NaN,56.521,988.404
63.601,692.165,-4.13,0.005,-78.994,0.09,28.61,-80.6,NaN,NaN,NaN,56.532,988.507
63.812,689.307,-4.129,-0.001,-80.332,0.09,28.61,-80.6,NaN,NaN,NaN,56.542,988.609
64.023,686.449,-4.13,-0.002,-81.629,0.09,28.61,-80.6,NaN,NaN,NaN,56.552,988.711
64.234,683.591,-4.13,0.002,-82.91,0.089,28.61,-80.6,NaN,NaN,NaN,56.562,988.813
64.445,680.733,-4.13,0.013,-84.205,0.089,28.61,-80.6,NaN,NaN,NaN,56.572,988.915
64.656,677.877,-4.127,-0.012,-85.547,0.089,28.61,-80.6,NaN,NaN,NaN,56.583,989.017
64.867,675.019,-4.13,0.003,-86.937,0.089,28.61,-80.6,NaN,NaN,NaN,56.593,989.119
65.078,672.162,-4.129,-0.002,-88.351,0.089,28.61,-80.6,NaN,NaN,NaN,56.603,989.222
65.289,669.305,-4.129,0.001,-89.782,0.089,28.61,-80.6,NaN,NaN,NaN,56.613,989.324
65.499,666.449,-4.129,0.001,-91.208,0.089,28.61,-80.6,NaN,NaN,NaN,56.623,989.426
65.71,663.592,-4.129,0.016,-92.638,0.089,28.61,-80.6,NaN,NaN,NaN,56.634,989.528
65.921,660.738,-4.126,-0.011,-94.036,0.089,28.61,-80.6,NaN,NaN,NaN,56.644,989.63
66.132,657.881,-4.128,0.001,-95.374,0.089,28.61,-80.6,NaN,NaN,NaN,56.654,989.732
66.343,655.026,-4.128,0.023,-96.712,0.089,28.61,-80.6,NaN,NaN,NaN,56.664,989.834
66.554,652.172,-4.123,-0.02,-98.122,0.089,28.61,-80.6,NaN,NaN,NaN,56.674,989.936
66.765,649.315,-4.127,0.015,-99.609,0.089,28.61,-80.6,NaN,NaN,NaN,56.684,990.038
66.976,646.462,-4.124,-0.017,-101.072,0.089,28.61,-80.6,NaN,NaN,NaN,56.695,990.14
67.187,643.606,-4.127,-0.001,-102.474,0.089,28.61,-80.6,NaN,NaN,NaN,56.705,990.242
67.397,640.751,-4.127,0,-103.867,0.089,28.61,-80.6,NaN,NaN,NaN,56.715,990.344
67.608,637.897,-4.127,0.001,-105.266,0.089,28.61,-80.6,NaN,NaN,NaN,56.725,990.446
67.819,635.044,-4.127,0.001,-106.67,0.089,28.61,-80.6,NaN,NaN,NaN,56.735,990.549
68.03,632.19,-4.127,0.004,-108.095,0.089,28.61,-80.6,NaN,NaN,NaN,56.746,990.651
68.24,629.337,-4.126,-0.003,-109.51,0.089,28.61,-80.6,NaN,NaN,NaN,56.756,990.753
68.451,626.483,-4.127,0.001,-110.91,0.089,28.61,-80.6,NaN,NaN,NaN,56.766,990.855
68.662,623.631,-4.126,0.012,-112.322,0.089,28.61,-80.6,NaN,NaN,NaN,56.776,990.956
68.873,620.779,-4.124,-0.009,-113.705,0.089,28.61,-80.6,NaN,NaN,NaN,56.786,991.058
69.084,617.926,-4.126,0.004,-115.067,0.089,28.61,-80.6,NaN,NaN,NaN,56.796,991.16
69.294,615.074,-4.125,0.002,-116.463,0.088,28.61,-80.6,NaN,NaN,NaN,56.807,991.262
69.505,612.222,-4.125,0.015,-117.858,0.088,28.61,-80.6,NaN,NaN,NaN,56.817,991.364
69.716,609.371,-4.122,-0.014,-119.182,0.088,28.61,-80.6,NaN,NaN,NaN,56.827,991.466
69.927,606.519,-4.125,-0.001,-120.44,0.088,28.61,-80.6,NaN,NaN,NaN,56.837,991.568
70.137,603.667,-4.125,-0.002,-121.693,0.088,28.61,-80.6,NaN,NaN,NaN,56.847,991.67
70.348,600.816,-4.125,0.001,-122.967,0.088,28.61,-80.6,NaN,NaN,NaN,56.857,991.772
70.559,597.965,-4.125,0.002,-124.237,0.088,28.61,-80.6,NaN,NaN,NaN,56.868,991.874
70.769,595.115,-4.124,0.001,-125.515,0.088,28.61,-80.6,NaN,NaN,NaN,56.878,991.976
70.98,592.265,-4.124,0.016,-126.79,0.088,28.61,-80.6,NaN,NaN,NaN,56.888,992.078
71.19,589.416,-4.121,-0.004,-128.007,0.088,28.61,-80.6,NaN,NaN,NaN,56.898,992.18
71.401,586.566,-4.122,-0.001,-129.145,0.088,28.61,-80.6,NaN,NaN,NaN,56.908,992.281
71.612,583.716,-4.122,-0.009,-130.212,0.088,28.61,-80.6,NaN,NaN,NaN,56.918,992.383
71.823,580.866,-4.124,0.029,-131.255,0.088,28.61,-80.6,NaN,NaN,NaN,56.929,992.485
72.033,578.019,-4.118,-0.028,-132.361,0.088,28.61,-80.6,NaN,NaN,NaN,56.939,992.587
72.244,575.168,-4.124,0.014,-133.533,0.088,28.61,-80.6,NaN,NaN,NaN,56.949,992.689
72.455,572.32,-4.121,-0.001,-134.752,0.088,28.61,-80.6,NaN,NaN,NaN,56.959,992.791
72.665,569.472,-4.121,-0.011,-136.044,0.088,28.61,-80.6,NaN,NaN,NaN,56.969,992.893
72.876,566.623,-4.123,0.005,-137.38,0.088,28.61,-80.6,NaN,NaN,NaN,56.979,992.994
73.087,563.775,-4.122,0.004,-138.699,0.088,28.61,-80.6,NaN,NaN,NaN,56.989,993.096
73.297,560.928,-4.121,-0.003,-139.968,0.088,28.61,-80.6,NaN,NaN,NaN,57,993.198
73.508,558.08,-4.122,-0.001,-141.189,0.088,28.61,-80.6,NaN,NaN,NaN,57.01,993.3
73.718,555.233,-4.122,-0,-142.378,0.088,28.61,-80.6,NaN,NaN,NaN,57.02,993.402
74.218,548.471,-4.122,0.069,-145.217,0.088,28.61,-80.6,NaN,NaN,NaN,57.044,993.643
74.429,545.629,-4.108,-0.066,-146.514,0.088,28.61,-80.6,NaN,NaN,NaN,57.054,993.745
74.64,542.778,-4.122,0.014,-147.9,0.088,28.61,-80.6,NaN,NaN,NaN,57.064,993.847
74.85,539.933,-4.119,-0.012,-149.246,0.088,28.61,-80.6,NaN,NaN,NaN,57.075,993.949
75.061,537.087,-4.121,0.001,-150.55,0.087,28.61,-80.6,NaN,NaN,NaN,57.085,994.05
75.272,534.241,-4.121,0.007,-151.849,0.087,28.61,-80.6,NaN,NaN,NaN,57.095,994.152
75.482,531.396,-4.12,0.008,-153.177,0.087,28.61,-80.6,NaN,NaN,NaN,57.105,994.254
75.692,528.552,-4.118,-0.008,-154.566,0.087,28.61,-80.6,NaN,NaN,NaN,57.115,994.355
75.903,525.706,-4.12,-0.003,-156.014,0.087,28.61,-80.6,NaN,NaN,NaN,57.125,994.457
76.113,522.862,-4.12,0.008,-157.473,0.087,28.61,-80.6,NaN,NaN,NaN,57.135,994.559
76.324,520.018,-4.119,0.001,-158.952,0.087,28.61,-80.6,NaN,NaN,NaN,57.146,994.66
76.534,517.174,-4.119,-0.003,-160.43,0.087,28.61,-80.601,NaN,NaN,NaN,57.156,994.762
76.745,514.33,-4.119,0.007,-161.901,0.087,28.61,-80.601,NaN,NaN,NaN,57.166,994.864
76.955,511.487,-4.118,-0.006,-163.36,0.087,28.61,-80.601,NaN,NaN,NaN,57.176,994.965
77.166,508.643,-4.119,-0.003,-164.767,0.087,28.61,-80.601,NaN,NaN,NaN,57.186,995.067
77.376,505.799,-4.119,0.003,-166.157,0.087,28.61,-80.601,NaN,NaN,NaN,57.196,995.169
77.586,502.957,-4.119,-0,-167.533,0.087,28.61,-80.601,NaN,NaN,NaN,57.206,995.27
77.797,500.114,-4.119,-0.001,-168.88,0.087,28.61,-80.601,NaN,NaN,NaN,57.217,995.372
78.007,497.271,-4.119,0.01,-170.21,0.087,28.61,-80.601,NaN,NaN,NaN,57.227,995.474
78.217,494.43,-4.117,-0.009,-171.505,0.087,28.61,-80.601,NaN,NaN,NaN,57.237,995.575
78.428,491.587,-4.119,0.008,-172.769,0.087,28.61,-80.601,NaN,NaN,NaN,57.247,995.677
78.638,488.746,-4.117,0.002,-174.004,0.087,28.61,-80.601,NaN,NaN,NaN,57.257,995.778
78.849,485.905,-4.117,-0.007,-175.183,0.087,28.61,-80.601,NaN,NaN,NaN,57.267,995.88
79.059,483.063,-4.118,0.008,-176.329,0.087,28.61,-80.601,NaN,NaN,NaN,57.277,995.981
79.269,480.223,-4.116,0.001,-177.498,0.087,28.61,-80.601,NaN,NaN,NaN,57.287,996.083
79.48,477.382,-4.116,0.001,-178.723,0.087,28.61,-80.601,NaN,NaN,NaN,57.298,996.185
79.69,474.541,-4.116,-0.006,-180.007,0.087,28.61,-80.601,NaN,NaN,NaN,57.308,996.286
79.9,471.7,-4.117,-0,-181.329,0.087,28.61,-80.601,NaN,NaN,NaN,57.318,996.388
80.11,468.86,-4.117,0.018,-182.659,0.087,28.61,-80.601,NaN,NaN,NaN,57.328,996.489
80.321,466.022,-4.113,-0.016,-184.032,0.086,28.61,-80.601,NaN,NaN,NaN,57.338,996.591
80.531,463.181,-4.117,-0,-185.459,0.086,28.61,-80.601,NaN,NaN,NaN,57.348,996.692
81.031,456.428,-4.117,0.018,-188.896,0.086,28.61,-80.601,NaN,NaN,NaN,57.372,996.934
81.241,453.59,-4.113,-0.015,-190.311,0.086,28.61,-80.601,NaN,NaN,NaN,57.382,997.035
81.452,450.75,-4.116,0.007,-191.681,0.086,28.61,-80.601,NaN,NaN,NaN,57.393,997.137
81.662,447.913,-4.115,-0.005,-193.071,0.086,28.61,-80.601,NaN,NaN,NaN,57.403,997.238
81.872,445.074,-4.116,0.006,-194.495,0.086,28.61,-80.601,NaN,NaN,NaN,57.413,997.34
82.082,442.236,-4.115,-0.005,-195.903,0.086,28.61,-80.601,NaN,NaN,NaN,57.423,997.441
82.292,439.398,-4.116,0.004,-197.29,0.086,28.61,-80.601,NaN,NaN,NaN,57.433,997.542
82.503,436.561,-4.115,-0.002,-198.66,0.086,28.61,-80.601,NaN,NaN,NaN,57.443,997.644
82.713,433.724,-4.115,0.001,-200.014,0.086,28.61,-80.601,NaN,NaN,NaN,57.453,997.745
82.923,430.887,-4.115,0.001,-201.376,0.086,28.61,-80.601,NaN,NaN,NaN,57.463,997.847
83.133,428.05,-4.115,0.003,-202.739,0.086,28.61,-80.601,NaN,NaN,NaN,57.474,997.948
83.343,425.214,-4.114,0.014,-204.114,0.086,28.61,-80.601,NaN,NaN,NaN,57.484,998.049
83.553,422.379,-4.111,-0.014,-205.545,0.086,28.61,-80.601,NaN,NaN,NaN,57.494,998.151
83.764,419.542,-4.114,0.002,-207.009,0.086,28.61,-80.601,NaN,NaN,NaN,57.504,998.252
83.974,416.706,-4.114,0.017,-208.453,0.086,28.61,-80.601,NaN,NaN,NaN,57.514,998.354
84.184,413.871,-4.11,-0.011,-209.844,0.086,28.61,-80.601,NaN,NaN,NaN,57.524,998.455
84.394,411.035,-4.113,0.004,-211.216,0.086,28.61,-80.601,NaN,NaN,NaN,57.534,998.556
84.604,408.2,-4.112,0.004,-212.581,0.086,28.61,-80.601,NaN,NaN,NaN,57.544,998.658
84.814,405.366,-4.111,-0.003,-213.883,0.086,28.61,-80.601,NaN,NaN,NaN,57.554,998.759
85.024,402.531,-4.112,0.005,-215.124,0.086,28.61,-80.601,NaN,NaN,NaN,57.565,998.86
85.234,399.697,-4.111,-0.011,-216.302,0.086,28.61,-80.601,NaN,NaN,NaN,57.575,998.962
85.445,396.862,-4.113,0.001,-217.451,0.086,28.61,-80.601,NaN,NaN,NaN,57.585,999.063
85.655,394.028,-4.113,0,-218.611,0.085,28.61,-80.601,NaN,NaN,NaN,57.595,999.164
85.865,391.194,-4.113,0.007,-219.784,0.085,28.61,-80.601,NaN,NaN,NaN,57.605,999.266
86.075,388.361,-4.111,0.013,-220.985,0.085,28.61,-80.601,NaN,NaN,NaN,57.615,999.367
86.285,385.529,-4.108,-0.003,-222.255,0.085,28.61,-80.601,NaN,NaN,NaN,57.625,999.468
86.495,382.695,-4.109,-0.013,-223.608,0.085,28.61,-80.601,NaN,NaN,NaN,57.635,999.569
86.705,379.862,-4.112,0.006,-224.994,0.085,28.61,-80.601,NaN,NaN,NaN,57.645,999.671
86.915,377.03,-4.111,-0.004,-226.351,0.085,28.61,-80.601,NaN,NaN,NaN,57.655,999.772
87.125,374.197,-4.112,0.001,-227.687,0.085,28.61,-80.601,NaN,NaN,NaN,57.666,999.873
87.335,371.365,-4.111,0.022,-229.017,0.085,28.61,-80.601,NaN,NaN,NaN,57.676,999.974
87.545,368.534,-4.107,-0.009,-230.388,0.085,28.61,-80.601,NaN,NaN,NaN,57.686,1000.076
87.755,365.702,-4.109,-0.01,-231.842,0.085,28.61,-80.601,NaN,NaN,NaN,57.696,1000.177
87.965,362.87,-4.111,0.001,-233.32,0.085,28.61,-80.601,NaN,NaN,NaN,57.706,1000.278
88.175,360.039,-4.111,0.002,-234.799,0.085,28.61,-80.601,NaN,NaN,NaN,57.716,1000.379
88.385,357.208,-4.11,0.003,-236.303,0.085,28.61,-80.601,NaN,NaN,NaN,57.726,1000.481
88.595,354.378,-4.11,-0.002,-237.8,0.085,28.61,-80.601,NaN,NaN,NaN,57.736,1000.582
88.805,351.547,-4.11,0.002,-239.265,0.085,28.61,-80.601,NaN,NaN,NaN,57.746,1000.683
89.015,348.717,-4.11,0.016,-240.701,0.085,28.61,-80.601,NaN,NaN,NaN,57.756,1000.784
89.225,345.888,-4.106,-0.015,-242.076,0.085,28.61,-80.601,NaN,NaN,NaN,57.767,1000.885
89.435,343.057,-4.109,0,-243.393,0.085,28.61,-80.601,NaN,NaN,NaN,57.777,1000.986
89.644,340.227,-4.109,0.007,-244.68,0.085,28.61,-80.601,NaN,NaN,NaN,57.787,1001.088
89.854,337.399,-4.108,-0.005,-245.924,0.085,28.61,-80.601,NaN,NaN,NaN,57.797,1001.189
90.064,334.569,-4.109,0,-247.123,0.085,28.61,-80.601,NaN,NaN,NaN,57.807,1001.29
90.274,331.74,-4.109,-0.001,-248.32,0.085,28.61,-80.601,NaN,NaN,NaN,57.817,1001.391
90.484,328.912,-4.109,0.003,-249.526,0.085,28.61,-80.601,NaN,NaN,NaN,57.827,1001.492
90.694,326.083,-4.108,0.008,-250.745,0.085,28.61,-80.601,NaN,NaN,NaN,57.837,1001.593
90.904,323.256,-4.107,0.009,-252.012,0.084,28.61,-80.601,NaN,NaN,NaN,57.847,1001.694
91.113,320.428,-4.105,-0.016,-253.354,0.084,28.61,-80.601,NaN,NaN,NaN,57.857,1001.795
