rx_time_iso,Time - Seconds,DPS368 - Pres (hPa),DPS368 - Temp (C),DPS368 - Alt ASL (m),MotorDriver - Motor Position,MotorDriver - Motor Angle,MotorDriver - Motor Velocity,MotorDriver - Battery Voltage
2026-03-03T13:43:24.514,5.282,1026.197,16.257,-107.173,-0.000,0.0,0.016,22.873
2026-03-03T13:43:25.007,5.774,1026.221,16.258,-107.375,-0.000,0.0,0.016,22.857
2026-03-03T13:43:25.519,6.274,1026.191,16.266,-107.128,-0.000,0.0,0.001,22.862
2026-03-03T13:43:26.007,6.774,1026.228,16.273,-107.433,-0.000,0.0,0.045,22.851
2026-03-03T13:43:26.523,7.274,1026.097,16.274,-106.352,-0.000,0.0,0.013,22.862
2026-03-03T13:43:27.007,7.774,1026.147,16.276,-106.761,-0.000,0.0,-0.001,22.876
2026-03-03T13:43:27.509,8.275,1026.187,16.269,-107.092,-0.000,0.0,-0.002,22.876
2026-03-03T13:43:28.007,8.775,1026.190,16.278,-107.115,-0.000,0.0,-0.005,22.864
2026-03-03T13:43:28.508,9.275,1026.178,16.277,-107.022,-0.000,0.0,-0.023,22.876
2026-03-03T13:43:29.007,9.775,1026.287,16.289,-107.914,-0.000,0.0,0.004,22.848
2026-03-03T13:43:29.508,10.275,1026.228,16.298,-107.430,-0.000,0.0,-0.012,22.869
2026-03-03T13:43:30.007,10.775,1026.214,16.291,-107.317,-0.000,0.0,0.015,22.848
2026-03-03T13:43:30.507,11.275,1026.292,16.285,-107.957,-0.000,0.0,0.022,22.871
2026-03-03T13:43:31.009,11.775,1026.318,16.302,-108.177,-0.000,0.0,-0.009,22.867
2026-03-03T13:43:31.508,12.275,1026.494,16.305,-109.621,-0.000,0.0,0.001,22.860
2026-03-03T13:43:32.027,12.775,1026.551,16.290,-110.093,-0.000,0.0,0.011,22.864
2026-03-03T13:43:32.507,13.275,1026.577,16.298,-110.306,-0.000,0.0,-0.011,22.853
2026-03-03T13:43:33.008,13.775,1026.663,16.308,-111.010,-0.000,0.0,0.020,22.860
2026-03-03T13:43:33.507,14.275,1026.808,16.305,-112.204,-0.000,0.0,0.010,22.855
2026-03-03T13:43:34.008,14.775,1026.877,16.308,-112.774,-0.000,0.0,0.008,22.857
2026-03-03T13:43:34.507,15.275,1026.925,16.320,-113.174,-0.000,0.0,0.013,22.862
2026-03-03T13:43:35.014,15.780,1026.953,16.314,-113.399,-0.000,0.0,-0.003,22.873
2026-03-03T13:43:35.508,16.276,1027.016,16.317,-113.915,-0.000,0.0,0.001,22.876
