rx_time_iso,Time - Seconds,DPS368 - Pres (hPa),DPS368 - Temp (C),DPS368 - Alt ASL (m),MotorDriver - Motor Position,MotorDriver - Motor Angle,MotorDriver - Motor Velocity,MotorDriver - Battery Voltage
2026-03-03T13:50:15.472,5.282,1027.009,17.553,-113.860,-0.000,0.0,0.041,22.855
2026-03-03T13:50:15.963,5.773,1027.008,17.536,-113.854,-0.000,0.0,0.007,22.832
2026-03-03T13:50:16.464,6.273,1027.006,17.551,-113.836,-0.000,0.0,0.004,22.867
2026-03-03T13:50:16.965,6.773,1027.006,17.539,-113.834,-0.000,0.0,-0.004,22.837
2026-03-03T13:50:17.464,7.273,1027.005,17.551,-113.828,-0.000,0.0,-0.005,22.853
2026-03-03T13:50:17.966,7.773,1027.006,17.552,-113.836,-0.000,0.0,-0.006,22.853
2026-03-03T13:50:18.464,8.273,1027.004,17.548,-113.818,-0.000,0.0,0.049,22.853
2026-03-03T13:50:18.965,8.773,1027.005,17.549,-113.826,-0.000,0.0,-0.005,22.855
2026-03-03T13:50:19.463,9.273,1027.001,17.553,-113.798,-0.000,0.0,0.004,22.857
2026-03-03T13:50:19.967,9.773,1027.001,17.554,-113.799,-0.000,0.0,0.013,22.851
2026-03-03T13:50:20.463,10.273,1027.001,17.547,-113.793,-0.000,0.0,0.008,22.855
2026-03-03T13:50:20.966,10.773,1027.001,17.554,-113.799,-0.000,0.0,0.001,22.864
2026-03-03T13:50:21.471,11.273,1027.001,17.557,-113.794,-0.000,0.0,0.021,22.846
2026-03-03T13:50:21.965,11.773,1027.002,17.550,-113.805,-0.000,0.0,0.002,22.851
2026-03-03T13:50:22.464,12.273,1027.001,17.553,-113.799,-0.000,0.0,0.020,22.839
2026-03-03T13:50:22.964,12.773,1027.001,17.565,-113.793,-0.000,0.0,-0.024,22.862
2026-03-03T13:50:23.465,13.273,1027.002,17.561,-113.806,-0.000,0.0,0.006,22.832
2026-03-03T13:50:23.963,13.773,1027.001,17.558,-113.795,-0.000,0.0,0.022,22.851
2026-03-03T13:50:24.465,14.273,1026.998,17.559,-113.773,-0.000,0.0,0.009,22.844
2026-03-03T13:50:24.963,14.773,1026.998,17.565,-113.770,-0.000,0.0,0.011,22.855
