rx_time_iso,Time - Seconds,DPS368 - Pres (hPa),DPS368 - Temp (C),DPS368 - Alt ASL (m),MotorDriver - Motor Position,MotorDriver - Motor Angle,MotorDriver - Motor Velocity,MotorDriver - Battery Voltage
2026-03-03T13:21:48.750,39.310,1027.575,16.122,-118.516,0.000,0.0,-0.016,22.921
2026-03-03T13:21:49.244,39.802,1027.578,16.123,-118.541,0.007,0.0,-0.001,22.901
2026-03-03T13:21:49.741,40.302,1027.576,16.122,-118.525,0.007,0.0,0.003,22.896
2026-03-03T13:21:50.251,40.802,1027.573,16.128,-118.499,0.007,0.0,-0.015,22.903
2026-03-03T13:21:50.742,41.302,1027.572,16.136,-118.490,0.007,0.0,-0.027,22.889
2026-03-03T13:21:51.240,41.802,1027.574,16.123,-118.509,0.007,0.0,0.016,22.896
2026-03-03T13:21:51.741,42.302,1027.575,16.135,-118.520,0.007,0.0,0.022,22.915
2026-03-03T13:21:52.240,42.802,1027.572,16.129,-118.492,0.007,0.0,0.003,22.905
2026-03-03T13:21:52.741,43.302,1027.569,16.128,-118.468,0.007,0.0,-0.021,22.887
2026-03-03T13:21:53.242,43.802,1027.572,16.143,-118.495,0.007,0.0,0.015,22.919
2026-03-03T13:21:53.740,44.302,1027.570,16.142,-118.479,0.007,0.0,0.009,22.905
2026-03-03T13:21:54.241,44.802,1027.570,16.140,-118.478,0.007,0.0,-0.017,22.905
2026-03-03T13:21:54.741,45.302,1027.574,16.147,-118.507,0.007,0.0,-0.005,22.908
2026-03-03T13:21:55.241,45.802,1027.572,16.153,-118.497,0.007,0.0,0.020,22.905
2026-03-03T13:21:55.741,46.302,1027.573,16.156,-118.506,0.007,0.0,0.026,22.894
2026-03-03T13:21:56.242,46.802,1027.568,16.152,-118.465,0.007,0.0,-0.016,22.908
2026-03-03T13:21:56.746,47.302,1027.571,16.160,-118.487,0.007,0.0,0.002,22.921
2026-03-03T13:21:57.241,47.802,1027.568,16.160,-118.464,0.007,0.0,0.034,22.903
2026-03-03T13:21:57.742,48.302,1027.568,16.152,-118.457,0.007,0.0,-0.004,22.903
2026-03-03T13:21:58.240,48.802,1027.570,16.157,-118.477,0.007,0.0,0.003,22.899
2026-03-03T13:21:58.742,49.302,1027.569,16.157,-118.469,0.007,0.0,0.001,22.915
2026-03-03T13:21:59.240,49.802,1027.567,16.156,-118.453,0.007,0.0,0.052,22.905
2026-03-03T13:21:59.742,50.302,1027.565,16.150,-118.440,0.007,0.0,-0.004,22.899
2026-03-03T13:22:00.240,50.802,1027.568,16.168,-118.463,0.007,0.0,0.007,22.903
2026-03-03T13:22:00.741,51.302,1027.565,16.156,-118.438,0.007,0.0,-0.027,22.910
2026-03-03T13:22:01.241,51.802,1027.564,16.161,-118.426,0.007,0.0,-0.005,22.912
2026-03-03T13:22:01.742,52.302,1027.564,16.154,-118.428,0.007,0.0,0.014,22.899
2026-03-03T13:22:02.243,52.802,1027.563,16.164,-118.421,0.007,0.0,-0.029,22.889
2026-03-03T13:22:02.741,53.302,1027.564,16.161,-118.426,0.007,0.0,0.031,22.921
2026-03-03T13:22:03.242,53.802,1027.563,16.169,-118.418,0.007,0.0,0.022,22.915
2026-03-03T13:22:03.740,54.302,1027.561,16.154,-118.405,0.007,0.0,0.016,22.901
2026-03-03T13:22:04.240,54.802,1027.563,16.175,-118.423,0.007,0.0,-0.030,22.896
2026-03-03T13:22:04.741,55.303,1027.559,16.177,-118.386,0.007,0.0,0.008,22.905
2026-03-03T13:22:05.245,55.806,1027.559,16.174,-118.391,0.007,0.0,0.007,22.915
2026-03-03T13:22:05.747,56.309,1027.555,16.158,-118.355,0.007,0.0,0.001,22.921
2026-03-03T13:22:06.253,56.812,1027.558,16.172,-118.382,0.007,0.0,-0.007,22.894
2026-03-03T13:22:06.757,57.315,1027.558,16.175,-118.377,0.007,0.0,0.019,22.908
2026-03-03T13:22:07.257,57.818,1027.558,16.176,-118.378,0.007,0.0,-0.027,22.921
2026-03-03T13:22:07.760,58.321,1027.556,16.169,-118.364,0.007,0.0,-0.001,22.894
2026-03-03T13:22:08.264,58.824,1027.557,16.181,-118.374,0.007,0.0,-0.051,22.901
2026-03-03T13:22:08.782,59.327,1027.554,16.170,-118.350,0.007,0.0,0.026,22.899
2026-03-03T13:22:09.269,59.830,1027.556,16.176,-118.362,0.007,0.0,0.011,22.926
2026-03-03T13:22:09.772,60.333,1027.558,16.181,-118.381,0.007,0.0,-0.014,22.924
2026-03-03T13:22:10.275,60.836,1027.558,16.180,-118.381,0.007,0.0,-0.007,22.903
2026-03-03T13:22:10.779,61.339,1027.556,16.184,-118.361,0.007,0.0,-0.017,22.901
2026-03-03T13:22:11.280,61.842,1027.553,16.180,-118.335,0.007,0.0,-0.042,22.908
2026-03-03T13:22:11.786,62.345,1027.554,16.189,-118.350,0.007,0.0,-0.013,22.942
2026-03-03T13:22:12.286,62.848,1027.553,16.181,-118.337,0.007,0.0,-0.019,22.883
2026-03-03T13:22:12.791,63.352,1027.551,16.178,-118.318,0.007,0.0,-0.039,22.910
2026-03-03T13:22:13.294,63.855,1027.548,16.185,-118.301,0.007,0.0,-0.009,22.937
2026-03-03T13:22:13.798,64.359,1027.547,16.177,-118.287,0.007,0.0,-0.022,22.908
2026-03-03T13:22:14.304,64.863,1027.548,16.185,-118.301,0.007,0.0,-0.016,22.926
2026-03-03T13:22:14.807,65.368,1027.549,16.189,-118.304,0.007,0.0,0.001,22.894
2026-03-03T13:22:15.304,65.863,1027.546,16.189,-118.280,0.007,0.0,-0.019,22.901
2026-03-03T13:22:15.802,66.363,1027.548,16.196,-118.295,0.007,0.0,0.032,22.903
2026-03-03T13:22:16.300,66.863,1027.552,16.195,-118.332,0.007,0.0,0.034,22.908
2026-03-03T13:22:16.801,67.363,1027.552,16.204,-118.332,0.007,0.0,0.000,22.894
2026-03-03T13:22:17.301,67.863,1027.552,16.207,-118.326,0.007,0.0,-0.001,22.894
2026-03-03T13:22:17.801,68.363,1027.547,16.199,-118.290,0.007,0.0,-0.035,22.896
2026-03-03T13:22:18.301,68.863,1027.551,16.197,-118.318,0.007,0.0,-0.002,22.905
2026-03-03T13:22:18.801,69.363,1027.550,16.205,-118.310,0.007,0.0,0.037,22.910
2026-03-03T13:22:19.302,69.863,1027.546,16.206,-118.279,0.007,0.0,0.014,22.917
2026-03-03T13:22:19.801,70.363,1027.543,16.200,-118.259,0.007,0.0,-0.044,22.905
2026-03-03T13:22:20.302,70.863,1027.541,16.213,-118.240,0.007,0.0,0.013,22.912
2026-03-03T13:22:20.810,71.363,1027.545,16.211,-118.268,0.007,0.0,0.003,22.901
2026-03-03T13:22:21.303,71.863,1027.543,16.208,-118.258,0.007,0.0,0.002,22.915
2026-03-03T13:22:21.802,72.363,1027.543,16.206,-118.256,0.007,0.0,0.031,22.899
2026-03-03T13:22:22.301,72.863,1027.540,16.202,-118.230,0.007,0.0,0.005,22.915
2026-03-03T13:22:22.802,73.363,1027.542,16.205,-118.248,0.007,0.0,-0.027,22.908
2026-03-03T13:22:23.301,73.863,1027.539,16.219,-118.221,0.007,0.0,0.027,22.905
2026-03-03T13:22:23.801,74.363,1027.541,16.234,-118.241,0.007,0.0,0.034,22.892
2026-03-03T13:22:24.300,74.863,1027.538,16.188,-118.211,0.007,0.0,-0.013,22.908
2026-03-03T13:22:24.804,75.363,1027.538,16.213,-118.217,0.007,0.0,-0.009,22.899
2026-03-03T13:22:25.310,75.863,1027.544,16.230,-118.261,0.007,0.0,0.016,22.915
2026-03-03T13:22:25.804,76.366,1027.535,16.221,-118.192,0.007,0.0,-0.008,22.892
2026-03-03T13:22:26.321,76.871,1027.537,16.214,-118.210,0.007,0.0,0.003,22.903
2026-03-03T13:22:26.804,77.366,1027.539,16.210,-118.222,0.007,0.0,-0.001,22.903
2026-03-03T13:22:27.304,77.866,1027.537,16.211,-118.207,0.007,0.0,0.035,22.915
2026-03-03T13:22:27.804,78.366,1027.534,16.216,-118.180,0.007,0.0,0.003,22.910
2026-03-03T13:22:28.305,78.866,1027.537,16.227,-118.204,0.007,0.0,0.003,22.896
2026-03-03T13:22:28.804,79.366,1027.535,16.227,-118.190,0.007,0.0,0.012,22.905
2026-03-03T13:22:29.304,79.866,1027.534,16.231,-118.178,0.007,0.0,0.004,22.910
2026-03-03T13:22:29.804,80.366,1027.534,16.221,-118.185,0.007,0.0,0.003,22.912
2026-03-03T13:22:30.304,80.866,1027.534,16.230,-118.185,0.007,0.0,-0.006,22.903
2026-03-03T13:22:30.809,81.366,1027.536,16.243,-118.195,0.007,0.0,0.014,22.908
2026-03-03T13:22:31.306,81.866,1027.536,16.242,-118.195,0.007,0.0,-0.013,22.899
2026-03-03T13:22:31.817,82.366,1027.532,16.229,-118.168,0.007,0.0,0.018,22.901
2026-03-03T13:22:32.304,82.866,1027.530,16.230,-118.146,0.007,0.0,0.036,22.894
2026-03-03T13:22:32.805,83.366,1027.532,16.240,-118.169,0.007,0.0,0.038,22.901
2026-03-03T13:22:33.304,83.866,1027.532,16.228,-118.167,0.007,0.0,-0.027,22.915
2026-03-03T13:22:33.803,84.366,1027.530,16.231,-118.147,0.007,0.0,0.014,22.910
2026-03-03T13:22:34.303,84.866,1027.532,16.244,-118.166,0.007,0.0,0.005,22.908
2026-03-03T13:22:34.805,85.366,1027.529,16.253,-118.143,0.007,0.0,-0.000,22.896
2026-03-03T13:22:35.304,85.866,1027.530,16.247,-118.152,0.007,0.0,-0.004,22.903
2026-03-03T13:22:35.804,86.366,1027.527,16.243,-118.127,0.007,0.0,-0.017,22.917
2026-03-03T13:22:36.312,86.866,1027.525,16.235,-118.105,0.007,0.0,0.003,22.901
2026-03-03T13:22:36.805,87.366,1027.529,16.253,-118.142,0.007,0.0,-0.003,22.917
2026-03-03T13:22:37.316,87.869,1027.525,16.247,-118.107,0.007,0.0,-0.025,22.892
2026-03-03T13:22:37.813,88.374,1027.521,16.250,-118.079,0.007,0.0,-0.014,22.889
2026-03-03T13:22:38.308,88.869,1027.520,16.236,-118.067,0.007,0.0,-0.002,22.903
2026-03-03T13:22:38.807,89.369,1027.524,16.252,-118.096,0.007,0.0,-0.019,22.903
2026-03-03T13:22:39.308,89.869,1027.515,16.241,-118.025,0.007,0.0,0.007,22.910
2026-03-03T13:22:39.807,90.369,1027.519,16.247,-118.062,0.007,0.0,0.005,22.892
2026-03-03T13:22:40.307,90.869,1027.518,16.246,-118.053,0.007,0.0,0.019,22.919
2026-03-03T13:22:40.807,91.369,1027.520,16.251,-118.065,0.007,0.0,-0.012,22.912
2026-03-03T13:22:41.308,91.869,1027.517,16.249,-118.039,0.007,0.0,-0.001,22.889
2026-03-03T13:22:41.807,92.369,1027.518,16.258,-118.047,0.007,0.0,-0.009,22.915
2026-03-03T13:22:42.307,92.869,1027.518,16.246,-118.053,0.007,0.0,0.028,22.928
2026-03-03T13:22:42.813,93.369,1027.520,16.247,-118.069,0.007,0.0,-0.023,22.908
2026-03-03T13:22:43.308,93.869,1027.521,16.261,-118.073,0.007,0.0,-0.008,22.910
2026-03-03T13:22:43.821,94.369,1027.520,16.259,-118.063,0.007,0.0,0.005,22.883
2026-03-03T13:22:44.307,94.869,1027.518,16.254,-118.052,0.007,0.0,-0.023,22.912
2026-03-03T13:22:44.808,95.369,1027.523,16.254,-118.090,0.007,0.0,0.029,22.908
2026-03-03T13:22:45.307,95.869,1027.525,16.261,-118.110,0.007,0.0,0.010,22.912
2026-03-03T13:22:45.808,96.369,1027.523,16.261,-118.088,0.007,0.0,-0.009,22.910
2026-03-03T13:22:46.307,96.869,1027.523,16.279,-118.088,0.007,0.0,0.005,22.899
2026-03-03T13:22:46.808,97.369,1027.518,16.262,-118.051,0.007,0.0,0.002,22.903
2026-03-03T13:22:47.307,97.869,1027.521,16.281,-118.074,0.007,0.0,0.006,22.894
2026-03-03T13:22:47.808,98.369,1027.530,16.269,-118.147,0.007,0.0,-0.019,22.910
2026-03-03T13:22:48.306,98.869,1027.531,16.269,-118.156,0.007,0.0,0.006,22.901
2026-03-03T13:22:48.811,99.372,1027.515,16.274,-118.022,0.007,0.0,0.011,22.908
2026-03-03T13:22:49.317,99.877,1027.511,16.271,-117.989,0.007,0.0,-0.023,22.896
2026-03-03T13:22:49.811,100.372,1027.519,16.270,-118.057,0.007,0.0,0.022,22.912
2026-03-03T13:22:50.324,100.872,1027.517,16.270,-118.041,0.007,0.0,0.009,22.908
2026-03-03T13:22:50.810,101.372,1027.519,16.279,-118.057,0.007,0.0,0.005,22.901
