rx_time_iso,Time - Seconds,DPS368 - Pres (hPa),DPS368 - Temp (C),DPS368 - Alt ASL (m),MotorDriver - Motor Position,MotorDriver - Motor Angle,MotorDriver - Motor Velocity,MotorDriver - Battery Voltage
2026-03-03T14:15:37.016,5.299,1026.423,20.866,-109.036,-0.000,0.0,-0.010,22.775
2026-03-03T14:15:37.512,5.790,1026.422,20.851,-109.031,0.003,0.0,-0.006,22.771
2026-03-03T14:15:38.009,6.290,1026.425,20.872,-109.056,0.003,0.0,-0.017,22.773
2026-03-03T14:15:38.529,6.790,1026.426,20.882,-109.063,0.003,0.0,-0.011,22.764
2026-03-03T14:15:39.007,7.290,1026.424,20.872,-109.048,0.003,0.0,0.007,22.800
2026-03-03T14:15:39.530,7.790,1026.424,20.869,-109.046,0.003,0.0,0.014,22.782
2026-03-03T14:15:40.009,8.291,1026.425,20.870,-109.054,0.003,0.0,0.008,22.780
2026-03-03T14:15:40.510,8.791,1026.422,20.872,-109.032,0.003,0.0,0.010,22.789
2026-03-03T14:15:41.008,9.291,1026.426,20.864,-109.064,0.003,0.0,0.001,22.766
2026-03-03T14:15:41.510,9.791,1026.427,20.876,-109.066,0.003,0.0,-0.012,22.780
2026-03-03T14:15:42.009,10.291,1026.426,20.871,-109.063,0.003,0.0,0.007,22.784
2026-03-03T14:15:42.511,10.791,1026.422,20.861,-109.032,0.003,0.0,-0.006,22.784
2026-03-03T14:15:43.014,11.291,1026.426,20.866,-109.059,0.003,0.0,0.009,22.794
2026-03-03T14:15:43.508,11.791,1026.421,20.870,-109.024,0.003,0.0,-0.002,22.768
2026-03-03T14:15:44.016,12.291,1026.426,20.876,-109.058,0.003,0.0,-0.019,22.780
2026-03-03T14:15:44.508,12.791,1026.425,20.872,-109.056,0.003,0.0,-0.009,22.787
2026-03-03T14:15:45.042,13.291,1026.424,20.870,-109.047,0.003,0.0,-0.012,22.787
2026-03-03T14:15:45.508,13.791,1026.425,20.883,-109.057,0.003,0.0,0.018,22.789
2026-03-03T14:15:46.010,14.291,1026.428,20.880,-109.077,0.003,0.0,-0.034,22.775
2026-03-03T14:15:46.508,14.791,1026.425,20.884,-109.050,0.003,0.0,0.011,22.764
2026-03-03T14:15:47.011,15.291,1026.426,20.880,-109.062,0.003,0.0,-0.010,22.773
2026-03-03T14:15:47.512,15.794,1026.428,20.878,-109.076,0.003,0.0,-0.009,22.798
2026-03-03T14:15:48.016,16.297,1026.428,20.891,-109.079,0.003,0.0,0.002,22.771
2026-03-03T14:15:48.533,16.800,1026.427,20.895,-109.066,0.003,0.0,-0.008,22.784
2026-03-03T14:15:49.021,17.304,1026.424,20.887,-109.045,0.003,0.0,0.022,22.778
2026-03-03T14:15:49.528,17.807,1026.425,20.891,-109.056,0.003,0.0,0.020,22.789
2026-03-03T14:15:50.027,18.310,1026.426,20.890,-109.063,0.003,0.0,0.012,22.782
2026-03-03T14:15:50.532,18.813,1026.423,20.887,-109.037,0.003,0.0,-0.008,22.787
2026-03-03T14:15:51.034,19.316,1026.423,20.889,-109.039,0.003,0.0,0.002,22.764
2026-03-03T14:15:51.537,19.819,1026.424,20.888,-109.045,0.003,0.0,0.029,22.787
2026-03-03T14:15:52.040,20.322,1026.423,20.889,-109.039,0.003,0.0,-0.021,22.782
2026-03-03T14:15:52.544,20.825,1026.424,20.882,-109.048,0.003,0.0,-0.010,22.780
2026-03-03T14:15:53.052,21.328,1026.424,20.894,-109.043,0.003,0.0,0.016,22.791
2026-03-03T14:15:53.549,21.831,1026.426,20.888,-109.061,0.003,0.0,-0.000,22.787
2026-03-03T14:15:54.058,22.334,1026.427,20.907,-109.069,0.003,0.0,0.010,22.778
2026-03-03T14:15:54.554,22.837,1026.430,20.904,-109.097,0.003,0.0,0.004,22.775
2026-03-03T14:15:55.066,23.340,1026.425,20.902,-109.057,0.003,0.0,-0.000,22.791
2026-03-03T14:15:55.560,23.843,1026.426,20.906,-109.060,0.003,0.0,-0.007,22.796
2026-03-03T14:15:56.092,24.346,1026.427,20.904,-109.067,0.003,0.0,-0.006,22.789
2026-03-03T14:15:56.565,24.848,1026.426,20.900,-109.063,0.003,0.0,0.009,22.782
2026-03-03T14:15:57.070,25.351,1026.426,20.898,-109.062,0.003,0.0,0.008,22.798
2026-03-03T14:15:57.572,25.854,1026.427,20.903,-109.073,0.003,0.0,0.014,22.787
2026-03-03T14:15:58.076,26.357,1026.426,20.907,-109.061,0.003,0.0,0.012,22.789
2026-03-03T14:15:58.577,26.860,1026.428,20.909,-109.079,0.003,0.0,0.014,22.789
2026-03-03T14:15:59.083,27.363,1026.427,20.900,-109.071,0.003,0.0,0.005,22.773
2026-03-03T14:15:59.585,27.867,1026.427,20.899,-109.070,0.003,0.0,0.013,22.773
2026-03-03T14:16:00.083,28.363,1026.426,20.896,-109.061,0.003,0.0,-0.026,22.778
2026-03-03T14:16:00.607,28.863,1026.429,20.897,-109.084,0.003,0.0,-0.015,22.784
2026-03-03T14:16:01.080,29.363,1026.429,20.911,-109.087,0.003,0.0,-0.010,22.782
2026-03-03T14:16:01.621,29.863,1026.427,20.907,-109.070,0.004,0.0,-0.046,22.759
2026-03-03T14:16:02.080,30.363,1026.430,20.899,-109.093,0.003,0.0,0.013,22.800
2026-03-03T14:16:02.580,30.863,1026.430,20.907,-109.092,0.003,0.0,0.017,22.796
2026-03-03T14:16:03.080,31.363,1026.429,20.916,-109.084,0.003,0.0,-0.022,22.812
2026-03-03T14:16:03.579,31.863,1026.431,20.918,-109.101,0.003,0.0,-0.015,22.789
2026-03-03T14:16:04.102,32.363,1026.428,20.906,-109.076,0.003,0.0,-0.007,22.775
2026-03-03T14:16:04.579,32.863,1026.431,20.902,-109.105,0.004,0.0,-0.024,22.803
2026-03-03T14:16:05.119,33.363,1026.431,20.900,-109.102,0.003,0.0,-0.004,22.780
2026-03-03T14:16:05.580,33.863,1026.433,20.918,-109.118,0.003,0.0,-0.000,22.791
2026-03-03T14:16:06.080,34.363,1026.430,20.909,-109.094,0.003,0.0,0.027,22.771
2026-03-03T14:16:06.580,34.863,1026.432,20.912,-109.112,0.003,0.0,0.022,22.775
2026-03-03T14:16:07.081,35.363,1026.433,20.916,-109.124,0.003,0.0,0.005,22.773
2026-03-03T14:16:07.600,35.863,1026.431,20.914,-109.106,0.003,0.0,-0.025,22.771
2026-03-03T14:16:08.080,36.363,1026.429,20.902,-109.088,0.003,0.0,0.007,22.791
2026-03-03T14:16:08.604,36.863,1026.435,20.905,-109.137,0.003,0.0,-0.020,22.784
2026-03-03T14:16:09.080,37.363,1026.432,20.906,-109.108,0.003,0.0,-0.018,22.789
2026-03-03T14:16:09.581,37.863,1026.433,20.916,-109.123,0.004,0.0,-0.039,22.784
2026-03-03T14:16:10.080,38.363,1026.433,20.907,-109.124,0.003,0.0,-0.015,22.782
2026-03-03T14:16:10.583,38.863,1026.435,20.905,-109.137,0.003,0.0,0.022,22.784
2026-03-03T14:16:11.082,39.363,1026.435,20.900,-109.140,0.003,0.0,-0.024,22.784
2026-03-03T14:16:11.582,39.863,1026.434,20.911,-109.127,0.003,0.0,-0.010,22.789
2026-03-03T14:16:12.115,40.363,1026.434,20.923,-109.129,0.003,0.0,-0.008,22.807
2026-03-03T14:16:12.580,40.863,1026.433,20.910,-109.119,0.003,0.0,0.021,22.784
2026-03-03T14:16:13.083,41.363,1026.436,20.928,-109.148,0.003,0.0,0.033,22.791
2026-03-03T14:16:13.582,41.863,1026.436,20.927,-109.147,0.003,0.0,-0.010,22.778
2026-03-03T14:16:14.080,42.363,1026.432,20.916,-109.115,0.003,0.0,-0.017,22.796
2026-03-03T14:16:14.587,42.863,1026.432,20.907,-109.108,0.004,0.0,-0.030,22.778
2026-03-03T14:16:15.081,43.364,1026.436,20.917,-109.147,0.003,0.0,-0.006,22.771
2026-03-03T14:16:15.598,43.867,1026.435,20.916,-109.138,0.003,0.0,-0.012,22.782
2026-03-03T14:16:16.087,44.370,1026.436,20.925,-109.146,0.003,0.0,-0.018,22.791
2026-03-03T14:16:16.612,44.873,1026.439,20.918,-109.171,0.003,0.0,-0.000,22.803
2026-03-03T14:16:17.093,45.376,1026.435,20.923,-109.137,0.003,0.0,-0.001,22.789
2026-03-03T14:16:17.596,45.879,1026.437,20.917,-109.154,0.003,0.0,0.067,22.803
2026-03-03T14:16:18.099,46.382,1026.437,20.923,-109.152,0.003,0.0,-0.007,22.787
2026-03-03T14:16:18.602,46.885,1026.436,20.918,-109.148,0.003,0.0,-0.000,22.784
2026-03-03T14:16:19.104,47.388,1026.435,20.917,-109.139,0.003,0.0,0.010,22.791
2026-03-03T14:16:19.607,47.891,1026.437,20.921,-109.150,0.003,0.0,0.003,22.791
2026-03-03T14:16:20.111,48.394,1026.438,20.920,-109.165,0.003,0.0,0.026,22.789
2026-03-03T14:16:20.616,48.897,1026.439,20.916,-109.169,0.003,0.0,0.015,22.800
2026-03-03T14:16:21.137,49.400,1026.436,20.909,-109.148,0.003,0.0,0.004,22.780
2026-03-03T14:16:21.620,49.903,1026.436,20.922,-109.144,0.003,0.0,-0.002,22.778
2026-03-03T14:16:22.129,50.406,1026.439,20.912,-109.173,0.003,0.0,0.002,22.803
2026-03-03T14:16:22.626,50.909,1026.439,20.935,-109.169,0.003,0.0,0.018,22.805
2026-03-03T14:16:23.155,51.413,1026.441,20.922,-109.182,0.003,0.0,0.008,22.787
2026-03-03T14:16:23.633,51.916,1026.440,20.921,-109.181,0.003,0.0,0.016,22.791
2026-03-03T14:16:24.136,52.419,1026.441,20.920,-109.187,0.003,0.0,0.015,22.766
2026-03-03T14:16:24.638,52.922,1026.440,20.926,-109.177,0.003,0.0,-0.031,22.780
2026-03-03T14:16:25.141,53.425,1026.438,20.920,-109.165,0.003,0.0,-0.001,22.800
2026-03-03T14:16:25.644,53.928,1026.441,20.920,-109.188,0.003,0.0,0.021,22.784
2026-03-03T14:16:26.149,54.431,1026.440,20.929,-109.179,0.003,0.0,-0.029,22.775
2026-03-03T14:16:26.659,54.934,1026.441,20.922,-109.189,0.003,0.0,-0.018,22.768
2026-03-03T14:16:27.154,55.437,1026.438,20.921,-109.158,0.003,0.0,0.021,22.796
2026-03-03T14:16:27.668,55.940,1026.444,20.935,-109.208,0.003,0.0,-0.008,22.778
2026-03-03T14:16:28.160,56.443,1026.444,20.930,-109.211,0.003,0.0,0.006,22.789
2026-03-03T14:16:28.682,56.946,1026.443,20.935,-109.200,0.003,0.0,0.038,22.789
2026-03-03T14:16:29.165,57.449,1026.442,20.929,-109.195,0.003,0.0,-0.013,22.789
2026-03-03T14:16:29.669,57.952,1026.443,20.939,-109.203,0.003,0.0,-0.001,22.778
2026-03-03T14:16:30.172,58.455,1026.442,20.922,-109.190,0.003,0.0,-0.016,22.787
2026-03-03T14:16:30.675,58.958,1026.440,20.938,-109.179,0.003,0.0,0.007,22.784
2026-03-03T14:16:31.177,59.461,1026.440,20.918,-109.179,0.003,0.0,0.031,22.787
2026-03-03T14:16:31.682,59.964,1026.446,20.926,-109.223,0.003,0.0,-0.008,22.766
2026-03-03T14:16:32.189,60.467,1026.441,20.930,-109.188,0.003,0.0,-0.000,22.794
2026-03-03T14:16:32.687,60.970,1026.441,20.928,-109.186,0.003,0.0,-0.008,22.791
2026-03-03T14:16:33.211,61.473,1026.445,20.938,-109.218,0.003,0.0,-0.000,22.775
2026-03-03T14:16:33.694,61.977,1026.442,20.932,-109.190,0.003,0.0,0.008,22.796
2026-03-03T14:16:34.197,62.480,1026.443,20.932,-109.205,0.003,0.0,0.012,22.782
2026-03-03T14:16:34.700,62.982,1026.444,20.939,-109.211,0.003,0.0,0.010,22.780
2026-03-03T14:16:35.204,63.486,1026.447,20.934,-109.237,0.003,0.0,0.016,22.780
2026-03-03T14:16:35.706,63.989,1026.440,20.935,-109.177,0.003,0.0,-0.003,22.766
2026-03-03T14:16:36.211,64.492,1026.443,20.937,-109.202,0.003,0.0,0.015,22.787
2026-03-03T14:16:36.713,64.997,1026.447,20.944,-109.231,0.003,0.0,-0.013,22.789
2026-03-03T14:16:37.210,65.492,1026.445,20.934,-109.215,0.004,0.0,-0.023,22.780
2026-03-03T14:16:37.708,65.992,1026.445,20.938,-109.218,0.003,0.0,-0.010,22.784
2026-03-03T14:16:38.210,66.492,1026.447,20.941,-109.236,0.003,0.0,0.005,22.796
2026-03-03T14:16:38.727,66.992,1026.448,20.936,-109.239,0.003,0.0,-0.010,22.798
2026-03-03T14:16:39.211,67.492,1026.447,20.944,-109.238,0.003,0.0,0.007,22.791
2026-03-03T14:16:39.732,67.992,1026.445,20.935,-109.215,0.003,0.0,0.013,22.775
