State - Time (s),State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (ft),DPS310 - Alt AGL (ft),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (ft),MS5611 - Alt AGL (ft),BMI088andLIS3MDL - AccX,BMI088andLIS3MDL - AccY,BMI088andLIS3MDL - AccZ,BMI088andLIS3MDL - GyroX,BMI088andLIS3MDL - GyroY,BMI088andLIS3MDL - GyroZ,BMI088andLIS3MDL - MagX,BMI088andLIS3MDL - MagY,BMI088andLIS3MDL - MagZ,BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,VN_100 - VN-AX (m/s/s),VN_100 - VN-AY (m/s/s),VN_100 - VN-AZ (m/s/s),VN_100 - VN-ULRX (deg),VN_100 - VN-ULRY (deg),VN_100 - VN-ULRZ (deg),VN_100 - VN-ANGVX (rad/s),VN_100 - VN-ANGVY (rad/s),VN_100 - VN-ANGVZ (rad/s),VN_100 - VN-MAGX (uT),VN_100 - VN-MAGY (uT),VN_100 - VN-MAGZ (uT),VN_100 - VN-P (Pa),VN_100 - VN-T (C),VN_100 - VN-DT (s),VN_100 - VN-DV-X (m/s/s),VN_100 - VN-DV-Y (m/s/s),VN_100 - VN-DV-Z (m/s/s),VN_100 - VN-DTH-X (deg/s),VN_100 - VN-DTH-Y (deg/s),VN_100 - VN-DTH-Z (deg/s)
1268.979,-0.066,-0.046,0.072,-0.028,-0.097,0.216,0.043,-0.109,0.238,1003.458,21.792,81.794,0.017,1004.07,22.24,76.667,-0.629,-0.575,0.316,-10.027,0.053,-0.053,-0.055,-3125,-2429,-3680,-0.996,0.078,0.032,-0.008,0,0,0,0,0,0,0,-0.361,0.125,-9.699,66.655,-2.825,-0.296,-0.003,-0.002,0.049,13.621,-30.72,56.259,100439,22.24,0.1,-0.049,-0.001,-0.963,0.02,0.033,-0.153
1269.079,-0.046,-0.058,0.112,-0.035,-0.049,0.127,-0.03,0.015,-0.007,1003.458,21.784,81.796,0.017,1004.07,22.24,76.667,-0.411,-0.704,0.165,-9.776,0.034,-0.023,0.126,-3119,-2461,-3678,-0.996,0.084,0.035,-0.006,0,0,0,0,0,0,0,-0.474,0.058,-9.542,66.502,-2.825,-0.311,0.002,-0.006,-0.019,13.509,-30.719,56.136,100435.008,22.225,0.1,-0.038,0.015,-0.959,0.023,0.021,-0.355
1269.179,-0.021,-0.027,0.062,-0.03,-0.039,0.107,-0.034,-0.023,0.058,1003.457,21.78,81.808,0.026,1004.03,22.24,77.002,-0.05,-0.697,0.251,-9.841,-0.023,0.04,-0.07,-3117,-2447,-3697,-0.996,0.081,0.035,-0.009,0,0,0,0,0,0,0,-0.484,0.06,-9.559,66.557,-2.869,-0.281,0.005,-0.003,-0.011,13.509,-30.719,56.26,100439,22.24,0.1,-0.051,0.007,-0.963,0.071,-0.008,-0.142
1269.279,-0.019,-0.019,0.061,-0.059,-0.008,0.116,-0.124,0.092,0.076,1003.456,21.784,81.811,0.027,1004,22.25,77.253,0.31,-0.79,0.079,-9.855,0.023,0.151,0.234,-3108,-2438,-3649,-0.995,0.092,0.034,-0.004,0,0,0,0,0,0,0,-0.591,-0.016,-9.692,66.459,-2.873,-0.265,0.002,0.003,0.037,13.505,-30.92,56.253,100439,22.24,0.1,-0.061,-0.001,-0.957,0.042,0.04,-0.293
1269.379,-0.024,-0.012,0.064,-0.045,0.006,0.114,0.021,0.031,0.042,1003.458,21.791,81.796,0.012,1004,22.24,77.253,0.428,-0.603,0.086,-9.833,-0.006,0.017,0.028,-3106,-2469,-3638,-0.995,0.094,0.032,-0.003,0,0,0,0,0,0,0,-0.395,-0.025,-9.621,66.496,-2.841,-0.259,-0.002,0.002,-0.055,13.394,-30.817,56.256,100439,22.24,0.1,-0.041,0.004,-0.966,0.044,0.055,-0.178
1269.479,-0.03,-0.007,0.07,-0.054,-0.002,0.099,-0.037,-0.022,0.026,1003.458,21.783,81.797,0.013,1004.01,22.24,77.169,0.469,-0.675,0.172,-9.812,0.004,0.006,-0.013,-3106,-2500,-3638,-0.995,0.093,0.033,-0.004,0,0,0,0,0,0,0,-0.497,0.066,-9.617,66.464,-2.868,-0.266,-0.003,-0.002,0.026,13.612,-31.225,56.119,100439,22.24,0.1,-0.051,-0.002,-0.962,0.019,0.008,-0.233
1269.579,-0.041,0.004,0.081,-0.076,0.049,0.226,-0.066,0.092,0.319,1003.461,21.783,81.776,-0.008,1004.01,22.24,77.169,0.486,-0.79,0.007,-10.099,-0.009,0.034,0.085,-3109,-2483,-3695,-0.995,0.097,0.035,-0.001,0,0,0,0,0,0,0,-0.457,-0.038,-9.651,66.435,-2.85,-0.293,-0.004,0.007,0.007,13.618,-30.924,56.006,100439,22.24,0.1,-0.05,0.007,-0.962,0.012,0.056,-0.242
1269.679,-0.044,0.017,0.123,-0.033,0.029,0.293,0.032,-0.018,0.243,1003.46,21.788,81.784,0,1003.96,22.25,77.589,0.947,-0.682,0.23,-10.027,-0.128,-0.047,-0.085,-3143,-2493,-3563,-0.995,0.093,0.037,-0.007,0,0,0,0,0,0,0,-0.455,0.079,-9.621,66.48,-2.836,-0.316,-0.002,0.001,-0.004,13.498,-31.325,55.62,100443.008,22.25,0.1,-0.05,0.008,-0.96,0.019,0.049,-0.165
1269.779,-0.025,0.03,0.161,0.023,0.077,0.226,0.054,0.083,0.058,1003.456,21.787,81.815,0.03,1004.02,22.24,77.086,0.394,-0.639,0.065,-9.848,-0.034,-0.011,-0.002,-3160,-2523,-3565,-0.995,0.092,0.035,-0.005,0,0,0,0,0,0,0,-0.424,-0.04,-9.633,66.481,-2.801,-0.313,0,0.009,-0.003,13.5,-31.224,55.5,100443.008,22.255,0.1,-0.046,0.002,-0.965,0.033,0.062,-0.215
1269.879,-0.004,0.038,0.143,0.013,0.027,0.12,-0.014,-0.032,0.001,1003.457,21.784,81.803,0.019,1003.99,22.25,77.337,0.595,0,0,0,0,-0.329,0.211,-9.574,66.585,-2.772,-0.347,-0.007,0,0.032,-7155233814,53641669926636864515572624111601451008.0000000,22.26,0.1,-0.04,0.008,-123,0.007,0.048,-0.101,69.979,-0.015,0.038,0.129,-0.069,0.059,0.172,-0.093,0.055,0.148,1003.457,21.784,81.803,0.02,1003.94,22.23,77.756,1.014
1269.979,-0.015,0.038,0.129,-0.069,0.059,0.172,-0.093,0.055,0.148,1003.457,21.784,81.803,0.02,1003.94,22.23,77.756,1.014,-0.74,0.309,-9.927,-0.126,0.04,-0.026,-3207,-2480,-3556,-0.995,0.095,0.034,-0.014,0,0,0,0,0,0,0,-0.491,0.14,-9.659,66.494,-2.77,-0.351,0.007,-0.002,-0.004,13.724,-31.33,55.745,100432.008,22.26,0.1,-0.042,0.019,-0.96,0.042,0.026,-0.304
1270.079,-0.037,0.049,0.129,-0.049,0.064,0.175,0,0.03,0.099,1003.459,21.789,81.79,0.006,1004,22.25,77.253,0.453,-0.697,0.144,-9.884,0.138,-0.049,-0.064,-3202,-2514,-3631,-0.995,0.092,0.036,-0.005,0,0,0,0,0,0,0,-0.416,-0.046,-9.653,66.496,-2.786,-0.298,0.005,-0.001,-0.027,13.386,-31.324,55.126,100428,22.24,0.1,-0.044,0.002,-0.964,0.083,0.011,-0.206
1270.179,-0.018,0.024,0.05,-0.04,0.059,0.113,-0.004,0.041,-0.099,1003.46,21.789,81.783,-0.003,1003.98,22.24,77.421,0.662,-0.639,0.086,-9.69,0.011,0.062,0.107,-3172,-2531,-3497,-0.995,0.098,0.033,-0.003,0,0,0,0,0,0,0,-0.47,0.003,-9.677,66.467,-2.81,-0.286,-0.001,-0.002,0.015,13.607,-31.53,55.367,100432.008,22.26,0.099,-0.051,-0.003,-0.95,0.036,0.014,-0.232
1270.279,-0.019,0.021,0.044,-0.063,0.033,0.092,-0.099,-0.072,-0.028,1003.458,21.791,81.795,0.008,1004.11,22.25,76.331,-0.461,-0.769,0.309,-9.747,-0.004,0.03,-0.03,-3161,-2518,-3585,-0.995,0.096,0.036,-0.008,0,0,0,0,0,0,0,-0.535,0.043,-9.615,66.441,-2.821,-0.291,0.001,0.001,-0.01,13.611,-31.328,55.622,100443.008,22.26,0.1,-0.051,0.007,-0.963,0.034,0.027,-0.248
1270.379,-0.021,0.031,0.078,-0.021,0.12,0.411,0.096,0.251,0.915,1003.459,21.791,81.788,0,1003.97,22.24,77.505,0.629,-0.539,-0.338,-10.71,0.036,0.109,-0.16,-3188,-2515,-3544,-0.996,0.088,0.027,0.006,0,0,0,0,0,0,0,-0.453,-0.027,-9.644,66.434,-2.823,-0.283,-0.002,0.001,-0.001,13.383,-31.424,55.741,100432.008,22.26,0.1,-0.047,0.003,-0.961,0.044,0.031,-0.221
1270.479,-0.025,0.036,0.133,-0.055,-0.01,0.275,-0.086,-0.249,-0.146,1003.459,21.785,81.787,-0.005,1003.94,22.24,77.756,0.847,-0.733,0.388,-9.632,0.062,-0.121,-0.102,-3180,-2521,-3597,-0.996,0.083,0.036,-0.004,0,0,0,0,0,0,0,-0.474,0.085,-9.571,66.403,-2.824,-0.291,0,-0.004,0,13.5,-31.225,55.997,100432.008,22.26,0.1,-0.044,0.007,-0.963,0.027,0.026,-0.25
