State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,BR - Battery Voltage (V),BR - ALT (m),BR - PRES (Pa),BR - TEMP (C),BR - VEL (m/s),BR - ANG (deg),BR - ACCX (m/s^2),BR - ACCY (m/s^2),BR - ACCZ (m/s^2),BR - GYROX (rad/s),BR - GYROY (rad/s),BR - GYROZ (rad/s),BR - ROLL (deg),BR - TILT (deg)
20.320,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0103675,0.000,7500.000,0.000,0.000,0.000,0.000,44307.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.421,0,0,-0.000,-0.000,-5474.901,-0.717,-0.001,-539.541,-7.138,-0.010,-6.697,0.000,0.000,0.0103675,0.000,7500.000,0.000,90.000,1013.292,15.050,-0.349,-5475.004,-9.786,-0.029,0.217,-0.005,0.028,0.009,0.000,0.000,0.000,-0.002,0.378,0.000,0.926,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.522,0,0,-0.047,-0.000,-4398.535,-1.141,-0.006,-429.505,-4.239,-0.055,-8.796,0.000,0.000,0.0103675,0.000,7500.000,1.588,45.555,1013.253,15.051,-0.023,-3289.798,-9.758,-0.076,0.330,-0.006,-0.019,-0.034,0.000,0.000,0.000,-0.004,0.546,-0.001,0.838,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.623,0,0,-0.115,-0.000,-3734.122,-1.392,-0.002,-359.096,-2.544,0.041,-9.439,0.000,0.000,0.0103675,0.000,7500.000,1.264,23.799,1013.243,15.049,0.056,-2360.113,-9.769,0.000,0.366,-0.005,0.011,0.015,0.000,0.000,0.000,-0.002,0.623,0.001,0.782,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.724,0,0,-0.196,-0.000,-3273.338,-1.557,0.009,-305.978,-1.695,0.116,-9.783,0.000,0.000,0.0103675,0.000,7500.000,1.057,12.940,1013.240,15.050,0.087,-1841.809,-9.921,0.078,0.390,0.010,0.005,0.024,0.000,0.000,0.000,0.000,0.659,0.003,0.752,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.825,0,0,-0.284,0.001,-2929.840,-1.641,0.025,-260.482,-0.911,0.156,-9.753,0.000,0.000,0.0103675,0.000,7500.000,0.901,7.580,1013.241,15.051,0.074,-1510.699,-9.794,0.160,0.183,0.041,0.016,0.010,0.000,0.000,0.000,0.004,0.680,0.003,0.733,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.926,0,0,-0.374,0.003,-2660.246,-1.717,0.024,-217.584,-0.835,-0.010,-9.763,0.000,0.000,0.0103675,0.000,7500.000,0.767,4.277,1013.280,15.050,-0.252,-1280.962,-9.793,-0.000,0.321,0.006,0.023,0.029,0.000,0.000,0.000,0.003,0.688,0.002,0.725,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21.027,0,0,-0.468,0.005,-2439.724,-1.785,0.019,-174.362,-0.761,-0.050,-9.901,0.000,0.000,0.0103675,0.000,7500.000,0.641,3.011,1013.269,15.052,-0.159,-1111.707,-9.924,-0.039,0.337,-0.001,0.009,0.004,0.000,0.000,0.000,0.001,0.692,0.000,0.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21.128,0,0,-0.565,0.006,-2252.862,-1.871,0.018,-129.030,-0.961,-0.008,-9.880,0.000,0.000,0.0103675,0.000,7500.000,0.513,2.452,1013.255,15.050,-0.045,-981.958,-9.914,0.014,0.497,0.011,-0.008,0.012,0.000,0.000,0.000,0.002,0.690,-0.000,0.723,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21.229,0,0,-0.667,0.007,-2089.435,-1.947,0.020,-80.579,-0.871,0.026,-9.904,0.000,0.000,0.0103675,0.000,7500.000,0.380,2.684,1013.269,15.052,-0.159,-879.529,-9.933,0.003,0.425,-0.045,-0.003,0.011,0.000,0.000,0.000,-0.000,0.691,0.001,0.723,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21.330,0,0,-0.771,0.008,-1952.211,-2.001,0.017,-31.908,-0.675,-0.037,-9.611,0.000,0.000,0.0103675,0.000,7500.000,0.237,2.575,1013.268,15.052,-0.152,-879.522,-9.630,-0.006,0.309,0.054,0.010,-0.025,0.000,0.000,0.000,0.001,0.694,-0.001,0.720,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21.431,0,0,-0.874,0.008,-1832.695,-2.017,0.009,17.102,-0.321,-0.078,-10.107,0.000,0.000,0.0103675,0.000,7500.000,0.094,2.180,1013.210,15.052,0.330,-879.040,-10.112,-0.015,0.088,0.030,0.007,-0.005,0.000,0.000,0.000,0.002,0.699,-0.003,0.715,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21.532,0,0,-0.976,0.007,-1725.460,-2.023,-0.003,66.212,-0.245,-0.109,-10.109,0.000,0.000,0.0103675,0.000,7500.000,0.051,1.319,1013.210,15.052,0.330,-879.040,-10.112,-0.015,0.088,0.030,0.007,-0.005,0.000,0.000,0.000,0.003,0.702,-0.004,0.713,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21.633,0,0,-1.075,0.005,-1626.965,-2.041,-0.026,114.854,-0.398,-0.226,-9.723,0.000,0.000,0.0103675,0.000,7500.000,0.195,0.889,1013.255,15.051,-0.038,-879.408,-9.731,-0.126,0.207,0.008,-0.029,-0.038,0.000,0.000,0.000,0.000,0.700,-0.007,0.714,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21.734,0,0,-1.173,0.002,-1534.924,-2.092,-0.030,162.200,-0.749,-0.042,-9.672,0.000,0.000,0.0103675,0.000,7500.000,0.338,1.137,1013.270,15.053,-0.169,-879.539,-9.692,0.037,0.422,-0.023,-0.041,-0.018,0.000,0.000,0.000,0.001,0.695,-0.004,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21.835,0,0,-1.272,-0.000,-1447.984,-2.129,-0.022,207.315,-0.659,0.074,-9.797,0.000,0.000,0.0103675,0.000,7500.000,0.478,1.934,1013.248,15.050,0.016,-879.354,-9.812,0.148,0.330,-0.000,0.001,0.018,0.000,0.000,0.000,0.005,0.695,-0.000,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21.936,0,0,-1.371,-0.002,-1365.536,-2.180,-0.019,249.237,-0.843,0.030,-9.657,0.000,0.000,0.0103675,0.000,7500.000,0.610,1.926,1013.249,15.050,0.009,-879.361,-9.682,0.103,0.458,0.002,0.013,-0.004,0.000,0.000,0.000,0.006,0.693,0.000,0.721,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22.037,0,0,-1.469,-0.004,-1287.441,-2.219,-0.035,287.011,-0.776,-0.154,-9.741,0.000,0.000,0.0103675,0.000,7500.000,0.734,2.281,1013.270,15.049,-0.165,-879.535,-9.765,-0.083,0.389,-0.006,0.003,0.004,0.000,0.000,0.000,0.003,0.693,-0.003,0.721,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
