State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],State - Pos - Accel Integrated [m],State - Velo - Accel Integrated [m/s],State - Baro Correction Altitude Delta [m],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,MockBR - Battery Voltage (V),MockBR - ALT (m),MockBR - PRES (Pa),MockBR - TEMP (C),MockBR - VEL (m/s),MockBR - ANG (deg),MockBR - ACCX (m/s^2),MockBR - ACCY (m/s^2),MockBR - ACCZ (m/s^2),MockBR - GYROX (rad/s),MockBR - GYROY (rad/s),MockBR - GYROZ (rad/s),MockBR - ROLL (deg),MockBR - TILT (deg)
15.414,0,0,769.144,13.566,885.074,99.798,1.760,114.840,6.475,0.114,7.450,0.000,0.000,0.0116870,0.000,9144.000,0.000,4.000,0.000,0.000,0.000,911.484,9.255,883.450,0.000,9.784,0.104,1.306,0.018,-0.071,0.073,0.000,0.000,0.000,0.006,-0.353,0.004,0.935,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91149.047,9.256,0.000,0.000,1.080,-9.763,0.024,0.011,0.000,0.009,0.000,0.000
15.515,0,0,0.221,0.004,0.051,-0.936,-0.013,-0.569,3.422,0.097,9.258,0.000,0.000,0.0116870,0.000,9144.000,0.000,48.598,0.000,0.000,0.000,911.484,9.255,883.450,0.000,9.784,0.104,1.306,0.018,-0.071,0.073,0.000,0.000,0.000,0.009,-0.516,0.006,0.857,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91149.047,9.256,0.000,0.000,1.080,-9.763,0.024,0.011,0.000,0.009,0.000,0.000
15.616,0,0,0.067,0.001,0.111,-0.745,-0.020,0.414,1.975,-0.070,9.647,0.000,0.000,0.0116870,0.000,9144.000,0.000,27.897,0.000,0.000,0.000,911.455,9.253,883.716,0.177,9.805,-0.090,0.906,0.149,0.086,-0.038,0.000,0.000,0.000,0.012,-0.596,0.012,0.803,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91149.898,9.256,0.000,0.000,0.987,-9.795,0.009,-0.005,0.002,-0.016,0.000,0.000
15.717,0,0,-0.002,-0.000,0.018,-0.653,-0.014,1.370,0.911,0.064,9.709,0.000,0.000,0.0116870,0.000,9144.000,0.000,16.831,0.000,0.000,0.000,911.524,9.258,883.090,-0.337,9.700,0.083,1.006,-0.079,-0.031,0.021,0.000,0.000,0.000,0.010,-0.634,0.009,0.773,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91150.320,9.256,0.000,0.000,1.020,-9.728,-0.043,0.009,0.017,-0.013,0.000,0.000
15.818,0,0,-0.049,-0.001,0.162,-0.603,-0.002,2.363,0.471,0.118,9.890,0.000,0.000,0.0116870,0.000,9144.000,0.000,11.290,0.000,0.000,0.000,911.482,9.255,883.470,0.035,9.841,0.121,1.088,-0.046,0.088,0.130,0.000,0.000,0.000,0.009,-0.649,0.009,0.761,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91151.891,9.257,0.000,0.000,1.007,-9.742,0.077,-0.007,-0.013,0.005,0.000,0.000
15.919,0,0,-0.086,-0.001,0.395,-0.576,0.001,3.349,0.244,0.022,9.847,0.000,0.000,0.0116870,0.000,9144.000,0.000,9.051,0.000,0.000,0.000,911.461,9.254,883.659,0.187,9.813,-0.020,0.856,-0.007,-0.213,0.068,0.000,0.000,0.000,0.007,-0.666,0.010,0.745,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91151.547,9.257,0.000,0.000,1.046,-9.702,-0.090,0.013,0.005,-0.002,0.000,0.000
16.020,0,0,-0.118,-0.001,0.685,-0.569,-0.001,4.334,0.038,-0.019,9.928,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.410,0.000,0.000,0.000,911.452,9.253,883.742,0.231,9.868,-0.178,1.080,0.103,0.045,0.116,0.000,0.000,0.000,0.006,-0.666,0.019,0.746,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91146.625,9.254,0.000,0.000,1.027,-9.699,0.030,0.008,-0.013,0.005,0.000,0.000
16.121,0,0,-0.148,-0.000,1.014,-0.553,0.008,5.289,0.114,0.096,9.771,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.460,0.000,0.000,0.000,911.457,9.254,883.698,0.164,9.719,0.101,1.014,-0.024,0.152,-0.078,0.000,0.000,0.000,0.011,-0.665,0.012,0.747,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91156.516,9.260,0.000,0.000,1.042,-9.725,0.049,0.015,-0.001,-0.004,0.000,0.000
16.222,0,0,-0.176,0.000,1.379,-0.551,-0.002,6.221,-0.020,-0.102,9.767,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.642,0.000,0.000,0.000,911.469,9.254,883.586,0.046,9.710,-0.183,1.046,0.039,-0.134,-0.006,0.000,0.000,0.000,0.009,-0.669,0.016,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91148.875,9.255,0.000,0.000,1.108,-9.644,0.048,0.010,-0.016,-0.008,0.000,0.000
16.323,0,0,-0.203,0.000,1.786,-0.557,-0.000,7.134,-0.099,0.018,9.842,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.014,0.000,0.000,0.000,911.478,9.255,883.505,-0.032,9.787,-0.001,1.041,-0.029,-0.189,-0.044,0.000,0.000,0.000,0.010,-0.672,0.013,0.740,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91140.398,9.250,0.000,0.000,1.111,-9.739,-0.001,0.001,-0.006,-0.000,0.000,0.000
16.424,0,0,-0.230,-0.000,2.245,-0.553,-0.005,8.007,-0.018,-0.054,9.740,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.501,0.000,0.000,0.000,911.475,9.255,883.535,-0.002,9.694,-0.108,0.948,0.082,-0.026,-0.012,0.000,0.000,0.000,0.012,-0.672,0.017,0.740,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91152.211,9.257,0.000,0.000,1.075,-9.761,-0.086,0.018,-0.004,-0.016,0.000,0.000
16.525,0,0,-0.256,-0.000,2.712,-0.553,-0.001,8.840,-0.050,0.046,9.873,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.468,0.000,0.000,0.000,911.504,9.256,883.269,-0.268,9.806,0.023,1.150,-0.171,0.116,-0.001,0.000,0.000,0.000,0.007,-0.666,0.010,0.745,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91141.219,9.251,0.000,0.000,1.050,-9.708,-0.015,-0.002,0.009,0.001,0.000,0.000
16.626,0,0,-0.281,-0.000,3.243,-0.542,0.005,9.624,0.045,0.055,9.722,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.408,0.000,0.000,0.000,911.473,9.255,883.554,0.018,9.661,0.099,1.084,0.013,0.095,-0.014,0.000,0.000,0.000,0.010,-0.665,0.008,0.747,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91153.156,9.258,0.000,0.000,1.164,-9.750,0.023,0.020,0.007,-0.015,0.000,0.000
16.727,0,0,-0.304,0.000,3.792,-0.528,0.007,10.350,0.069,0.021,9.722,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.678,0.000,0.000,0.000,911.473,9.255,883.554,0.018,9.661,0.099,1.084,0.013,0.095,-0.014,0.000,0.000,0.000,0.012,-0.664,0.007,0.748,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91153.156,9.258,0.000,0.000,1.164,-9.750,0.023,0.020,0.007,-0.015,0.000,0.000
16.828,0,0,-0.325,0.001,4.335,-0.510,0.006,11.007,0.100,-0.006,9.781,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.812,0.000,0.000,0.000,911.483,9.255,883.456,-0.080,9.727,-0.039,1.036,-0.057,0.076,0.100,0.000,0.000,0.000,0.006,-0.665,0.009,0.747,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91138.227,9.249,0.000,0.000,1.042,-9.788,0.060,0.005,-0.012,0.019,0.000,0.000
16.929,0,0,-0.344,0.002,4.867,-0.497,0.013,11.598,0.042,0.070,9.902,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.665,0.000,0.000,0.000,911.489,9.255,883.407,-0.130,9.855,-0.040,0.966,-0.125,-0.098,0.136,0.000,0.000,0.000,-0.000,-0.670,0.008,0.742,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91149.641,9.256,0.000,0.000,1.024,-9.798,-0.040,-0.002,0.010,0.007,0.000,0.000
17.030,0,0,-0.362,0.003,5.378,-0.502,0.015,12.115,-0.135,0.016,9.998,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.848,0.000,0.000,0.000,911.493,9.256,883.365,-0.172,9.939,-0.078,1.096,-0.023,-0.191,0.000,0.000,0.000,0.000,-0.000,-0.672,0.007,0.740,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91141.773,9.251,0.000,0.000,0.978,-9.736,0.089,-0.010,-0.022,0.022,0.000,0.000
17.131,0,0,-0.380,0.004,5.896,-0.493,0.023,12.580,-0.020,0.078,10.043,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.522,0.000,0.000,0.000,911.460,9.254,883.668,0.131,10.005,0.032,0.878,0.094,-0.126,0.037,0.000,0.000,0.000,0.005,-0.676,0.009,0.737,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91150.438,9.256,0.000,0.000,1.004,-9.714,-0.006,-0.012,-0.002,-0.010,0.000,0.000
17.232,0,0,-0.395,0.007,6.376,-0.484,0.031,12.939,-0.024,0.081,9.812,0.000,0.000,0.0116870,0.000,9144.000,0.000,4.910,0.000,0.000,0.000,911.460,9.254,883.667,0.130,9.769,0.133,0.908,0.030,0.024,-0.013,0.000,0.000,0.000,0.009,-0.674,0.006,0.738,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91136.688,9.248,0.000,0.000,1.093,-9.680,-0.034,-0.002,-0.004,0.004,0.000,0.000
17.333,0,0,-0.409,0.009,6.808,-0.471,0.034,13.218,-0.000,0.033,9.812,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.178,0.000,0.000,0.000,911.460,9.254,883.667,0.130,9.769,0.133,0.908,0.030,0.024,-0.013,0.000,0.000,0.000,0.012,-0.673,0.006,0.739,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91136.688,9.248,0.000,0.000,1.093,-9.680,-0.034,-0.002,-0.004,0.004,0.000,0.000
17.434,0,0,-0.420,0.012,7.188,-0.456,0.034,13.422,0.012,0.009,9.812,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.311,0.000,0.000,0.000,911.460,9.254,883.667,0.121,9.769,0.133,0.908,0.030,0.024,-0.013,0.000,0.000,0.000,0.014,-0.673,0.006,0.739,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91136.688,9.248,0.000,0.000,1.093,-9.680,-0.034,-0.002,-0.004,0.004,0.000,0.000
17.535,0,0,-0.430,0.013,7.486,-0.449,0.016,13.557,-0.082,-0.174,10.003,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.377,0.000,0.000,0.000,911.487,9.255,883.423,-0.104,9.943,-0.073,1.108,-0.106,-0.000,-0.156,0.000,0.000,0.000,0.009,-0.670,0.002,0.742,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91145.523,9.254,0.000,0.000,1.068,-9.791,0.022,-0.016,-0.019,0.003,0.000,0.000
17.636,0,0,-0.439,0.013,7.762,-0.441,0.006,13.650,-0.078,-0.097,9.911,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.873,0.000,0.000,0.000,911.465,9.254,883.624,0.113,9.841,-0.136,1.175,-0.008,0.003,0.042,0.000,0.000,0.000,0.004,-0.667,0.007,0.745,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91145.930,9.254,0.000,0.000,0.971,-9.783,-0.071,0.006,-0.004,-0.015,0.000,0.000
17.737,0,0,-0.445,0.013,7.975,-0.418,0.008,13.683,0.051,0.022,9.895,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.350,0.000,0.000,0.000,911.471,9.254,883.567,0.010,9.840,0.187,1.030,-0.070,0.036,-0.195,0.000,0.000,0.000,0.008,-0.667,-0.003,0.745,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91139.484,9.250,0.000,0.000,1.107,-9.697,-0.008,-0.003,-0.009,0.002,0.000,0.000
17.838,0,0,-0.448,0.012,8.143,-0.396,-0.001,13.680,0.044,-0.081,9.895,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.266,0.000,0.000,0.000,911.471,9.254,883.567,0.011,9.840,0.187,1.030,-0.070,0.036,-0.195,0.000,0.000,0.000,0.009,-0.668,-0.010,0.744,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91139.484,9.250,0.000,0.000,1.107,-9.697,-0.008,-0.003,-0.009,0.002,0.000,0.000
17.939,0,0,-0.448,0.010,8.247,-0.373,-0.013,13.601,0.044,-0.111,9.588,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.229,0.000,0.000,0.000,911.492,9.256,883.379,-0.151,9.539,-0.077,0.966,0.069,0.013,0.127,0.000,0.000,0.000,0.003,-0.669,0.001,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91149.734,9.256,0.000,0.000,1.064,-9.707,-0.019,-0.007,0.005,0.002,0.000,0.000
18.040,0,0,-0.446,0.009,8.304,-0.356,-0.007,13.511,-0.026,0.057,9.736,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.038,0.000,0.000,0.000,911.506,9.256,883.254,-0.239,9.669,0.054,1.135,-0.000,0.062,0.098,0.000,0.000,0.000,0.002,-0.666,0.002,0.746,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91139.477,9.250,0.000,0.000,1.092,-9.690,-0.025,-0.003,-0.017,-0.017,0.000,0.000
18.141,0,0,-0.441,0.007,8.355,-0.321,-0.005,13.434,0.148,0.030,9.779,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.544,0.000,0.000,0.000,911.490,9.256,883.401,-0.089,9.741,-0.066,0.877,0.008,0.060,0.125,0.000,0.000,0.000,-0.001,-0.669,0.006,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91145.320,9.253,0.000,0.000,1.034,-9.764,-0.022,0.017,-0.010,0.001,0.000,0.000
18.242,0,0,-0.435,0.007,8.386,-0.315,0.008,13.375,-0.139,0.131,9.998,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.015,0.000,0.000,0.000,911.486,9.255,883.430,-0.068,9.936,0.164,1.115,-0.117,-0.210,-0.010,0.000,0.000,0.000,0.000,-0.672,-0.002,0.741,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91138.305,9.249,0.000,0.000,0.933,-9.756,0.000,0.001,0.014,-0.001,0.000,0.000
18.343,0,0,-0.427,0.008,8.373,-0.301,0.017,13.276,-0.068,0.087,9.824,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.605,0.000,0.000,0.000,911.506,9.257,883.251,-0.264,9.760,0.168,1.111,0.035,0.016,0.042,0.000,0.000,0.000,0.003,-0.669,-0.003,0.744,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91152.578,9.258,0.000,0.000,1.033,-9.732,-0.014,-0.023,-0.016,0.021,0.000,0.000
18.444,0,0,-0.417,0.008,8.333,-0.262,0.014,13.201,0.182,-0.023,10.153,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.093,0.000,0.000,0.000,911.518,9.257,883.142,-0.386,10.120,0.010,0.840,0.005,0.124,0.026,0.000,0.000,0.000,0.002,-0.671,-0.001,0.742,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91143.016,9.252,0.000,0.000,0.966,-9.723,-0.027,-0.001,-0.003,-0.009,0.000,0.000
18.545,0,0,-0.405,0.008,8.389,-0.251,0.003,13.179,-0.089,-0.103,9.816,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.774,0.000,0.000,0.000,911.437,9.252,883.876,0.333,9.758,-0.293,1.027,0.007,-0.141,0.123,0.000,0.000,0.000,-0.006,-0.672,0.008,0.740,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91157.141,9.260,0.000,0.000,0.977,-9.709,-0.053,-0.013,-0.012,-0.004,0.000,0.000
18.646,0,0,-0.393,0.008,8.399,-0.241,0.012,13.134,-0.096,0.095,9.871,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.487,0.000,0.000,0.000,911.463,9.254,883.638,0.088,9.817,0.057,1.035,-0.017,-0.102,-0.061,0.000,0.000,0.000,-0.001,-0.673,0.002,0.740,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91145.602,9.254,0.000,0.000,1.031,-9.787,-0.058,-0.019,-0.010,0.008,0.000,0.000
18.747,0,0,-0.380,0.009,8.360,-0.220,0.009,13.050,0.012,-0.030,9.779,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.459,0.000,0.000,0.000,911.496,9.256,883.340,-0.211,9.735,-0.068,0.919,-0.068,0.014,-0.037,0.000,0.000,0.000,-0.003,-0.673,-0.001,0.740,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91140.336,9.250,0.000,0.000,1.067,-9.797,0.078,0.004,0.011,-0.003,0.000,0.000
18.848,0,0,-0.366,0.008,8.379,-0.224,-0.006,13.046,-0.230,-0.145,10.051,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.467,0.000,0.000,0.000,911.450,9.253,883.757,0.195,9.965,-0.291,1.307,0.002,-0.107,-0.041,0.000,0.000,0.000,-0.007,-0.668,0.003,0.744,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91138.586,9.249,0.000,0.000,1.152,-9.698,0.056,0.010,0.001,0.003,0.000,0.000
18.949,0,0,-0.353,0.007,8.352,-0.198,0.000,12.990,0.068,0.069,9.828,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.160,0.000,0.000,0.000,911.483,9.255,883.459,-0.100,9.769,0.085,1.070,0.004,0.153,-0.090,0.000,0.000,0.000,-0.002,-0.665,-0.003,0.747,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91160.859,9.263,0.000,0.000,1.019,-9.796,0.042,-0.003,0.009,-0.018,0.000,0.000
19.050,0,0,-0.338,0.006,8.327,-0.169,-0.001,12.943,0.109,-0.010,9.827,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.642,0.000,0.000,0.000,911.483,9.255,883.459,-0.089,9.769,0.085,1.070,0.004,0.153,-0.090,0.000,0.000,0.000,0.001,-0.663,-0.006,0.748,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91160.859,9.263,0.000,0.000,1.019,-9.796,0.042,-0.003,0.009,-0.018,0.000,0.000
19.151,0,0,-0.321,0.006,8.296,-0.137,0.001,12.908,0.144,0.025,9.956,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.883,0.000,0.000,0.000,911.492,9.256,883.381,-0.140,9.903,0.019,1.035,-0.269,0.125,0.103,0.000,0.000,0.000,-0.011,-0.664,-0.012,0.748,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91142.273,9.252,0.000,0.000,0.984,-9.713,-0.087,-0.002,-0.014,-0.003,0.000,0.000
19.252,0,0,-0.303,0.005,8.255,-0.112,-0.004,12.852,0.092,-0.047,9.764,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.785,0.000,0.000,0.000,911.504,9.256,883.269,-0.229,9.710,0.009,1.031,0.178,0.064,-0.091,0.000,0.000,0.000,-0.003,-0.665,-0.008,0.747,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91159.055,9.261,0.000,0.000,0.994,-9.746,0.011,-0.007,-0.017,0.004,0.000,0.000
19.353,0,0,-0.285,0.004,8.249,-0.098,-0.001,12.831,-0.017,0.030,9.800,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.603,0.000,0.000,0.000,911.483,9.255,883.464,0.008,9.738,0.104,1.090,0.017,-0.073,0.013,0.000,0.000,0.000,-0.002,-0.667,-0.008,0.745,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91156.367,9.260,0.000,0.000,0.967,-9.714,-0.022,-0.010,0.003,-0.009,0.000,0.000
19.454,0,0,-0.266,0.004,8.284,-0.072,0.003,12.839,0.112,0.045,9.758,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.286,0.000,0.000,0.000,911.457,9.254,883.694,0.291,9.714,0.053,0.929,0.071,0.087,0.124,0.000,0.000,0.000,-0.002,-0.668,-0.002,0.744,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91151.156,9.257,0.000,0.000,0.996,-9.737,0.038,-0.004,0.011,0.005,0.000,0.000
19.555,0,0,-0.247,0.004,8.309,-0.048,0.011,12.839,0.098,0.080,9.758,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.123,0.000,0.000,0.000,911.457,9.254,883.694,0.245,9.714,0.053,0.929,0.071,0.087,0.124,0.000,0.000,0.000,-0.000,-0.669,0.002,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91151.156,9.257,0.000,0.000,0.996,-9.737,0.038,-0.004,0.011,0.005,0.000,0.000
19.656,0,0,-0.228,0.005,8.319,-0.045,0.020,12.827,-0.092,0.086,9.748,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.043,0.000,0.000,0.000,911.468,9.254,883.596,0.146,9.685,0.008,1.119,0.014,-0.093,0.146,0.000,0.000,0.000,-0.001,-0.669,0.005,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91142.125,9.252,0.000,0.000,1.012,-9.723,-0.065,0.000,-0.005,0.002,0.000,0.000
19.757,0,0,-0.210,0.007,8.331,-0.035,0.016,12.813,-0.014,-0.026,9.687,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.052,0.000,0.000,0.000,911.467,9.254,883.609,0.181,9.632,-0.058,1.030,-0.066,-0.021,-0.083,0.000,0.000,0.000,-0.002,-0.669,0.000,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91138.609,9.249,0.000,0.000,0.994,-9.801,0.024,-0.011,0.011,0.006,0.000,0.000
19.858,0,0,-0.193,0.008,8.342,-0.026,0.019,12.798,-0.013,0.033,9.683,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.016,0.000,0.000,0.000,911.464,9.254,883.635,0.188,9.629,-0.034,1.027,0.244,-0.014,0.098,0.000,0.000,0.000,0.005,-0.669,0.011,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91138.359,9.249,0.000,0.000,1.016,-9.837,0.074,-0.007,0.005,0.002,0.000,0.000
19.959,0,0,-0.177,0.009,8.311,-0.018,0.033,12.763,-0.020,0.137,9.790,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.019,0.000,0.000,0.000,911.496,9.256,883.345,-0.110,9.740,0.022,0.996,-0.018,-0.066,0.188,0.000,0.000,0.000,0.004,-0.671,0.013,0.742,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1194,0.000,0.000,91146.008,9.254,0.000,0.000,1.041,-9.754,0.025,0.013,0.008,0.007,0.000,0.000
20.060,0,0,-0.162,0.011,8.294,-0.015,0.022,12.740,-0.059,-0.102,9.778,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.741,0.000,0.000,0.000,911.483,9.255,883.462,-0.013,9.723,-0.242,1.022,0.135,-0.085,-0.062,0.000,0.000,0.000,0.007,-0.671,0.018,0.741,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91150.125,9.256,0.000,0.000,1.032,-9.730,-0.007,-0.007,-0.000,0.007,0.000,0.000
20.161,0,0,-0.148,0.012,8.315,-0.007,0.036,12.758,0.002,0.143,9.891,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.630,0.000,0.000,0.000,911.455,9.253,883.718,0.244,9.852,0.048,0.891,0.030,-0.064,0.097,0.000,0.000,0.000,0.010,-0.674,0.018,0.738,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91147.492,9.255,0.000,0.000,1.059,-9.712,0.015,0.007,-0.004,0.009,0.000,0.000
20.262,0,0,-0.135,0.015,8.348,-0.019,0.056,12.761,-0.188,0.215,9.667,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.218,0.000,0.000,0.000,911.446,9.253,883.799,0.342,9.612,0.194,1.052,-0.177,-0.197,0.145,0.000,0.000,0.000,0.007,-0.675,0.010,0.738,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91134.930,9.247,0.000,0.000,1.030,-9.728,-0.045,0.000,-0.001,-0.004,0.000,0.000
20.363,0,0,-0.124,0.020,8.374,-0.031,0.074,12.758,-0.189,0.185,9.668,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.160,0.000,0.000,0.000,911.446,9.253,883.799,0.320,9.612,0.194,1.052,-0.177,-0.197,0.145,0.000,0.000,0.000,0.003,-0.675,0.003,0.738,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91134.930,9.247,0.000,0.000,1.030,-9.728,-0.045,0.000,-0.001,-0.004,0.000,0.000
