State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,BR - Battery Voltage (V),BR - ALT (m),BR - PRES (Pa),BR - TEMP (C),BR - VEL (m/s),BR - ANG (deg),BR - ACCX (m/s^2),BR - ACCY (m/s^2),BR - ACCZ (m/s^2),BR - GYROX (rad/s),BR - GYROY (rad/s),BR - GYROZ (rad/s),BR - ROLL (deg),BR - TILT (deg)
11.021,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0103675,0.000,7500.000,0.000,0.000,0.000,0.000,44307.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11.122,0,0,-0.000,0.000,-5473.795,-0.753,0.001,-993.995,-7.528,0.006,-6.549,0.000,0.000,0.0103675,0.000,7500.000,0.000,90.000,1013.271,15.051,-0.179,-5474.983,-9.968,0.064,0.452,0.036,-0.029,-0.018,0.000,0.000,0.000,0.004,0.371,-0.002,0.928,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11.223,0,0,-0.048,-0.000,-4411.414,-1.191,-0.012,-786.965,-4.419,-0.121,-8.979,0.000,0.000,0.0103675,0.000,7500.000,2.926,46.381,1013.251,15.051,-0.007,-3289.868,-10.001,-0.075,0.358,-0.029,0.021,0.003,0.000,0.000,0.000,0.001,0.543,-0.002,0.839,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11.324,0,0,-0.118,-0.001,-3754.937,-1.417,-0.024,-656.023,-2.350,-0.129,-9.500,0.000,0.000,0.0103675,0.000,7500.000,2.317,24.157,1013.268,15.049,-0.151,-2360.314,-9.785,-0.088,0.202,0.003,-0.015,0.005,0.000,0.000,0.000,-0.001,0.624,-0.003,0.781,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11.425,0,0,-0.198,-0.003,-3299.098,-1.545,-0.037,-560.604,-1.391,-0.125,-9.687,0.000,0.000,0.0103675,0.000,7500.000,1.931,12.715,1013.268,15.049,-0.151,-1841.985,-9.785,-0.088,0.202,0.003,-0.015,0.005,0.000,0.000,0.000,-0.001,0.663,-0.004,0.749,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11.526,0,0,-0.283,-0.006,-2958.815,-1.658,-0.047,-483.514,-1.250,-0.100,-9.702,0.000,0.000,0.0103675,0.000,7500.000,1.650,6.994,1013.268,15.050,-0.147,-1510.827,-9.772,-0.088,0.439,-0.022,0.004,0.024,0.000,0.000,0.000,-0.002,0.677,-0.003,0.736,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11.627,0,0,-0.372,-0.008,-2691.285,-1.728,-0.033,-415.962,-0.839,0.129,-9.727,0.000,0.000,0.0103675,0.000,7500.000,1.423,4.770,1013.246,15.051,0.035,-1280.644,-9.759,0.123,0.291,-0.014,0.006,-0.012,0.000,0.000,0.000,0.001,0.687,0.001,0.727,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11.728,0,0,-0.463,-0.010,-2472.205,-1.782,-0.040,-352.940,-0.686,-0.073,-9.758,0.000,0.000,0.0103675,0.000,7500.000,1.225,3.221,1013.265,15.049,-0.124,-1111.650,-9.778,-0.039,0.276,0.039,0.006,-0.008,0.000,0.000,0.000,0.001,0.692,-0.002,0.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11.829,0,0,-0.555,-0.013,-2286.380,-1.821,-0.049,-291.403,-0.560,-0.093,-9.766,0.000,0.000,0.0103675,0.000,7500.000,1.039,2.402,1013.260,15.051,-0.080,-981.971,-9.779,-0.079,0.242,-0.020,0.016,0.022,0.000,0.000,0.000,-0.001,0.696,-0.002,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11.930,0,0,-0.648,-0.015,-2123.753,-1.884,-0.042,-229.518,-0.808,0.065,-9.795,0.000,0.000,0.0103675,0.000,7500.000,0.858,1.866,1013.250,15.048,-0.003,-879.369,-9.818,0.088,0.438,0.011,0.017,-0.007,0.000,0.000,0.000,0.002,0.694,-0.000,0.720,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12.031,0,0,-0.743,-0.017,-1987.830,-1.944,-0.052,-170.230,-0.787,-0.096,-9.718,0.000,0.000,0.0103675,0.000,7500.000,0.676,2.161,1013.282,15.052,-0.264,-879.630,-9.742,-0.086,0.399,-0.013,-0.011,0.033,0.000,0.000,0.000,-0.000,0.693,-0.001,0.721,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12.132,0,0,-0.840,-0.021,-1870.049,-2.002,-0.059,-112.579,-0.798,-0.083,-9.718,0.000,0.000,0.0103675,0.000,7500.000,0.501,2.285,1013.282,15.052,-0.264,-879.630,-9.742,-0.086,0.399,-0.013,-0.011,0.033,0.000,0.000,0.000,-0.001,0.692,-0.001,0.721,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12.233,0,0,-0.938,-0.025,-1764.800,-2.033,-0.089,-56.250,-0.556,-0.295,-9.743,0.000,0.000,0.0103675,0.000,7500.000,0.331,2.346,1013.229,15.051,0.173,-879.193,-9.755,-0.303,0.248,-0.010,0.022,-0.029,0.000,0.000,0.000,-0.007,0.696,-0.006,0.718,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12.334,0,0,-1.035,-0.031,-1668.500,-2.080,-0.082,-1.445,-0.739,0.057,-9.918,0.000,0.000,0.0103675,0.000,7500.000,0.166,1.839,1013.246,15.049,0.030,-879.336,-9.938,0.017,0.391,-0.029,0.013,0.021,0.000,0.000,0.000,-0.004,0.695,-0.001,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12.435,0,0,-1.134,-0.035,-1578.783,-2.134,-0.075,51.422,-0.836,0.060,-9.748,0.000,0.000,0.0103675,0.000,7500.000,0.007,2.006,1013.251,15.049,-0.011,-879.377,-9.774,-0.008,0.439,-0.031,-0.014,-0.022,0.000,0.000,0.000,-0.004,0.693,0.001,0.721,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12.536,0,0,-1.231,-0.037,-1494.201,-2.157,-0.043,101.692,-0.573,0.305,-9.750,0.000,0.000,0.0103675,0.000,7500.000,0.152,2.330,1013.243,15.050,0.061,-879.305,-9.766,0.224,0.244,-0.008,-0.025,-0.001,0.000,0.000,0.000,0.000,0.695,0.006,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12.637,0,0,-1.325,-0.038,-1414.007,-2.150,-0.047,148.609,-0.321,-0.044,-9.851,0.000,0.000,0.0103675,0.000,7500.000,0.299,1.951,1013.252,15.049,-0.017,-879.383,-9.855,-0.134,0.110,-0.012,0.023,-0.008,0.000,0.000,0.000,-0.004,0.699,0.002,0.715,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12.738,0,0,-1.413,-0.040,-1337.907,-2.146,-0.052,191.461,-0.379,-0.068,-9.725,0.000,0.000,0.0103675,0.000,7500.000,0.438,1.227,1013.261,15.049,-0.093,-879.460,-9.730,-0.148,0.189,0.007,0.019,-0.003,0.000,0.000,0.000,-0.006,0.700,-0.000,0.714,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12.839,0,0,-1.496,-0.042,-1265.914,-2.136,-0.059,229.590,-0.369,-0.076,-9.726,0.000,0.000,0.0103675,0.000,7500.000,0.564,1.118,1013.261,15.049,-0.093,-879.460,-9.730,-0.148,0.189,0.007,0.019,-0.003,0.000,0.000,0.000,-0.007,0.700,-0.002,0.714,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12.940,0,0,-1.573,-0.043,-1198.226,-2.127,-0.050,262.505,-0.435,0.071,-9.633,0.000,0.000,0.0103675,0.000,7500.000,0.676,1.064,1013.249,15.050,0.006,-879.360,-9.640,-0.005,0.233,-0.004,0.008,0.005,0.000,0.000,0.000,-0.005,0.700,0.001,0.714,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13.041,0,0,-1.645,-0.044,-1025.011,-2.128,-0.038,375.060,-0.566,0.104,-9.746,0.000,0.000,0.0103675,0.000,7500.000,0.773,1.200,1013.250,15.052,0.000,0.107,-9.758,0.036,0.310,0.010,0.002,-0.004,0.000,0.000,0.000,-0.003,0.698,0.002,0.716,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
