State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,BR - Battery Voltage (V),BR - ALT (m),BR - PRES (Pa),BR - TEMP (C),BR - VEL (m/s),BR - ANG (deg),BR - ACCX (m/s^2),BR - ACCY (m/s^2),BR - ACCZ (m/s^2),BR - GYROX (rad/s),BR - GYROY (rad/s),BR - GYROZ (rad/s),BR - ROLL (deg),BR - TILT (deg)
12.945,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0103675,0.000,7500.000,0.000,0.000,0.000,0.000,44307.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13.046,0,0,-0.000,0.000,-5474.319,-0.739,0.004,-846.418,-7.372,0.038,-6.350,0.000,0.000,0.0103675,0.000,7500.000,0.000,90.000,1013.233,15.048,0.141,-5474.943,-9.718,0.034,0.473,-0.010,-0.027,0.007,0.000,0.000,0.000,0.001,0.371,0.000,0.929,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13.147,0,0,-0.048,0.000,-4407.494,-1.171,0.004,-671.288,-4.353,-0.002,-8.796,0.000,0.000,0.0103675,0.000,7500.000,2.492,46.472,1013.288,15.050,-0.319,-3290.183,-9.808,0.022,0.350,0.027,-0.011,0.006,0.000,0.000,0.000,0.002,0.543,-0.000,0.840,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13.248,0,0,-0.117,0.000,-3748.362,-1.419,0.008,-560.265,-2.547,0.040,-9.443,0.000,0.000,0.0103675,0.000,7500.000,1.976,24.287,1013.233,15.049,0.145,-2360.114,-9.774,0.066,0.339,0.001,0.011,0.022,0.000,0.000,0.000,0.003,0.622,0.001,0.783,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13.349,0,0,-0.198,0.001,-3291.008,-1.547,0.004,-478.812,-1.374,-0.037,-9.835,0.000,0.000,0.0103675,0.000,7500.000,1.649,13.105,1013.279,15.052,-0.244,-1842.129,-9.929,-0.013,0.167,-0.006,0.017,0.018,0.000,0.000,0.000,0.002,0.663,0.000,0.749,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13.450,0,0,-0.284,0.000,-2949.735,-1.669,-0.009,-412.156,-1.325,-0.125,-9.842,0.000,0.000,0.0103675,0.000,7500.000,1.410,6.986,1013.258,15.050,-0.071,-1510.806,-9.920,-0.069,0.480,0.032,-0.007,0.015,0.000,0.000,0.000,0.002,0.676,-0.002,0.737,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13.551,0,0,-0.376,-0.001,-2681.555,-1.757,-0.017,-352.741,-0.993,-0.085,-9.876,0.000,0.000,0.0103675,0.000,7500.000,1.213,4.897,1013.220,15.049,0.248,-1280.511,-9.919,-0.042,0.377,-0.012,-0.010,0.004,0.000,0.000,0.000,0.001,0.685,-0.002,0.729,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13.652,0,0,-0.470,-0.002,-2462.040,-1.832,-0.025,-296.246,-0.878,-0.073,-9.887,0.000,0.000,0.0103675,0.000,7500.000,1.038,3.566,1013.220,15.049,0.248,-1111.399,-9.919,-0.042,0.377,-0.012,-0.010,0.004,0.000,0.000,0.000,-0.000,0.689,-0.002,0.725,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13.753,0,0,-0.568,-0.003,-2275.997,-1.896,-0.003,-240.038,-0.782,0.212,-9.609,0.000,0.000,0.0103675,0.000,7500.000,0.872,2.901,1013.278,15.051,-0.236,-982.214,-9.633,0.237,0.363,0.001,0.005,0.016,0.000,0.000,0.000,0.005,0.691,0.003,0.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13.854,0,0,-0.666,-0.003,-2113.168,-1.936,0.004,-182.575,-0.563,0.075,-9.917,0.000,0.000,0.0103675,0.000,7500.000,0.707,2.513,1013.228,15.050,0.183,-879.281,-9.929,0.136,0.224,0.032,-0.020,-0.002,0.000,0.000,0.000,0.007,0.695,0.002,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
