State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,BR - Battery Voltage (V),BR - ALT (m),BR - PRES (Pa),BR - TEMP (C),BR - VEL (m/s),BR - ANG (deg),BR - ACCX (m/s^2),BR - ACCY (m/s^2),BR - ACCZ (m/s^2),BR - GYROX (rad/s),BR - GYROY (rad/s),BR - GYROZ (rad/s),BR - ROLL (deg),BR - TILT (deg)
74.840,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0103675,0.000,7500.000,0.000,0.000,0.000,0.000,44307.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74.941,0,0,-0.000,-0.000,-5474.960,-0.721,-0.002,-146.980,-7.145,-0.021,-6.636,0.000,0.000,0.0103675,0.000,7500.000,0.000,90.000,1013.250,15.049,-0.003,-5474.961,-9.748,-0.036,0.254,-0.011,0.045,-0.001,0.000,0.000,0.000,-0.002,0.378,0.000,0.926,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75.042,0,0,-0.047,-0.000,-4386.950,-1.156,0.002,-117.751,-4.323,0.040,-8.613,0.000,0.000,0.0103675,0.000,7500.000,0.433,45.617,1013.266,15.052,-0.131,-3290.016,-9.628,0.060,0.435,0.018,0.012,-0.048,0.000,0.000,0.000,0.001,0.544,-0.001,0.839,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75.143,0,0,-0.118,-0.000,-3715.506,-1.410,-0.003,-97.496,-2.533,-0.052,-9.426,0.000,0.000,0.0103675,0.000,7500.000,0.347,24.069,1013.272,15.051,-0.182,-2360.351,-9.755,-0.063,0.337,-0.030,-0.013,0.005,0.000,0.000,0.000,-0.002,0.622,-0.001,0.783,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75.244,0,0,-0.200,0.000,-3249.974,-1.554,0.008,-79.264,-1.441,0.108,-9.651,0.000,0.000,0.0103675,0.000,7500.000,0.287,13.061,1013.243,15.052,0.057,-1841.832,-9.755,0.105,0.233,0.013,0.031,0.024,0.000,0.000,0.000,0.002,0.662,0.002,0.750,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75.345,0,0,-0.290,0.001,-2903.142,-1.676,0.004,-59.767,-1.234,-0.033,-9.724,0.000,0.000,0.0103675,0.000,7500.000,0.233,7.128,1013.263,15.052,-0.105,-1510.837,-9.793,-0.022,0.421,0.015,0.010,0.008,0.000,0.000,0.000,0.001,0.677,0.000,0.736,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75.446,0,0,-0.384,0.000,-2631.093,-1.740,-0.013,-37.125,-0.665,-0.175,-9.757,0.000,0.000,0.0103675,0.000,7500.000,0.176,4.767,1013.314,15.049,-0.531,-1281.161,-9.779,-0.161,0.173,-0.000,-0.003,-0.020,0.000,0.000,0.000,-0.003,0.689,-0.003,0.725,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75.547,0,0,-0.480,-0.001,-2408.617,-1.787,-0.017,-10.148,-0.503,-0.034,-9.739,0.000,0.000,0.0103675,0.000,7500.000,0.109,2.898,1013.254,15.050,-0.036,-1111.533,-9.751,-0.013,0.173,0.011,0.006,0.027,0.000,0.000,0.000,-0.000,0.695,-0.002,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75.648,0,0,-0.578,-0.003,-2220.176,-1.825,-0.021,21.863,-0.421,-0.043,-9.743,0.000,0.000,0.0103675,0.000,7500.000,0.030,1.939,1013.254,15.050,-0.036,-981.906,-9.751,-0.013,0.173,0.011,0.006,0.027,0.000,0.000,0.000,0.001,0.698,-0.001,0.716,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75.749,0,0,-0.677,-0.004,-2055.320,-1.886,-0.011,59.262,-0.666,0.103,-9.658,0.000,0.000,0.0103675,0.000,7500.000,0.065,1.460,1013.227,15.050,0.187,-879.182,-9.673,0.142,0.369,0.014,0.022,0.027,0.000,0.000,0.000,0.004,0.696,0.001,0.718,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
