State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,BR - Battery Voltage (V),BR - ALT (m),BR - PRES (Pa),BR - TEMP (C),BR - VEL (m/s),BR - ANG (deg),BR - ACCX (m/s^2),BR - ACCY (m/s^2),BR - ACCZ (m/s^2),BR - GYROX (rad/s),BR - GYROY (rad/s),BR - GYROZ (rad/s),BR - ROLL (deg),BR - TILT (deg)
9.863,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0103675,0.000,9144.000,0.000,0.000,0.000,0.000,44307.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9.964,0,0,-0.000,0.000,-5473.157,-0.741,0.004,-1110.503,-7.414,0.045,-6.671,0.000,0.000,0.0103675,0.000,9144.000,0.000,90.000,1013.296,15.051,-0.380,-5475.008,-9.968,0.075,0.350,-0.001,-0.002,-0.011,0.000,0.000,0.000,0.003,0.375,-0.001,0.927,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10.065,0,0,-0.048,0.000,-4414.580,-1.173,0.006,-878.047,-4.376,0.017,-8.963,0.000,0.000,0.0103675,0.000,9144.000,3.269,46.010,1013.296,15.051,-0.380,-3289.975,-9.968,0.075,0.350,-0.001,-0.002,-0.011,0.000,0.000,0.000,0.004,0.545,-0.001,0.839,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10.166,0,0,-0.117,0.000,-3759.876,-1.417,0.001,-731.124,-2.529,-0.049,-9.502,0.000,0.000,0.0103675,0.000,9144.000,2.585,24.015,1013.193,15.050,0.471,-2359.707,-9.827,0.063,0.341,0.039,0.030,-0.019,0.000,0.000,0.000,0.006,0.623,-0.003,0.782,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10.267,0,0,-0.197,0.000,-3305.267,-1.559,0.001,-624.561,-1.547,-0.003,-9.684,0.000,0.000,0.0103675,0.000,9144.000,2.152,12.915,1013.265,15.050,-0.127,-1841.979,-9.802,0.076,0.304,-0.045,0.017,-0.031,0.000,0.000,0.000,0.005,0.661,-0.001,0.751,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10.368,0,0,-0.282,0.000,-2965.657,-1.653,0.001,-539.125,-1.076,0.007,-9.705,0.000,0.000,0.0103675,0.000,9144.000,1.839,7.300,1013.210,15.054,0.335,-1510.452,-9.759,0.065,0.307,-0.026,0.010,-0.020,0.000,0.000,0.000,0.004,0.679,-0.001,0.734,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10.469,0,0,-0.370,0.000,-2698.598,-1.720,-0.002,-465.079,-0.828,-0.038,-9.712,0.000,0.000,0.0103675,0.000,9144.000,1.587,4.525,1013.232,15.050,0.153,-1280.634,-9.743,0.005,0.301,-0.020,0.017,-0.023,0.000,0.000,0.000,0.002,0.688,-0.001,0.726,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10.570,0,0,-0.460,-0.000,-2479.781,-1.775,-0.004,-396.841,-0.707,-0.020,-9.722,0.000,0.000,0.0103675,0.000,9144.000,1.369,3.099,1013.232,15.050,0.153,-1111.505,-9.743,0.005,0.301,-0.020,0.017,-0.023,0.000,0.000,0.000,0.001,0.692,-0.001,0.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10.671,0,0,-0.550,-0.001,-2294.167,-1.808,-0.017,-331.048,-0.517,-0.120,-9.615,0.000,0.000,0.0103675,0.000,9144.000,1.168,2.386,1013.277,15.049,-0.226,-982.215,-9.627,-0.049,0.228,0.048,0.050,0.007,0.000,0.000,0.000,0.002,0.696,-0.003,0.718,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10.772,0,0,-0.639,-0.004,-2131.617,-1.831,-0.046,-265.658,-0.418,-0.294,-9.986,0.000,0.000,0.0103675,0.000,9144.000,0.975,1.727,1013.201,15.050,0.404,-879.094,-9.995,-0.236,0.178,-0.016,-0.008,0.037,0.000,0.000,0.000,-0.002,0.698,-0.006,0.716,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
