State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],State - Pos - Accel Integrated [m],State - Velo - Accel Integrated [m/s],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,MockBR - Battery Voltage (V),MockBR - ALT (m),MockBR - PRES (Pa),MockBR - TEMP (C),MockBR - VEL (m/s),MockBR - ANG (deg),MockBR - ACCX (m/s^2),MockBR - ACCY (m/s^2),MockBR - ACCZ (m/s^2),MockBR - GYROX (rad/s),MockBR - GYROY (rad/s),MockBR - GYROZ (rad/s),MockBR - ROLL (deg),MockBR - TILT (deg)
51.036,0,0,0.000,0.000,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.0103675,0.000,9144.000,0.000,0.000,0.098,0.981,0.000,0.000,44307.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51.137,0,0,-0.000,0.000,-5368.921,-0.734,0.004,-15949.503,-7.279,0.042,-6.534,0.000,0.000,0.0103675,0.000,9144.000,0.000,90.000,0.229,1.309,915.221,9.475,849.631,-5369.974,-9.775,0.052,0.351,-0.015,-0.001,-0.007,0.000,0.000,0.000,0.001,0.374,-0.000,0.927,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91533.453,9.482,0.000,0.000,0.317,-9.846,-0.008,0.014,0.010,0.011,0.000,0.000
51.238,0,0,-0.048,0.000,-3227.033,-1.168,0.001,20156.447,-4.316,-0.036,-8.857,0.000,0.000,0.0103675,0.000,9144.000,47.413,46.032,0.369,1.404,915.257,9.477,849.308,-3227.033,-9.847,-0.052,0.334,-0.032,-0.016,0.003,0.000,0.000,0.000,-0.002,0.544,0.000,0.839,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91526.133,9.478,0.000,0.000,0.274,-9.811,0.007,0.003,-0.016,0.012,0.000,0.000
51.339,0,0,-0.119,-0.000,0.514,-1.433,-0.017,1.448,-2.647,-0.176,-9.369,0.000,0.000,0.0103675,0.000,9144.000,59.918,24.033,0.514,1.448,915.240,9.476,849.454,-2315.028,-9.726,-0.188,0.433,0.016,0.018,0.011,0.000,0.000,0.000,-0.005,0.621,-0.003,0.784,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91525.695,9.477,0.000,0.000,0.419,-9.723,-0.038,-0.010,0.006,-0.001,0.000,0.000
51.440,0,0,-0.203,-0.001,-1796.114,-1.599,-0.010,1511.278,-1.673,0.070,-9.465,0.000,0.000,0.0103675,0.000,9144.000,0.006,13.240,0.662,1.482,915.231,9.476,849.539,-1806.581,-9.605,0.079,0.372,0.030,-0.027,-0.012,0.000,0.000,0.000,-0.000,0.657,-0.001,0.754,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91517.891,9.473,0.000,0.000,0.355,-9.832,-0.049,0.002,0.006,-0.009,0.000,0.000
51.541,0,0,-0.295,-0.002,0.812,-1.711,-0.021,1.500,-1.142,-0.111,-9.636,0.000,0.000,0.0103675,0.000,9144.000,4.493,7.807,0.812,1.500,915.303,9.480,848.887,-1482.318,-9.698,-0.116,0.328,-0.018,0.014,-0.030,0.000,0.000,0.000,-0.003,0.677,-0.002,0.736,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91520.383,9.474,0.000,0.000,0.399,-9.894,-0.045,0.020,-0.010,-0.002,0.000,0.000
51.642,0,0,-0.393,-0.003,-1248.603,-1.824,-0.012,672.855,-1.160,0.090,-9.759,0.000,0.000,0.0103675,0.000,9144.000,0.007,4.831,0.963,1.505,915.240,9.476,849.458,-1256.145,-9.816,0.056,0.498,-0.026,-0.000,0.010,0.000,0.000,0.000,-0.002,0.683,0.001,0.731,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91531.109,9.480,0.000,0.000,0.311,-9.849,0.005,0.018,-0.011,-0.004,0.000,0.000
51.743,0,0,-0.496,-0.003,1.114,-1.894,0.007,1.512,-0.740,0.192,-9.734,0.000,0.000,0.0103675,0.000,9144.000,2.000,3.869,1.114,1.512,915.261,9.477,849.267,-1090.414,-9.759,0.163,0.267,0.007,-0.024,-0.002,0.000,0.000,0.000,0.002,0.690,0.004,0.724,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91530.156,9.480,0.000,0.000,0.281,-9.732,0.044,-0.001,0.015,0.010,0.000,0.000
51.844,0,0,-0.602,-0.001,-957.131,-1.976,0.026,379.629,-0.877,0.181,-9.699,0.000,0.000,0.0103675,0.000,9144.000,0.007,2.787,1.266,1.524,915.225,9.475,849.591,-962.964,-9.730,0.140,0.419,-0.011,-0.030,0.004,0.000,0.000,0.000,0.003,0.690,0.005,0.724,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91525.906,9.477,0.000,0.000,0.316,-9.760,-0.004,-0.010,0.007,-0.001,0.000,0.000
51.945,0,0,-0.712,0.001,1.418,-2.046,0.027,1.517,-0.770,0.016,-9.878,0.000,0.000,0.0103675,0.000,9144.000,1.129,2.713,1.418,1.517,915.216,9.475,849.673,-862.344,-9.901,-0.061,0.357,-0.041,-0.002,-0.013,0.000,0.000,0.000,-0.002,0.692,0.003,0.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91524.297,9.476,0.000,0.000,0.293,-9.837,-0.035,-0.012,0.008,0.015,0.000,0.000
