State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],State - Pos - Accel Integrated [m],State - Velo - Accel Integrated [m/s],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,MockBR - Battery Voltage (V),MockBR - ALT (m),MockBR - PRES (Pa),MockBR - TEMP (C),MockBR - VEL (m/s),MockBR - ANG (deg),MockBR - ACCX (m/s^2),MockBR - ACCY (m/s^2),MockBR - ACCZ (m/s^2),MockBR - GYROX (rad/s),MockBR - GYROY (rad/s),MockBR - GYROZ (rad/s),MockBR - ROLL (deg),MockBR - TILT (deg)
32.255,1,0,-1.363,0.363,1.995,-0.935,0.067,17.056,3.860,-3.833,123.920,0.000,0.000,0.0103675,0.000,9144.000,0.004,2.055,17.148,14.975,915.004,9.462,851.594,1.978,124.039,-0.066,0.360,-0.009,0.017,0.009,0.000,0.000,0.000,-0.009,0.695,0.013,0.719,0.0000000,0.0000000,1.860,0.000,0.000,0.000,0,00:00:00,-22,0.000,1.860,91498.227,9.461,12.409,0.000,0.352,124.146,-0.048,0.002,-0.013,-0.008,0.000,0.000
32.356,1,0,-1.300,0.317,6.165,-0.484,-0.323,28.680,3.777,-3.692,124.949,0.000,0.000,0.0103675,0.000,9144.000,0.051,1.959,19.895,27.470,914.652,9.442,854.776,5.160,125.060,0.168,0.305,-0.005,0.014,-0.018,0.000,0.000,0.000,-0.010,0.695,0.012,0.718,0.0000000,0.0000000,4.974,0.000,0.000,0.000,0,00:00:00,-21,0.000,4.974,91461.352,9.439,24.910,0.000,0.441,125.104,-0.021,-0.008,0.002,0.000,0.000,0.000
32.457,1,0,-1.203,0.240,11.177,-0.050,-0.706,41.015,3.664,-3.660,125.874,0.000,0.000,0.0103675,0.000,9144.000,0.085,1.876,23.901,40.057,914.168,9.413,859.144,9.528,125.980,-0.010,0.499,0.019,-0.004,0.000,0.000,0.000,0.000,-0.009,0.695,0.011,0.719,0.0000000,0.0000000,9.350,0.000,0.000,0.000,0,00:00:00,-21,0.000,9.350,91419.938,9.415,37.501,0.000,0.402,125.922,-0.013,-0.008,-0.009,-0.014,0.000,0.000
32.558,1,0,-1.075,0.137,17.128,0.372,-1.067,52.461,3.618,-3.511,126.669,0.000,0.000,0.0103675,0.000,9144.000,0.122,1.899,29.173,52.724,913.590,9.379,864.381,14.764,126.769,0.034,0.422,0.010,0.012,-0.002,0.000,0.000,0.000,-0.009,0.696,0.011,0.718,0.0000000,0.0000000,14.999,0.000,0.000,0.000,0,00:00:00,-21,0.000,14.999,91354.344,9.376,50.181,0.000,0.347,126.751,-0.052,0.011,-0.011,0.014,0.000,0.000
32.659,1,0,-0.921,0.009,24.478,0.785,-1.434,65.822,3.601,-3.625,127.563,0.000,0.000,0.0103675,0.000,9144.000,0.156,1.831,35.721,65.481,912.846,9.335,871.109,21.493,127.665,-0.011,0.456,-0.004,0.001,-0.006,0.000,0.000,0.000,-0.009,0.696,0.011,0.718,0.0000000,0.0000000,21.927,0.000,0.000,0.000,0,00:00:00,-21,0.000,21.927,91290.484,9.339,62.948,0.000,0.317,127.727,-0.033,0.002,-0.001,0.005,0.000,0.000
32.760,1,0,-0.745,-0.138,33.564,1.169,-1.777,80.088,3.408,-3.468,128.563,0.000,0.000,0.0103675,0.000,9144.000,0.196,1.826,43.555,78.337,911.908,9.280,879.611,29.994,128.654,0.113,0.387,0.006,0.022,0.046,0.000,0.000,0.000,-0.007,0.696,0.012,0.717,0.0000000,0.0000000,30.144,0.000,0.000,0.000,0,00:00:00,-21,0.000,30.144,91197.992,9.284,75.802,0.000,0.321,128.581,0.020,0.018,0.017,0.013,0.000,0.000
32.861,1,0,-0.552,-0.303,43.710,1.533,-2.114,92.066,3.317,-3.494,129.263,0.000,0.000,0.0103675,0.000,9144.000,0.238,1.701,52.681,91.263,910.861,9.218,889.098,39.482,129.352,-0.021,0.396,0.010,0.008,0.005,0.000,0.000,0.000,-0.007,0.697,0.012,0.717,0.0000000,0.0000000,39.658,0.000,0.000,0.000,0,00:00:00,-21,0.000,39.658,91081.641,9.216,88.741,0.000,0.285,129.388,-0.020,0.008,0.010,-0.005,0.000,0.000
32.962,1,0,-0.343,-0.485,55.188,1.900,-2.484,105.917,3.450,-3.919,129.891,0.000,0.000,0.0103675,0.000,9144.000,0.274,1.656,63.106,104.252,909.639,9.146,900.188,50.572,129.995,-0.206,0.269,-0.017,0.000,0.013,0.000,0.000,0.000,-0.007,0.697,0.013,0.717,0.0000000,0.0000000,50.478,0.000,0.000,0.000,0,00:00:00,-21,0.000,50.478,90966.078,9.148,101.763,0.000,0.233,130.252,0.009,-0.010,-0.000,-0.003,0.000,0.000
33.063,1,0,-0.124,-0.683,67.677,2.188,-2.822,117.308,2.793,-3.704,130.978,0.000,0.000,0.0103675,0.000,9144.000,0.315,1.655,74.841,117.350,908.336,9.069,912.027,62.410,131.059,-0.081,0.526,0.009,0.033,-0.008,0.000,0.000,0.000,-0.007,0.698,0.013,0.716,0.0000000,0.0000000,62.611,0.000,0.000,0.000,0,00:00:00,-21,0.000,62.611,90833.305,9.069,114.867,0.000,0.335,131.020,0.011,-0.002,-0.004,-0.003,0.000,0.000
33.164,1,0,0.102,-0.893,81.437,2.488,-3.173,130.929,3.021,-3.949,131.820,0.000,0.000,0.0103675,0.000,9144.000,0.349,1.465,87.895,130.532,906.872,8.983,925.344,75.728,131.913,-0.090,0.434,-0.016,-0.009,0.012,0.000,0.000,0.000,-0.007,0.698,0.014,0.716,0.0000000,0.0000000,76.066,0.000,0.000,0.000,0,00:00:00,-21,0.000,76.066,90688.102,8.983,128.049,0.000,0.359,131.814,-0.042,-0.010,-0.008,0.019,0.000,0.000
