State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],State - Pos - Accel Integrated [m],State - Velo - Accel Integrated [m/s],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,MockBR - Battery Voltage (V),MockBR - ALT (m),MockBR - PRES (Pa),MockBR - TEMP (C),MockBR - VEL (m/s),MockBR - ANG (deg),MockBR - ACCX (m/s^2),MockBR - ACCY (m/s^2),MockBR - ACCZ (m/s^2),MockBR - GYROX (rad/s),MockBR - GYROY (rad/s),MockBR - GYROZ (rad/s),MockBR - ROLL (deg),MockBR - TILT (deg)
41.734,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0103675,0.000,9144.000,0.000,0.000,0.000,0.000,0.000,0.000,44307.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-45019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41.835,0,0,-0.000,-0.000,-5370.011,-0.735,-0.015,-50510.039,-7.299,-0.145,-6.474,0.000,0.000,0.0103675,0.000,9144.000,0.000,90.000,-0.065,-0.647,915.254,9.477,849.333,-5370.011,-9.749,-0.119,0.385,0.028,-0.015,-0.039,0.000,0.000,0.000,-0.003,0.373,-0.002,0.928,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-45019,0.000,0.000,91530.297,9.480,0.000,0.000,0.388,-9.850,0.015,-0.011,0.004,0.012,0.000,0.000
41.936,0,0,-0.048,-0.001,-3226.839,-1.157,-0.016,20158.469,-4.194,-0.017,-8.842,0.000,0.000,0.0103675,0.000,9144.000,150.149,46.173,-0.218,-1.532,915.245,9.477,849.412,-3226.839,-9.783,-0.026,0.265,-0.007,0.012,0.011,0.000,0.000,0.000,-0.002,0.546,-0.001,0.838,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-45019,0.000,0.000,91517.820,9.473,0.000,0.000,0.288,-9.783,0.056,0.009,0.018,0.001,0.000,0.000
42.037,0,0,-0.117,-0.001,-0.466,-1.399,-0.011,-2.479,-2.428,0.057,-9.476,0.000,0.000,0.0103675,0.000,9144.000,59.924,23.828,-0.466,-2.479,915.219,9.475,849.645,-2314.837,-9.778,0.023,0.279,-0.014,-0.002,0.015,0.000,0.000,0.000,-0.001,0.624,0.001,0.781,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-45019,0.000,0.000,91513.531,9.470,0.000,0.000,0.335,-9.798,0.014,-0.004,0.029,-0.013,0.000,0.000
42.138,0,0,-0.199,-0.002,-1806.723,-1.556,-0.013,4779.113,-1.582,-0.029,-9.820,0.000,0.000,0.0103675,0.000,9144.000,0.008,12.735,-0.812,-3.461,915.252,9.477,849.351,-1806.723,-9.941,-0.070,0.324,-0.005,0.005,0.006,0.000,0.000,0.000,-0.003,0.661,0.000,0.751,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-45019,0.000,0.000,91525.656,9.477,0.000,0.000,0.331,-9.781,0.011,0.012,-0.005,-0.004,0.000,0.000
42.239,0,0,-0.288,-0.003,-1.255,-1.664,-0.031,-4.432,-1.113,-0.178,-9.711,0.000,0.000,0.0103675,0.000,9144.000,14.207,7.287,-1.255,-4.432,915.246,9.477,849.407,-1481.861,-9.768,-0.218,0.322,0.001,-0.027,0.000,0.000,0.000,0.000,-0.006,0.678,-0.003,0.735,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-45019,0.000,0.000,91523.266,9.476,0.000,0.000,0.360,-9.771,-0.059,0.020,0.001,-0.014,0.000,0.000
42.340,0,0,-0.382,-0.006,-1256.240,-1.749,-0.049,2121.907,-0.890,-0.177,-9.734,0.000,0.000,0.0103675,0.000,9144.000,0.014,4.664,-1.796,-5.406,915.246,9.477,849.407,-1256.240,-9.768,-0.218,0.322,0.001,-0.027,0.000,0.000,0.000,0.000,-0.008,0.686,-0.004,0.727,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-45019,0.000,0.000,91523.266,9.476,0.000,0.000,0.360,-9.771,-0.059,0.020,0.001,-0.014,0.000,0.000
42.441,0,0,-0.479,-0.009,-2.434,-1.807,-0.048,-6.386,-0.628,0.014,-9.800,0.000,0.000,0.0103675,0.000,9144.000,6.308,3.353,-2.434,-6.386,915.232,9.476,849.533,-1090.223,-9.818,0.002,0.225,0.035,-0.006,-0.019,0.000,0.000,0.000,-0.004,0.692,-0.003,0.721,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-45019,0.000,0.000,91522.695,9.475,0.000,0.000,0.379,-9.837,-0.061,0.005,0.001,0.007,0.000,0.000
42.542,0,0,-0.579,-0.012,-962.826,-1.882,-0.030,1197.926,-0.802,0.174,-9.760,0.000,0.000,0.0103675,0.000,9144.000,0.020,2.352,-3.170,-7.362,915.199,9.474,849.825,-962.826,-9.786,0.139,0.388,-0.021,-0.040,-0.021,0.000,0.000,0.000,-0.001,0.692,0.002,0.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-45019,0.000,0.000,91528.797,9.479,0.000,0.000,0.328,-9.696,0.043,0.003,0.006,0.004,0.000,0.000
42.643,0,0,-0.683,-0.012,-4.005,-1.957,-0.017,-8.349,-0.824,0.128,-9.873,0.000,0.000,0.0103675,0.000,9144.000,3.561,2.426,-4.005,-8.349,915.219,9.475,849.651,-862.448,-9.900,0.104,0.408,0.013,-0.008,-0.007,0.000,0.000,0.000,0.001,0.692,0.003,0.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-45019,0.000,0.000,91525.984,9.477,0.000,0.000,0.309,-9.740,0.049,-0.003,-0.005,-0.003,0.000,0.000
