State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],State - Pos - Accel Integrated [m],State - Velo - Accel Integrated [m/s],DPS368 - Pres (hPa),DPS368 - Temp (C),DPS368 - Alt ASL (m),DPS368 - Alt AGL (m),BMI088andLIS3MDL - AccX (m/s^2),BMI088andLIS3MDL - AccY (m/s^2),BMI088andLIS3MDL - AccZ (m/s^2),BMI088andLIS3MDL - GyroX (rad/s),BMI088andLIS3MDL - GyroY (rad/s),BMI088andLIS3MDL - GyroZ (rad/s),BMI088andLIS3MDL - MagX (uT),BMI088andLIS3MDL - MagY (uT),BMI088andLIS3MDL - MagZ (uT),BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,E5 - Rel Steps,BR - Battery Voltage (V),BR - ALT (m),BR - PRES (Pa),BR - TEMP (C),BR - VEL (m/s),BR - ANG (deg),BR - ACCX (m/s^2),BR - ACCY (m/s^2),BR - ACCZ (m/s^2),BR - GYROX (rad/s),BR - GYROY (rad/s),BR - GYROZ (rad/s),BR - ROLL (deg),BR - TILT (deg)
42.374,0,0,0.795,-5.814,-7.910,0.842,-6.059,-12.290,0.423,-3.018,-9.557,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.368,59.790,4.931,918.285,28.267,821.984,-0.016,10.027,-0.115,0.251,0.058,-0.026,0.019,4223.000,-1268.000,-13862.000,0.096,-0.692,0.111,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.088,9.820,-0.147,0.000,0.000,0.000,0.000,0.000
42.475,0,0,0.797,-5.823,-7.910,0.839,-6.055,-12.285,0.388,-3.026,-9.480,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.332,60.287,4.964,918.284,28.266,821.992,-0.003,9.955,-0.165,0.215,-0.019,0.015,-0.023,4197.000,-1252.000,-13932.000,0.096,-0.692,0.109,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.088,9.820,-0.147,0.000,0.000,0.000,0.000,0.000
42.576,0,0,0.799,-5.830,-7.911,0.835,-6.044,-12.281,0.378,-2.954,-9.495,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.328,60.786,4.996,918.285,28.272,821.987,-0.006,9.948,-0.144,0.194,-0.051,0.066,0.032,4192.000,-1270.000,-13957.000,0.094,-0.692,0.108,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.356,0.000,0.000,-0.167,9.751,-0.098,0.000,0.000,0.000,0.000,0.000
42.677,0,0,0.800,-5.835,-7.909,0.834,-6.045,-12.279,0.408,-3.086,-9.537,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.409,61.288,5.023,918.282,28.273,822.010,0.016,10.027,-0.223,0.208,0.034,0.102,0.043,4199.000,-1250.000,-13982.000,0.093,-0.691,0.111,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.356,0.000,0.000,-0.167,9.751,-0.098,0.000,0.000,0.000,0.000,0.000
42.778,0,0,0.801,-5.840,-7.906,0.820,-6.040,-12.282,0.289,-3.015,-9.577,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.594,61.793,5.046,918.282,28.274,822.009,0.018,10.042,-0.187,0.144,-0.040,0.028,0.058,4214.000,-1248.000,-13914.000,0.092,-0.693,0.110,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.177,9.820,-0.108,0.000,0.000,-0.001,0.000,0.000
42.879,0,0,0.800,-5.845,-7.901,0.808,-6.048,-12.272,0.301,-3.157,-9.479,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.283,62.301,5.079,918.280,28.277,822.031,0.039,9.991,-0.208,0.180,0.143,-0.011,-0.013,4187.000,-1231.000,-13876.000,0.097,-0.693,0.114,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.177,9.820,-0.108,0.000,0.000,-0.001,0.000,0.000
42.980,0,0,0.799,-5.850,-7.899,0.820,-6.045,-12.271,0.535,-3.047,-9.528,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.135,62.812,5.108,918.282,28.278,822.007,0.012,10.013,-0.158,0.280,-0.068,0.136,-0.126,4190.000,-1282.000,-13910.000,0.097,-0.689,0.109,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.177,9.820,-0.108,0.000,0.000,-0.001,0.000,0.000
43.081,0,0,0.800,-5.854,-7.890,0.828,-6.047,-12.255,0.497,-3.104,-9.436,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.756,63.326,5.145,918.277,28.274,822.057,0.063,9.941,-0.187,0.251,0.051,0.085,0.070,4192.000,-1283.000,-13919.000,0.097,-0.689,0.113,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.098,9.879,-0.128,-0.000,0.000,-0.000,0.000,0.000
43.182,0,0,0.800,-5.858,-7.882,0.830,-6.050,-12.240,0.445,-3.108,-9.422,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.849,63.845,5.184,918.277,28.274,822.057,0.061,9.927,-0.201,0.223,-0.002,0.032,-0.064,4216.000,-1272.000,-13943.000,0.098,-0.690,0.112,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.098,9.879,-0.128,-0.000,0.000,-0.000,0.000,0.000
43.283,0,0,0.801,-5.862,-7.873,0.820,-6.052,-12.234,0.319,-3.105,-9.509,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.658,64.366,5.214,918.277,28.275,822.057,0.060,10.006,-0.151,0.187,0.021,-0.066,0.092,4228.000,-1270.000,-13847.000,0.097,-0.693,0.114,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.128,9.849,-0.186,0.000,0.000,-0.000,0.000,0.000
43.384,0,0,0.800,-5.866,-7.866,0.807,-6.070,-12.221,0.294,-3.265,-9.421,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.176,64.891,5.253,918.277,28.271,822.051,0.055,9.970,-0.251,0.208,0.077,-0.064,0.038,4210.000,-1250.000,-13890.000,0.099,-0.694,0.118,0.703,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.128,9.849,-0.186,0.000,0.000,-0.000,0.000,0.000
43.485,0,0,0.798,-5.871,-7.857,0.791,-6.076,-12.216,0.268,-3.147,-9.504,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.008,65.420,5.283,918.276,28.267,822.063,0.064,10.013,-0.165,0.144,-0.049,0.098,0.055,4192.000,-1256.000,-13913.000,0.097,-0.693,0.116,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.356,0.000,0.000,-0.059,9.790,-0.137,0.000,0.000,0.000,0.000,0.000
43.586,0,0,0.796,-5.876,-7.850,0.792,-6.074,-12.214,0.422,-3.070,-9.518,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.192,65.951,5.312,918.276,28.279,822.061,0.063,10.006,-0.122,0.266,-0.043,0.013,0.132,4205.000,-1312.000,-13954.000,0.095,-0.692,0.115,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.356,0.000,0.000,-0.059,9.790,-0.137,0.000,0.000,0.000,0.000,0.000
43.687,0,0,0.793,-5.880,-7.841,0.786,-6.070,-12.207,0.356,-3.053,-9.479,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.390,66.485,5.346,918.275,28.271,822.077,0.077,9.963,-0.079,0.201,0.045,-0.043,-0.089,4185.000,-1285.000,-13894.000,0.102,-0.693,0.112,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.049,9.761,-0.147,-0.000,0.000,0.000,0.000,0.000
43.788,0,0,0.789,-5.884,-7.840,0.761,-6.080,-12.202,0.172,-3.189,-9.439,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.154,67.024,5.383,918.280,28.278,822.031,0.029,9.963,-0.180,0.065,0.045,0.066,0.019,4218.000,-1292.000,-13857.000,0.102,-0.694,0.115,0.704,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.049,9.761,-0.147,-0.000,0.000,0.000,0.000,0.000
43.889,0,0,0.784,-5.889,-7.835,0.747,-6.093,-12.197,0.270,-3.229,-9.454,0.000,0.000,0.0116870,0.000,9144.000,0.024,0.953,67.565,5.418,918.277,28.269,822.054,0.050,9.991,-0.201,0.144,0.011,0.085,0.015,4213.000,-1315.000,-13905.000,0.101,-0.693,0.116,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.356,0.000,0.000,-0.108,9.800,-0.118,-0.000,0.000,0.000,0.000,0.000
43.990,0,0,0.779,-5.894,-7.833,0.751,-6.096,-12.207,0.453,-3.132,-9.587,0.000,0.000,0.0116870,0.000,9144.000,0.024,1.133,68.110,5.441,918.278,28.273,822.042,0.037,10.092,-0.144,0.251,-0.077,0.072,-0.034,4164.000,-1268.000,-13902.000,0.099,-0.691,0.112,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.356,0.000,0.000,-0.108,9.800,-0.118,-0.000,0.000,0.000,0.000,0.000
44.091,0,0,0.775,-5.899,-7.835,0.761,-6.108,-12.203,0.506,-3.219,-9.430,0.000,0.000,0.0116870,0.000,9144.000,0.024,1.484,68.657,5.479,918.280,28.274,822.026,0.016,9.970,-0.237,0.294,0.036,0.004,-0.058,4193.000,-1265.000,-13964.000,0.100,-0.690,0.114,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.361,0.000,0.000,-0.118,9.810,-0.167,0.001,-0.000,0.000,0.000,0.000
44.192,0,0,0.772,-5.905,-7.835,0.755,-6.113,-12.199,0.350,-3.154,-9.432,0.000,0.000,0.0116870,0.000,9144.000,0.024,1.601,69.209,5.516,918.280,28.278,822.031,0.016,9.948,-0.194,0.194,-0.013,-0.060,-0.109,4189.000,-1279.000,-13897.000,0.101,-0.692,0.112,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.361,0.000,0.000,-0.118,9.810,-0.167,0.001,-0.000,0.000,0.000,0.000
44.293,0,0,0.767,-5.910,-7.836,0.723,-6.119,-12.209,0.083,-3.164,-9.570,0.000,0.000,0.0116870,0.000,9144.000,0.024,1.188,69.763,5.540,918.279,28.279,822.037,0.018,10.078,-0.201,0.043,-0.034,-0.068,-0.026,4186.000,-1283.000,-13897.000,0.100,-0.697,0.111,0.702,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.361,0.000,0.000,-0.118,9.810,-0.167,0.001,-0.000,0.000,0.000,0.000
44.394,0,0,0.760,-5.915,-7.839,0.706,-6.121,-12.201,0.228,-3.135,-9.375,0.000,0.000,0.0116870,0.000,9144.000,0.024,0.520,70.321,5.584,918.280,28.277,822.031,0.006,9.884,-0.237,0.172,-0.011,-0.002,0.043,4182.000,-1278.000,-13912.000,0.097,-0.696,0.113,0.703,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91861.242,27.356,0.000,0.000,-0.088,9.957,-0.088,-0.001,0.000,-0.000,0.000,0.000
44.495,0,0,0.753,-5.920,-7.847,0.697,-6.115,-12.221,0.309,-3.053,-9.608,0.000,0.000,0.0116870,0.000,9144.000,0.024,0.753,70.882,5.604,918.284,28.282,821.996,-0.037,10.085,-0.086,0.180,0.002,0.087,0.098,4191.000,-1273.000,-13938.000,0.097,-0.693,0.113,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91861.242,27.356,0.000,0.000,-0.088,9.957,-0.088,-0.001,0.000,-0.000,0.000,0.000
44.596,0,0,0.746,-5.924,-7.858,0.683,-6.117,-12.229,0.255,-3.140,-9.492,0.000,0.000,0.0116870,0.000,9144.000,0.024,1.137,71.445,5.636,918.285,28.278,821.983,-0.057,9.999,-0.180,0.144,0.028,-0.021,-0.119,4212.000,-1259.000,-13917.000,0.101,-0.694,0.111,0.704,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.356,0.000,0.000,-0.157,9.761,-0.088,-0.001,0.000,-0.001,0.000,0.000
44.697,0,0,0.738,-5.928,-7.869,0.674,-6.120,-12.234,0.297,-3.143,-9.468,0.000,0.000,0.0116870,0.000,9144.000,0.024,0.920,72.012,5.670,918.284,28.280,821.990,-0.057,9.977,-0.223,0.172,-0.036,0.083,0.107,4202.000,-1294.000,-13966.000,0.096,-0.693,0.114,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.356,0.000,0.000,-0.157,9.761,-0.088,-0.001,0.000,-0.001,0.000,0.000
44.798,0,0,0.730,-5.931,-7.876,0.666,-6.111,-12.241,0.311,-3.032,-9.510,0.000,0.000,0.0116870,0.000,9144.000,0.024,1.191,72.582,5.700,918.282,28.277,822.007,-0.043,9.984,-0.172,0.165,-0.066,0.055,-0.026,4170.000,-1297.000,-13904.000,0.095,-0.693,0.110,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.356,0.000,0.000,-0.029,9.781,-0.167,0.000,-0.001,0.000,0.000,0.000
44.899,0,0,0.722,-5.933,-7.884,0.668,-6.100,-12.243,0.391,-3.011,-9.463,0.000,0.000,0.0116870,0.000,9144.000,0.024,1.224,73.156,5.735,918.283,28.279,821.997,-0.054,9.934,-0.151,0.237,0.013,-0.015,0.013,4177.000,-1294.000,-13942.000,0.096,-0.693,0.110,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.356,0.000,0.000,-0.029,9.781,-0.167,0.000,-0.001,0.000,0.000,0.000
45.000,0,0,0.715,-5.935,-7.889,0.659,-6.100,-12.248,0.288,-3.115,-9.522,0.000,0.000,0.0116870,0.000,9144.000,0.024,1.253,73.732,5.763,918.281,28.280,822.021,-0.034,10.020,-0.180,0.144,0.055,0.077,0.066,4218.000,-1271.000,-13918.000,0.096,-0.693,0.113,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.361,0.000,0.000,-0.078,9.839,-0.137,-0.000,0.000,-0.000,0.000,0.000
45.101,0,0,0.708,-5.936,-7.895,0.660,-6.096,-12.251,0.390,-3.083,-9.487,0.000,0.000,0.0116870,0.000,9144.000,0.024,1.260,74.312,5.796,918.282,28.268,822.007,-0.045,9.977,-0.237,0.244,-0.083,0.006,0.049,4163.000,-1289.000,-13911.000,0.092,-0.693,0.112,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.361,0.000,0.000,-0.078,9.839,-0.137,-0.000,0.000,-0.000,0.000,0.000
45.202,0,0,0.703,-5.936,-7.902,0.677,-6.079,-12.245,0.534,-2.961,-9.405,0.000,0.000,0.0116870,0.000,9144.000,0.024,1.344,74.895,5.836,918.284,28.278,821.991,-0.059,9.869,-0.115,0.309,0.030,0.028,-0.058,4182.000,-1237.000,-13898.000,0.096,-0.690,0.110,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91861.242,27.356,0.000,0.000,-0.029,9.869,-0.196,-0.000,0.000,0.000,0.000,0.000
45.303,0,0,0.699,-5.935,-7.906,0.677,-6.073,-12.254,0.373,-3.059,-9.568,0.000,0.000,0.0116870,0.000,9144.000,0.024,1.649,75.481,5.860,918.282,28.279,822.006,-0.042,10.049,-0.122,0.208,0.045,-0.087,-0.072,4183.000,-1273.000,-13920.000,0.100,-0.693,0.109,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91861.242,27.356,0.000,0.000,-0.029,9.869,-0.196,-0.000,0.000,0.000,0.000,0.000
45.404,0,0,0.695,-5.934,-7.908,0.672,-6.087,-12.251,0.312,-3.254,-9.471,0.000,0.000,0.0116870,0.000,9144.000,0.024,1.170,76.071,5.894,918.281,28.279,822.014,-0.031,10.013,-0.302,0.194,0.034,-0.002,0.026,4224.000,-1295.000,-13978.000,0.097,-0.693,0.114,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91861.242,27.356,0.000,0.000,-0.029,9.869,-0.196,-0.000,0.000,0.000,0.000,0.000
45.505,0,0,0.692,-5.934,-7.912,0.673,-6.089,-12.258,0.371,-3.142,-9.551,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.134,76.663,5.920,918.284,28.282,821.996,-0.043,10.056,-0.223,0.244,-0.055,-0.011,0.062,4199.000,-1266.000,-13929.000,0.094,-0.693,0.114,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.361,0.000,0.000,-0.157,9.771,-0.245,0.000,-0.000,0.000,0.000,0.000
45.606,0,0,0.688,-5.934,-7.910,0.666,-6.088,-12.259,0.294,-3.111,-9.539,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.228,77.258,5.947,918.281,28.277,822.023,-0.008,10.034,-0.194,0.172,0.006,0.002,-0.032,4221.000,-1271.000,-14016.000,0.096,-0.694,0.112,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.361,0.000,0.000,-0.157,9.771,-0.245,0.000,-0.000,0.000,0.000,0.000
45.707,0,0,0.684,-5.934,-7.909,0.660,-6.073,-12.259,0.297,-2.978,-9.527,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.113,77.855,5.976,918.281,28.285,822.017,-0.006,9.984,-0.129,0.151,-0.058,0.062,-0.019,4191.000,-1269.000,-13916.000,0.095,-0.693,0.109,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.088,9.810,-0.245,-0.000,0.000,0.000,0.000,0.000
45.808,0,0,0.681,-5.932,-7.909,0.672,-6.056,-12.269,0.479,-2.951,-9.620,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.163,78.455,5.995,918.282,28.275,822.008,-0.011,10.070,-0.108,0.237,-0.030,0.128,-0.062,4209.000,-1266.000,-13945.000,0.096,-0.690,0.106,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.088,9.810,-0.245,-0.000,0.000,0.000,0.000,0.000
45.909,0,0,0.679,-5.929,-7.905,0.687,-6.044,-12.274,0.503,-2.994,-9.606,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.621,79.056,6.015,918.279,28.291,822.036,0.022,10.070,-0.101,0.259,0.053,0.021,-0.034,4228.000,-1308.000,-13958.000,0.098,-0.690,0.107,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.167,9.790,-0.098,-0.001,0.000,0.000,0.000,0.000
46.010,0,0,0.678,-5.925,-7.902,0.694,-6.029,-12.272,0.426,-2.967,-9.535,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.608,79.660,6.043,918.280,28.286,822.032,0.020,9.991,-0.144,0.215,-0.047,0.009,-0.023,4198.000,-1305.000,-13986.000,0.096,-0.691,0.106,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.167,9.790,-0.098,-0.001,0.000,0.000,0.000,0.000
46.111,0,0,0.679,-5.920,-7.900,0.701,-6.015,-12.265,0.430,-2.983,-9.470,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.445,80.268,6.076,918.281,28.279,822.022,0.012,9.934,-0.194,0.223,-0.015,0.030,-0.083,4206.000,-1260.000,-13887.000,0.095,-0.692,0.105,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.137,9.761,-0.098,-0.001,0.000,-0.001,0.000,0.000
46.212,0,0,0.679,-5.914,-7.897,0.705,-6.007,-12.259,0.398,-3.027,-9.488,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.450,80.879,6.109,918.280,28.274,822.025,0.019,9.963,-0.172,0.223,0.062,-0.045,-0.081,4209.000,-1248.000,-13872.000,0.098,-0.693,0.107,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.137,9.761,-0.098,-0.001,0.000,-0.001,0.000,0.000
46.313,0,0,0.680,-5.908,-7.891,0.697,-5.996,-12.250,0.275,-2.995,-9.478,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.238,81.493,6.142,918.278,28.279,822.045,0.042,9.941,-0.165,0.180,-0.021,-0.100,0.038,4203.000,-1282.000,-13914.000,0.096,-0.695,0.108,0.704,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.356,0.000,0.000,-0.098,9.888,-0.098,0.000,0.000,0.000,0.000,0.000
46.414,0,0,0.680,-5.902,-7.885,0.695,-5.981,-12.250,0.342,-2.962,-9.548,0.000,0.000,0.0116870,0.000,9144.000,0.025,0.849,82.110,6.168,918.279,28.287,822.039,0.038,9.999,-0.180,0.230,-0.070,-0.019,0.064,4244.000,-1266.000,-13915.000,0.092,-0.695,0.107,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.356,0.000,0.000,-0.098,9.888,-0.098,0.000,0.000,0.000,0.000,0.000
46.515,0,0,0.680,-5.895,-7.880,0.702,-5.965,-12.255,0.427,-2.940,-9.605,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.024,82.729,6.189,918.278,28.283,822.042,0.041,10.049,-0.151,0.280,-0.009,-0.058,-0.038,4220.000,-1296.000,-13929.000,0.093,-0.694,0.106,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.098,9.820,-0.088,0.000,0.000,0.000,0.000,0.000
46.616,0,0,0.680,-5.886,-7.875,0.701,-5.943,-12.256,0.350,-2.878,-9.564,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.145,83.350,6.213,918.277,28.280,822.053,0.048,9.991,-0.136,0.172,-0.030,0.072,-0.051,4218.000,-1264.000,-13990.000,0.093,-0.693,0.103,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.098,9.820,-0.088,0.000,0.000,0.000,0.000,0.000
46.717,0,0,0.680,-5.878,-7.870,0.683,-5.942,-12.245,0.171,-3.075,-9.442,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.273,83.975,6.250,918.276,28.274,822.065,0.057,9.927,-0.302,0.086,0.060,0.026,0.058,4235.000,-1273.000,-13873.000,0.091,-0.695,0.109,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.098,9.820,-0.088,0.000,0.000,0.000,0.000,0.000
46.818,0,0,0.679,-5.869,-7.866,0.695,-5.933,-12.240,0.480,-3.001,-9.489,0.000,0.000,0.0116870,0.000,9144.000,0.025,0.961,84.603,6.282,918.278,28.283,822.050,0.042,9.955,-0.244,0.330,-0.036,-0.036,-0.019,4205.000,-1278.000,-13947.000,0.090,-0.693,0.108,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.356,0.000,0.000,-0.078,9.781,-0.078,-0.000,0.000,-0.000,0.000,0.000
46.919,0,0,0.679,-5.861,-7.865,0.703,-5.924,-12.248,0.435,-2.996,-9.588,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.325,85.234,6.304,918.279,28.284,822.034,0.022,10.049,-0.180,0.294,0.034,-0.117,-0.047,4221.000,-1272.000,-13958.000,0.093,-0.694,0.108,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.356,0.000,0.000,-0.078,9.781,-0.078,-0.000,0.000,-0.000,0.000,0.000
47.020,0,0,0.680,-5.853,-7.866,0.706,-5.913,-12.250,0.389,-2.964,-9.523,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.168,85.867,6.333,918.279,28.285,822.033,0.020,9.977,-0.180,0.208,-0.009,0.053,-0.083,4242.000,-1270.000,-13900.000,0.094,-0.693,0.106,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.361,0.000,0.000,-0.245,9.879,-0.128,-0.001,0.000,-0.001,0.000,0.000
47.121,0,0,0.681,-5.844,-7.865,0.716,-5.911,-12.253,0.457,-3.060,-9.551,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.334,86.503,6.359,918.279,28.284,822.041,0.027,10.034,-0.208,0.244,0.055,0.075,-0.017,4280.000,-1291.000,-13904.000,0.094,-0.691,0.109,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.305,91881.508,27.361,0.000,0.000,-0.245,9.879,-0.128,-0.001,0.000,-0.001,0.000,0.000
47.222,0,0,0.682,-5.837,-7.864,0.703,-5.915,-12.255,0.234,-3.107,-9.542,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.580,87.141,6.386,918.278,28.283,822.050,0.032,10.034,-0.208,0.122,0.053,-0.068,-0.075,4199.000,-1273.000,-13880.000,0.097,-0.694,0.109,0.704,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.118,9.790,-0.186,-0.000,-0.001,-0.001,0.000,0.000
