State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,BR - Battery Voltage (V),BR - ALT (m),BR - PRES (Pa),BR - TEMP (C),BR - VEL (m/s),BR - ANG (deg),BR - ACCX (m/s^2),BR - ACCY (m/s^2),BR - ACCZ (m/s^2),BR - GYROX (rad/s),BR - GYROY (rad/s),BR - GYROZ (rad/s),BR - ROLL (deg),BR - TILT (deg)
19.963,1,0,-1.328,-0.377,-10.520,-0.896,-0.158,0.744,4.205,2.944,123.982,0.000,0.000,0.0103675,0.000,9144.000,0.039,1.640,1013.027,15.038,1.854,1.877,124.089,0.036,0.132,-0.009,-0.064,0.006,0.000,0.000,0.000,0.007,0.695,-0.009,0.719,0.0000000,0.0000000,1.860,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.064,1,0,-1.265,-0.340,-7.789,-0.456,0.186,14.870,3.700,3.228,124.935,0.000,0.000,0.0103675,0.000,9144.000,0.003,2.007,1012.701,15.021,4.570,4.594,125.031,-0.116,0.409,0.033,0.021,0.001,0.000,0.000,0.000,0.009,0.695,-0.010,0.719,0.0000000,0.0000000,4.974,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.165,1,0,-1.169,-0.274,-3.511,-0.044,0.558,29.159,3.460,3.539,125.678,0.000,0.000,0.0103675,0.000,9144.000,0.044,1.887,1012.101,14.989,9.566,9.589,125.775,0.230,0.257,-0.004,0.033,0.003,0.000,0.000,0.000,0.008,0.697,-0.010,0.717,0.0000000,0.0000000,9.350,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.266,1,0,-1.046,-0.180,2.216,0.341,0.931,43.538,3.263,3.600,126.558,0.000,0.000,0.0103675,0.000,9144.000,0.086,1.697,1011.412,14.953,15.304,15.327,126.651,0.182,0.317,0.006,0.012,-0.026,0.000,0.000,0.000,0.008,0.697,-0.011,0.717,0.0000000,0.0000000,14.997,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.367,1,0,-0.899,-0.064,9.327,0.717,1.238,57.950,3.248,3.004,127.431,0.000,0.000,0.0103675,0.000,9144.000,0.128,1.628,1010.613,14.907,21.961,21.985,127.507,0.031,0.268,-0.037,0.007,0.012,0.000,0.000,0.000,0.007,0.697,-0.010,0.717,0.0000000,0.0000000,21.923,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.468,1,0,-0.731,0.068,17.818,1.124,1.526,72.382,3.649,2.890,128.219,0.000,0.000,0.0103675,0.000,9144.000,0.171,1.585,1009.654,14.850,29.966,29.989,128.303,-0.080,0.260,-0.002,-0.029,-0.006,0.000,0.000,0.000,0.007,0.696,-0.010,0.718,0.0000000,0.0000000,30.137,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.569,1,0,-0.540,0.218,27.755,1.537,1.876,86.894,3.806,3.584,129.124,0.000,0.000,0.0103675,0.000,9144.000,0.213,1.752,1008.475,14.789,39.804,39.828,129.229,0.008,0.252,0.046,-0.009,0.011,0.000,0.000,0.000,0.009,0.696,-0.011,0.718,0.0000000,0.0000000,39.646,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.670,1,0,-0.329,0.386,39.032,1.959,2.242,101.386,3.999,3.821,129.890,0.000,0.000,0.0103675,0.000,9144.000,0.256,1.805,1007.221,14.722,50.287,50.310,130.007,0.080,0.498,0.012,-0.031,0.029,0.000,0.000,0.000,0.010,0.695,-0.010,0.719,0.0000000,0.0000000,50.457,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.771,1,0,-0.097,0.569,51.697,2.448,2.561,115.887,4.790,3.455,130.554,0.000,0.000,0.0103675,0.000,9144.000,0.299,1.983,1005.765,14.641,62.465,62.488,130.687,-0.051,0.102,-0.019,-0.028,0.009,0.000,0.000,0.000,0.010,0.694,-0.009,0.720,0.0000000,0.0000000,62.578,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20.872,1,0,0.158,0.767,65.761,2.922,2.921,130.410,4.778,3.976,131.292,0.000,0.000,0.0103675,0.000,9144.000,0.342,2.144,1004.137,14.554,76.107,76.130,131.438,0.178,0.316,0.020,-0.014,-0.013,0.000,0.000,0.000,0.010,0.693,-0.011,0.721,0.0000000,0.0000000,76.016,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
