State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,BR - Battery Voltage (V),BR - ALT (m),BR - PRES (Pa),BR - TEMP (C),BR - VEL (m/s),BR - ANG (deg),BR - ACCX (m/s^2),BR - ACCY (m/s^2),BR - ACCZ (m/s^2),BR - GYROX (rad/s),BR - GYROY (rad/s),BR - GYROZ (rad/s),BR - ROLL (deg),BR - TILT (deg)
30.420,1,0,-1.202,0.538,-10.609,-0.948,0.299,-1.827,3.730,-3.083,96.550,0.000,0.000,0.0103675,0.000,7500.000,0.039,2.453,1013.091,15.040,1.323,1.342,96.671,-0.145,0.332,0.004,0.008,0.002,0.000,0.000,0.000,-0.011,0.692,0.011,0.722,0.0000000,0.0000000,1.451,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30.521,1,0,-1.156,0.501,-8.343,-0.513,0.008,9.475,3.695,-2.620,97.454,0.000,0.000,0.0103675,0.000,7500.000,0.006,2.409,1012.815,15.025,3.619,3.639,97.558,-0.001,0.413,0.036,-0.001,0.019,0.000,0.000,0.000,-0.009,0.692,0.010,0.722,0.0000000,0.0000000,3.883,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30.622,1,0,-1.074,0.442,-4.867,-0.057,-0.268,20.941,3.951,-2.499,98.605,0.000,0.000,0.0103675,0.000,7500.000,0.028,2.417,1012.350,15.000,7.488,7.508,98.715,-0.152,0.200,0.030,0.001,-0.009,0.000,0.000,0.000,-0.008,0.692,0.009,0.722,0.0000000,0.0000000,7.305,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30.723,1,0,-0.959,0.365,-0.272,0.368,-0.517,32.456,3.701,-2.278,99.417,0.000,0.000,0.0103675,0.000,7500.000,0.062,2.412,1011.831,14.975,11.814,11.834,99.511,0.093,0.315,0.000,0.017,0.018,0.000,0.000,0.000,-0.007,0.693,0.010,0.721,0.0000000,0.0000000,11.727,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30.824,1,0,-0.816,0.272,5.484,0.779,-0.764,44.064,3.646,-2.296,100.392,0.000,0.000,0.0103675,0.000,7500.000,0.096,2.317,1011.146,14.937,17.523,17.542,100.484,0.040,0.465,0.006,-0.006,0.007,0.000,0.000,0.000,-0.007,0.692,0.010,0.721,0.0000000,0.0000000,17.158,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30.925,1,0,-0.648,0.165,12.298,1.219,-1.017,55.678,4.017,-2.415,101.329,0.000,0.000,0.0103675,0.000,7500.000,0.130,2.350,1010.416,14.895,23.610,23.630,101.436,-0.002,0.487,-0.006,-0.034,-0.029,0.000,0.000,0.000,-0.008,0.691,0.009,0.723,0.0000000,0.0000000,23.608,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31.026,1,0,-0.455,0.045,19.166,1.685,-1.268,66.454,4.370,-2.468,101.313,0.000,0.000,0.0103675,0.000,7500.000,0.164,2.546,1010.416,14.895,23.610,23.630,101.436,-0.002,0.487,-0.006,-0.034,-0.029,0.000,0.000,0.000,-0.009,0.690,0.008,0.724,0.0000000,0.0000000,23.608,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31.127,1,0,-0.236,-0.087,28.274,2.166,-1.522,78.248,4.643,-2.560,102.931,0.000,0.000,0.0103675,0.000,7500.000,0.196,2.741,1008.484,14.791,39.736,39.756,103.066,0.077,0.471,-0.013,-0.018,0.004,0.000,0.000,0.000,-0.010,0.689,0.009,0.724,0.0000000,0.0000000,39.598,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31.228,1,0,0.006,-0.232,38.474,2.629,-1.827,90.079,4.590,-3.146,104.067,0.000,0.000,0.0103675,0.000,7500.000,0.231,2.842,1007.340,14.729,49.289,49.309,104.215,-0.093,0.371,-0.035,0.019,0.051,0.000,0.000,0.000,-0.009,0.690,0.012,0.724,0.0000000,0.0000000,49.157,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31.329,1,0,0.268,-0.390,49.782,3.113,-2.103,101.931,4.933,-2.935,104.965,0.000,0.000,0.0103675,0.000,7500.000,0.265,2.735,1006.055,14.660,60.038,60.058,105.121,-0.011,0.261,0.016,-0.019,0.019,0.000,0.000,0.000,-0.008,0.689,0.012,0.724,0.0000000,0.0000000,59.771,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31.430,1,0,0.551,-0.559,62.150,3.613,-2.383,113.763,5.239,-3.069,105.805,0.000,0.000,0.0103675,0.000,7500.000,0.300,2.841,1004.682,14.581,71.535,71.555,105.979,-0.124,0.171,-0.000,-0.016,-0.008,0.000,0.000,0.000,-0.008,0.689,0.011,0.725,0.0000000,0.0000000,71.447,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
