State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,MockBR - Battery Voltage (V),MockBR - ALT (m),MockBR - PRES (Pa),MockBR - TEMP (C),MockBR - VEL (m/s),MockBR - ANG (deg),MockBR - ACCX (m/s^2),MockBR - ACCY (m/s^2),MockBR - ACCZ (m/s^2),MockBR - GYROX (rad/s),MockBR - GYROY (rad/s),MockBR - GYROZ (rad/s),MockBR - ROLL (deg),MockBR - TILT (deg)
19.290,1,0,-1.314,-0.235,-10.348,-0.739,0.036,0.820,5.240,4.857,123.993,0.000,0.000,0.0103675,0.000,9144.000,0.039,2.517,915.032,9.464,851.338,1.901,124.197,0.069,0.514,0.014,-0.025,-0.039,0.000,0.000,0.000,0.013,0.690,-0.015,0.723,0.0000000,0.0000000,1.860,0.000,0.000,0.000,0,00:00:00,0,0.000,1.860,91502.992,9.464,12.409,0.000,0.302,124.086,-0.065,0.012,0.015,0.003,0.000,0.000
19.391,1,0,-1.231,-0.187,-7.599,-0.123,0.529,14.929,5.450,4.778,124.666,0.000,0.000,0.0103675,0.000,9144.000,0.003,2.661,914.705,9.445,854.297,4.860,124.876,-0.001,0.388,-0.001,-0.003,0.035,0.000,0.000,0.000,0.014,0.690,-0.013,0.723,0.0000000,0.0000000,4.974,0.000,0.000,0.000,0,00:00:00,0,0.000,4.974,91466.031,9.442,24.910,0.000,0.296,124.998,-0.053,0.007,-0.008,-0.014,0.000,0.000
19.492,1,0,-1.098,-0.099,-4.010,0.491,1.013,28.600,5.503,4.742,124.665,0.000,0.000,0.0103675,0.000,9144.000,0.044,2.677,914.705,9.445,854.297,4.860,124.876,-0.001,0.388,-0.001,-0.003,0.035,0.000,0.000,0.000,0.015,0.690,-0.012,0.723,0.0000000,0.0000000,4.974,0.000,0.000,0.000,0,00:00:00,0,0.000,4.974,91466.031,9.442,24.910,0.000,0.296,124.998,-0.053,0.007,-0.008,-0.014,0.000,0.000
19.593,1,0,-0.921,0.025,1.700,1.125,1.501,43.014,5.793,4.847,126.625,0.000,0.000,0.0103675,0.000,9144.000,0.085,2.693,913.578,9.379,864.482,15.045,126.850,0.010,0.373,0.000,-0.016,-0.029,0.000,0.000,0.000,0.014,0.690,-0.013,0.724,0.0000000,0.0000000,14.999,0.000,0.000,0.000,0,00:00:00,0,0.000,14.999,91362.742,9.381,50.181,0.000,0.369,126.817,0.057,-0.002,-0.001,0.004,0.000,0.000
19.694,1,0,-0.703,0.185,8.834,1.750,2.036,57.497,5.819,5.395,127.569,0.000,0.000,0.0103675,0.000,9144.000,0.128,2.782,912.815,9.334,871.396,21.959,127.815,-0.033,0.405,0.042,-0.002,-0.021,0.000,0.000,0.000,0.015,0.690,-0.015,0.724,0.0000000,0.0000000,21.927,0.000,0.000,0.000,0,00:00:00,0,0.000,21.927,91278.109,9.332,62.948,0.000,0.422,127.619,0.114,-0.013,-0.011,-0.001,0.000,0.000
19.795,1,0,-0.449,0.380,17.359,2.357,2.600,71.999,5.770,5.786,128.326,0.000,0.000,0.0103675,0.000,9144.000,0.171,2.792,911.925,9.281,879.451,30.014,128.585,-0.110,0.151,0.033,0.026,-0.013,0.000,0.000,0.000,0.016,0.690,-0.017,0.723,0.0000000,0.0000000,30.144,0.000,0.000,0.000,0,00:00:00,0,0.000,30.144,91185.633,9.277,75.802,0.000,0.435,128.600,-0.071,-0.003,-0.007,-0.007,0.000,0.000
19.896,1,0,-0.166,0.607,27.342,2.901,3.154,86.601,5.296,5.801,129.395,0.000,0.000,0.0103675,0.000,9144.000,0.214,2.643,910.832,9.217,889.366,39.929,129.632,0.037,0.570,-0.014,0.008,0.005,0.000,0.000,0.000,0.015,0.691,-0.016,0.723,0.0000000,0.0000000,39.658,0.000,0.000,0.000,0,00:00:00,0,0.000,39.658,91075.555,9.212,88.741,0.000,0.361,129.382,-0.033,-0.005,-0.027,-0.005,0.000,0.000
19.997,1,0,0.140,0.862,38.745,3.457,3.656,101.226,5.580,5.430,130.064,0.000,0.000,0.0103675,0.000,9144.000,0.258,2.596,909.615,9.145,900.409,50.972,130.296,0.003,0.445,-0.029,-0.011,-0.027,0.000,0.000,0.000,0.013,0.690,-0.016,0.723,0.0000000,0.0000000,50.478,0.000,0.000,0.000,0,00:00:00,0,0.000,50.478,90961.664,9.145,101.763,0.000,0.324,130.266,-0.074,0.003,0.003,0.002,0.000,0.000
20.098,1,0,0.466,1.137,51.472,3.956,4.117,115.822,5.189,5.157,130.940,0.000,0.000,0.0103675,0.000,9144.000,0.301,2.659,908.320,9.068,912.171,62.734,131.144,-0.110,0.395,-0.014,0.037,0.019,0.000,0.000,0.000,0.013,0.692,-0.015,0.722,0.0000000,0.0000000,62.611,0.000,0.000,0.000,0,00:00:00,0,0.000,62.611,90834.930,9.070,114.867,0.000,0.364,131.007,-0.034,0.008,0.009,0.004,0.000,0.000
20.199,1,0,0.806,1.428,65.638,4.423,4.585,130.464,5.044,5.384,131.675,0.000,0.000,0.0103675,0.000,9144.000,0.345,2.445,906.789,8.978,926.097,76.660,131.881,0.027,0.281,0.004,0.022,-0.006,0.000,0.000,0.000,0.013,0.693,-0.015,0.721,0.0000000,0.0000000,76.066,0.000,0.000,0.000,0,00:00:00,0,0.000,76.066,90675.242,8.976,128.049,0.000,0.385,131.884,0.033,0.010,0.005,-0.014,0.000,0.000
20.300,1,0,1.155,1.734,81.094,4.859,5.017,145.038,4.928,5.190,132.433,0.000,0.000,0.0103675,0.000,9144.000,0.389,2.320,905.223,8.885,940.371,90.934,132.626,-0.172,0.379,-0.003,0.003,-0.017,0.000,0.000,0.000,0.013,0.693,-0.016,0.721,0.0000000,0.0000000,90.849,0.000,0.000,0.000,0,00:00:00,0,0.000,90.849,90521.414,8.885,141.308,0.000,0.411,132.552,-0.058,-0.009,0.005,0.010,0.000,0.000
20.401,1,0,1.511,2.050,97.915,5.290,5.450,159.611,5.058,5.367,133.253,0.000,0.000,0.0103675,0.000,9144.000,0.432,2.303,903.454,8.780,956.505,107.068,133.456,-0.145,0.446,0.009,-0.012,0.009,0.000,0.000,0.000,0.013,0.692,-0.016,0.721,0.0000000,0.0000000,106.969,0.000,0.000,0.000,0,00:00:00,0,0.000,106.969,90346.414,8.781,154.641,0.000,0.271,133.274,-0.060,-0.010,0.007,0.004,0.000,0.000
20.502,1,0,1.873,2.377,116.094,5.728,5.905,174.163,5.318,5.754,133.898,0.000,0.000,0.0103675,0.000,9144.000,0.476,2.371,901.543,8.667,973.973,124.536,134.127,0.029,0.323,0.013,-0.009,-0.013,0.000,0.000,0.000,0.013,0.692,-0.017,0.722,0.0000000,0.0000000,124.431,0.000,0.000,0.000,0,00:00:00,0,0.000,124.431,90157.211,8.668,168.044,0.000,0.324,133.969,-0.008,-0.003,-0.012,0.000,0.000,0.000
20.603,1,0,2.241,2.715,132.990,6.157,6.361,186.656,5.429,5.940,133.886,0.000,0.000,0.0103675,0.000,9144.000,0.519,2.422,901.543,8.667,973.973,124.536,134.127,0.029,0.323,0.013,-0.009,-0.013,0.000,0.000,0.000,0.013,0.692,-0.018,0.722,0.0000000,0.0000000,124.431,0.000,0.000,0.000,0,00:00:00,0,0.000,124.431,90157.211,8.668,168.044,0.000,0.324,133.969,-0.008,-0.003,-0.012,0.000,0.000,0.000
20.704,1,0,2.615,3.062,154.083,6.609,6.778,201.453,5.856,5.744,135.026,0.000,0.000,0.0103675,0.000,9144.000,0.556,2.473,897.279,8.413,1013.041,163.604,135.275,-0.022,0.341,-0.015,-0.029,-0.003,0.000,0.000,0.000,0.013,0.691,-0.017,0.723,0.0000000,0.0000000,163.410,0.000,0.000,0.000,0,00:00:00,0,0.000,163.410,89733.414,8.416,195.048,0.000,0.430,135.299,0.060,0.003,0.009,0.003,0.000,0.000
20.805,1,0,2.995,3.411,176.461,7.056,7.142,216.167,6.001,5.393,135.777,0.000,0.000,0.0103675,0.000,9144.000,0.601,2.641,894.986,8.275,1034.116,184.679,136.016,-0.064,0.470,-0.023,-0.016,0.040,0.000,0.000,0.000,0.013,0.690,-0.015,0.724,0.0000000,0.0000000,184.938,0.000,0.000,0.000,0,00:00:00,0,0.000,184.938,89492.789,8.272,208.641,0.000,0.368,135.897,-0.056,0.013,-0.004,0.010,0.000,0.000
20.906,1,0,3.381,3.760,200.206,7.529,7.482,230.828,6.461,5.346,136.148,0.000,0.000,0.0103675,0.000,9144.000,0.645,2.733,892.490,8.126,1057.112,207.675,136.406,-0.175,0.190,0.004,-0.011,0.021,0.000,0.000,0.000,0.014,0.690,-0.014,0.724,0.0000000,0.0000000,207.833,0.000,0.000,0.000,0,00:00:00,0,0.000,207.833,89249.508,8.126,222.286,0.000,0.331,136.453,-0.069,0.008,0.005,-0.007,0.000,0.000
21.007,1,0,3.775,4.107,221.896,7.998,7.809,242.846,6.623,5.393,136.138,0.000,0.000,0.0103675,0.000,9144.000,0.689,2.796,892.490,8.126,1057.112,207.675,136.406,-0.175,0.190,0.004,-0.011,0.021,0.000,0.000,0.000,0.015,0.689,-0.014,0.724,0.0000000,0.0000000,207.833,0.000,0.000,0.000,0,00:00:00,0,0.000,207.833,89249.508,8.126,222.286,0.000,0.331,136.453,-0.069,0.008,0.005,-0.007,0.000,0.000
21.108,1,0,4.172,4.451,248.612,8.423,8.126,257.822,6.401,5.481,137.264,0.000,0.000,0.0103675,0.000,9144.000,0.724,2.859,887.073,7.800,1107.183,257.746,137.522,-0.086,0.318,-0.005,0.010,-0.029,0.000,0.000,0.000,0.014,0.689,-0.015,0.724,0.0000000,0.0000000,257.739,0.000,0.000,0.000,0,00:00:00,0,0.000,257.739,88718.062,7.807,249.716,0.000,0.339,137.426,0.020,-0.009,0.014,-0.014,0.000,0.000
21.209,1,0,4.571,4.791,276.669,8.868,8.445,272.695,6.808,5.681,137.529,0.000,0.000,0.0103675,0.000,9144.000,0.769,2.803,884.164,7.625,1134.173,284.736,137.814,-0.155,0.360,0.019,-0.032,-0.000,0.000,0.000,0.000,0.015,0.688,-0.015,0.725,0.0000000,0.0000000,284.758,0.000,0.000,0.000,0,00:00:00,0,0.000,284.758,88419.602,7.627,263.487,0.000,0.313,137.752,-0.011,0.006,-0.002,0.005,0.000,0.000
21.310,1,0,4.972,5.127,306.020,9.268,8.726,287.424,6.582,5.482,137.648,0.000,0.000,0.0103675,0.000,9144.000,0.814,2.984,881.147,7.442,1162.248,312.811,137.914,0.171,0.252,-0.039,0.024,-0.014,0.000,0.000,0.000,0.013,0.689,-0.015,0.724,0.0000000,0.0000000,313.156,0.000,0.000,0.000,0,00:00:00,0,0.000,313.156,88109.156,7.439,277.286,0.000,0.415,137.949,-0.058,0.002,0.007,-0.023,0.000,0.000
21.411,1,0,5.373,5.456,336.716,9.682,8.972,302.072,6.916,5.304,137.908,0.000,0.000,0.0103675,0.000,9144.000,0.858,2.847,877.952,7.248,1192.059,342.622,138.183,0.077,0.240,-0.006,-0.022,0.014,0.000,0.000,0.000,0.013,0.688,-0.014,0.725,0.0000000,0.0000000,342.937,0.000,0.000,0.000,0,00:00:00,0,0.000,342.937,87793.484,7.247,291.105,0.000,0.296,138.118,-0.001,-0.007,-0.005,0.009,0.000,0.000
21.512,1,0,5.774,5.775,364.382,10.104,9.192,313.350,7.224,5.208,137.896,0.000,0.000,0.0103675,0.000,9144.000,0.902,2.971,877.952,7.248,1192.059,342.622,138.183,0.077,0.240,-0.006,-0.022,0.014,0.000,0.000,0.000,0.013,0.688,-0.013,0.726,0.0000000,0.0000000,342.937,0.000,0.000,0.000,0,00:00:00,0,0.000,342.937,87793.484,7.247,291.105,0.000,0.296,138.118,-0.001,-0.007,-0.005,0.009,0.000,0.000
21.613,1,0,6.176,6.084,398.117,10.537,9.400,328.332,7.526,5.264,138.121,0.000,0.000,0.0103675,0.000,9144.000,0.936,3.096,871.128,6.832,1256.033,406.596,138.426,0.078,0.239,0.004,-0.021,0.006,0.000,0.000,0.000,0.013,0.687,-0.013,0.727,0.0000000,0.0000000,406.644,0.000,0.000,0.000,0,00:00:00,0,0.000,406.644,87117.430,6.835,318.763,0.000,0.371,138.349,0.033,-0.001,-0.003,0.017,0.000,0.000
21.714,1,0,6.576,6.382,433.195,10.868,9.605,343.157,6.740,5.386,137.800,0.000,0.000,0.0103675,0.000,9144.000,0.982,3.214,867.514,6.611,1290.077,440.640,138.069,-0.064,0.468,0.020,0.039,-0.007,0.000,0.000,0.000,0.014,0.688,-0.014,0.725,0.0000000,0.0000000,440.570,0.000,0.000,0.000,0,00:00:00,0,0.000,440.570,86761.375,6.617,332.583,0.000,0.296,138.132,-0.075,0.001,0.002,0.021,0.000,0.000
21.815,1,0,6.966,6.672,469.600,11.146,9.807,357.858,6.421,5.509,137.834,0.000,0.000,0.0103675,0.000,9144.000,1.026,2.992,863.773,6.381,1325.439,476.001,138.093,-0.121,0.318,0.013,0.034,-0.001,0.000,0.000,0.000,0.014,0.689,-0.014,0.724,0.0000000,0.0000000,475.873,0.000,0.000,0.000,0,00:00:00,0,0.000,475.873,86373.219,6.379,346.381,0.000,0.423,137.979,0.000,-0.007,0.007,-0.004,0.000,0.000
21.916,1,0,7.347,6.952,507.280,11.470,10.010,372.394,7.071,5.667,137.756,0.000,0.000,0.0103675,0.000,9144.000,1.071,2.797,859.936,6.144,1361.830,512.393,138.053,0.178,0.419,-0.010,-0.055,-0.001,0.000,0.000,0.000,0.014,0.688,-0.014,0.726,0.0000000,0.0000000,512.556,0.000,0.000,0.000,0,00:00:00,0,0.000,512.556,85995.438,6.146,360.183,0.000,0.366,138.024,-0.017,-0.018,0.003,-0.007,0.000,0.000
22.017,1,0,7.721,7.222,546.281,11.766,10.152,386.845,6.987,5.200,138.012,0.000,0.000,0.0103675,0.000,9144.000,1.115,3.110,855.935,5.897,1399.923,550.486,138.287,0.042,0.351,-0.025,0.012,-0.002,0.000,0.000,0.000,0.013,0.688,-0.013,0.726,0.0000000,0.0000000,550.619,0.000,0.000,0.000,0,00:00:00,0,0.000,550.619,85598.320,5.900,373.995,0.000,0.299,138.161,0.039,-0.010,-0.008,0.016,0.000,0.000
22.118,1,0,8.085,7.481,586.569,12.019,10.310,401.167,6.760,5.499,138.012,0.000,0.000,0.0103675,0.000,9144.000,1.158,3.043,851.831,5.642,1439.151,589.714,138.287,0.030,0.326,0.023,0.018,0.000,0.000,0.000,0.000,0.014,0.689,-0.014,0.725,0.0000000,0.0000000,590.064,0.000,0.000,0.000,0,00:00:00,0,0.000,590.064,85181.953,5.641,387.815,0.000,0.373,138.306,0.024,0.009,0.002,-0.000,0.000,0.000
22.219,1,0,8.437,7.728,628.104,12.263,10.438,415.328,6.847,5.332,137.881,0.000,0.000,0.0103675,0.000,9144.000,1.202,2.938,847.629,5.379,1479.470,630.033,138.153,-0.197,0.493,0.005,-0.019,0.002,0.000,0.000,0.000,0.014,0.688,-0.014,0.726,0.0000000,0.0000000,630.890,0.000,0.000,0.000,0,00:00:00,0,0.000,630.890,84753.539,5.374,401.639,0.000,0.274,138.315,-0.130,0.009,-0.008,-0.005,0.000,0.000
22.320,1,0,8.779,7.968,670.992,12.505,10.653,429.439,7.019,6.320,137.963,0.000,0.000,0.0103675,0.000,9144.000,1.245,3.046,843.227,5.104,1521.877,672.439,138.285,0.073,0.322,0.051,0.000,-0.006,0.000,0.000,0.000,0.016,0.688,-0.016,0.725,0.0000000,0.0000000,673.098,0.000,0.000,0.000,0,00:00:00,0,0.000,673.098,84325.227,5.105,415.461,0.000,0.341,138.235,-0.046,0.007,0.007,0.007,0.000,0.000
22.421,1,0,9.110,8.204,-51.844,12.742,10.843,-129.620,7.138,6.196,137.960,0.000,0.000,0.0103675,0.000,9144.000,1.288,3.044,1579.864,58.743,-3907.678,-4757.115,138.282,-0.207,0.545,0.011,-0.025,-0.004,0.000,0.000,0.000,0.016,0.687,-0.017,0.726,0.0000000,0.0000000,716.686,0.000,0.000,0.000,0,00:00:00,0,0.000,716.686,157984.438,58.740,429.279,0.000,0.374,138.111,-0.023,0.003,0.002,-0.007,0.000,0.000
22.522,1,0,9.432,8.435,-811.566,12.989,11.052,-674.071,7.401,6.507,137.749,0.000,0.000,0.0103675,0.000,9144.000,0.359,3.187,1693.155,66.055,-4547.271,-5396.708,138.100,0.048,0.502,0.006,-0.016,0.026,0.000,0.000,0.000,0.017,0.686,-0.016,0.727,0.0000000,0.0000000,761.654,0.000,0.000,0.000,0,00:00:00,0,0.000,761.654,169315.062,66.055,443.090,0.000,0.362,138.111,-0.048,0.021,-0.006,-0.006,0.000,0.000
22.623,1,0,9.748,8.664,-1599.501,13.256,11.241,-1198.527,7.766,6.425,137.638,0.000,0.000,0.0103675,0.000,9144.000,1.830,3.276,1809.870,73.417,-5170.922,-6020.359,138.007,-0.014,0.258,-0.001,-0.009,-0.001,0.000,0.000,0.000,0.017,0.686,-0.016,0.727,0.0000000,0.0000000,808.000,0.000,0.000,0.000,0,00:00:00,0,0.000,808.000,181000.391,73.415,456.889,0.000,0.320,137.952,-0.092,0.010,-0.008,0.003,0.000,0.000
22.724,1,0,10.058,8.887,-2322.556,13.518,11.416,-1634.933,7.892,6.411,137.632,0.000,0.000,0.0103675,0.000,9144.000,3.218,3.329,1809.870,73.417,-5170.922,-6020.359,138.007,-0.014,0.258,-0.001,-0.009,-0.001,0.000,0.000,0.000,0.017,0.686,-0.016,0.727,0.0000000,0.0000000,808.000,0.000,0.000,0.000,0,00:00:00,0,0.000,808.000,181000.391,73.415,456.889,0.000,0.320,137.952,-0.092,0.010,-0.008,0.003,0.000,0.000
22.825,1,0,10.363,9.106,-2982.176,13.778,11.579,-1991.013,8.019,6.396,137.625,0.000,0.000,0.0103675,0.000,9144.000,4.389,3.382,1809.870,73.417,-5170.922,-6020.359,138.007,-0.014,0.258,-0.001,-0.009,-0.001,0.000,0.000,0.000,0.017,0.685,-0.016,0.728,0.0000000,0.0000000,808.000,0.000,0.000,0.000,0,00:00:00,0,0.000,808.000,181000.391,73.415,456.889,0.000,0.320,137.952,-0.092,0.010,-0.008,0.003,0.000,0.000
22.926,1,0,10.663,9.317,-3580.276,14.034,11.728,-2274.259,8.145,6.381,137.619,0.000,0.000,0.0103675,0.000,9144.000,5.345,3.435,1809.870,73.417,-5170.922,-6020.359,138.007,-0.014,0.258,-0.001,-0.009,-0.001,0.000,0.000,0.000,0.017,0.685,-0.016,0.728,0.0000000,0.0000000,808.000,0.000,0.000,0.000,0,00:00:00,0,0.000,808.000,181000.391,73.415,456.889,0.000,0.320,137.952,-0.092,0.010,-0.008,0.003,0.000,0.000
23.027,1,0,10.956,9.523,-3472.473,14.235,11.868,-2008.752,7.751,6.389,137.303,0.000,0.000,0.0103675,0.000,9144.000,6.105,3.488,1081.959,23.359,-556.635,-1406.072,137.669,0.233,0.437,-0.016,0.014,0.002,0.000,0.000,0.000,0.016,0.686,-0.015,0.728,0.0000000,0.0000000,904.822,0.000,0.000,0.000,0,00:00:00,0,0.000,904.822,108192.680,23.364,484.443,0.000,0.350,137.739,-0.021,-0.015,0.009,-0.013,0.000,0.000
23.128,1,0,11.238,9.720,-3356.720,14.401,11.974,-1757.338,7.557,6.166,137.324,0.000,0.000,0.0103675,0.000,9144.000,5.830,3.406,1081.959,23.359,-556.635,-1406.072,137.669,0.233,0.437,-0.016,0.014,0.002,0.000,0.000,0.000,0.016,0.686,-0.015,0.727,0.0000000,0.0000000,904.822,0.000,0.000,0.000,0,00:00:00,0,0.000,904.822,108192.680,23.364,484.443,0.000,0.350,137.739,-0.021,-0.015,0.009,-0.013,0.000,0.000
23.229,1,0,11.507,9.907,-3235.355,14.534,12.048,-1520.702,7.362,5.943,137.344,0.000,0.000,0.0103675,0.000,9144.000,5.101,3.325,1081.959,23.359,-556.635,-1406.072,137.669,0.233,0.437,-0.016,0.014,0.002,0.000,0.000,0.000,0.015,0.687,-0.014,0.727,0.0000000,0.0000000,904.822,0.000,0.000,0.000,0,00:00:00,0,0.000,904.822,108192.680,23.364,484.443,0.000,0.350,137.739,-0.021,-0.015,0.009,-0.013,0.000,0.000
23.330,1,0,11.764,10.081,-3116.038,14.675,12.086,-1303.491,7.590,5.672,136.952,0.000,0.000,0.0103675,0.000,9144.000,4.414,3.243,1087.022,23.757,-596.504,-1445.941,137.279,0.192,0.265,-0.014,-0.005,0.022,0.000,0.000,0.000,0.016,0.686,-0.013,0.727,0.0000000,0.0000000,1007.135,0.000,0.000,0.000,0,00:00:00,0,0.000,1007.135,108708.875,23.760,511.918,0.000,0.404,137.241,0.010,0.006,0.005,-0.005,0.000,0.000
23.431,1,0,12.007,10.242,-2996.722,14.762,12.114,-1102.697,7.172,5.665,136.689,0.000,0.000,0.0103675,0.000,9144.000,3.781,3.271,1088.967,23.916,-611.782,-1461.219,136.994,0.006,0.376,0.015,0.022,0.017,0.000,0.000,0.000,0.017,0.687,-0.013,0.726,0.0000000,0.0000000,1060.344,0.000,0.000,0.000,0,00:00:00,0,0.000,1060.344,108895.680,23.915,525.619,0.000,0.286,137.003,-0.042,0.002,-0.002,-0.018,0.000,0.000
23.532,1,0,12.233,10.392,-2876.689,14.808,12.153,-916.519,6.884,5.856,136.696,0.000,0.000,0.0103675,0.000,9144.000,3.198,3.145,1088.967,23.916,-611.782,-1461.219,136.994,0.006,0.376,0.015,0.022,0.017,0.000,0.000,0.000,0.018,0.688,-0.013,0.725,0.0000000,0.0000000,1060.344,0.000,0.000,0.000,0,00:00:00,0,0.000,1060.344,108895.680,23.915,525.619,0.000,0.286,137.003,-0.042,0.002,-0.002,-0.018,0.000,0.000
23.633,1,0,12.442,10.528,-2763.331,14.857,12.153,-749.419,7.035,5.536,136.267,0.000,0.000,0.0103675,0.000,9144.000,2.658,3.019,1094.449,24.340,-654.723,-1504.160,136.561,-0.086,0.337,-0.015,-0.010,-0.000,0.000,0.000,0.000,0.017,0.688,-0.012,0.726,0.0000000,0.0000000,1114.919,0.000,0.000,0.000,0,00:00:00,0,0.000,1114.919,109452.484,24.340,539.293,0.000,0.263,136.727,0.088,-0.003,-0.006,-0.003,0.000,0.000
23.734,1,0,12.637,10.651,-2651.347,14.910,12.125,-595.955,7.169,5.326,136.269,0.000,0.000,0.0103675,0.000,9144.000,2.172,3.077,1094.449,24.340,-654.723,-1504.160,136.561,-0.086,0.337,-0.015,-0.010,-0.000,0.000,0.000,0.000,0.017,0.687,-0.011,0.726,0.0000000,0.0000000,1114.919,0.000,0.000,0.000,0,00:00:00,0,0.000,1114.919,109452.484,24.340,539.293,0.000,0.263,136.727,0.088,-0.003,-0.006,-0.003,0.000,0.000
23.835,1,0,12.818,10.759,-2541.729,14.967,12.071,-455.840,7.304,5.117,136.270,0.000,0.000,0.0103675,0.000,9144.000,1.728,3.134,1094.449,24.340,-654.723,-1504.160,136.561,-0.086,0.337,-0.015,-0.010,-0.000,0.000,0.000,0.000,0.016,0.687,-0.011,0.726,0.0000000,0.0000000,1114.919,0.000,0.000,0.000,0,00:00:00,0,0.000,1114.919,109452.484,24.340,539.293,0.000,0.263,136.727,0.088,-0.003,-0.006,-0.003,0.000,0.000
23.936,1,0,12.984,10.851,-2443.010,14.954,12.007,-334.471,6.701,5.079,135.954,0.000,0.000,0.0103675,0.000,9144.000,1.322,3.192,1101.498,24.894,-709.681,-1559.118,136.213,-0.128,0.501,0.002,0.032,0.020,0.000,0.000,0.000,0.017,0.688,-0.010,0.725,0.0000000,0.0000000,1228.151,0.000,0.000,0.000,0,00:00:00,0,0.000,1228.151,110155.922,24.900,566.550,0.000,0.272,136.131,0.087,-0.013,-0.005,-0.006,0.000,0.000
24.037,1,0,13.131,10.928,-2347.586,14.891,11.942,-224.720,6.280,5.097,135.973,0.000,0.000,0.0103675,0.000,9144.000,0.970,3.010,1101.498,24.894,-709.681,-1559.118,136.213,-0.128,0.501,0.002,0.032,0.020,0.000,0.000,0.000,0.018,0.689,-0.010,0.724,0.0000000,0.0000000,1228.151,0.000,0.000,0.000,0,00:00:00,0,0.000,1228.151,110155.922,24.900,566.550,0.000,0.272,136.131,0.087,-0.013,-0.005,-0.006,0.000,0.000
24.138,1,0,13.258,10.992,-2256.833,14.817,11.867,-126.825,6.240,5.042,135.129,0.000,0.000,0.0103675,0.000,9144.000,0.653,2.829,1102.256,24.952,-715.576,-1565.013,135.366,-0.046,0.249,-0.008,0.018,-0.007,0.000,0.000,0.000,0.017,0.690,-0.010,0.724,0.0000000,0.0000000,1346.804,0.000,0.000,0.000,0,00:00:00,0,0.000,1346.804,110222.703,24.952,593.673,0.000,0.316,135.438,0.010,0.001,0.014,0.007,0.000,0.000
24.239,1,0,13.365,11.042,-2170.298,14.712,11.780,-39.466,5.990,4.942,135.144,0.000,0.000,0.0103675,0.000,9144.000,0.371,2.725,1102.256,24.952,-715.576,-1565.013,135.366,-0.046,0.249,-0.008,0.018,-0.007,0.000,0.000,0.000,0.017,0.691,-0.010,0.723,0.0000000,0.0000000,1346.804,0.000,0.000,0.000,0,00:00:00,0,0.000,1346.804,110222.703,24.952,593.673,0.000,0.316,135.438,0.010,0.001,0.014,0.007,0.000,0.000
24.340,1,0,13.451,11.081,-2093.869,14.581,11.709,33.722,5.778,5.125,134.859,0.000,0.000,0.0103675,0.000,9144.000,0.127,2.621,1107.374,25.352,-755.281,-1604.718,135.080,-0.054,0.419,0.016,0.003,0.023,0.000,0.000,0.000,0.018,0.691,-0.009,0.723,0.0000000,0.0000000,1408.155,0.000,0.000,0.000,0,00:00:00,0,0.000,1408.155,110738.320,25.355,607.181,0.000,0.416,135.110,-0.047,0.001,-0.002,-0.009,0.000,0.000
24.441,1,0,13.514,11.109,-2024.051,14.392,11.635,96.403,5.235,5.116,134.391,0.000,0.000,0.0103675,0.000,9144.000,0.112,2.602,1109.452,25.514,-771.357,-1620.794,134.590,0.174,0.366,-0.016,0.043,-0.001,0.000,0.000,0.000,0.017,0.692,-0.009,0.721,0.0000000,0.0000000,1470.849,0.000,0.000,0.000,0,00:00:00,0,0.000,1470.849,110944.102,25.518,620.650,0.000,0.344,134.681,0.015,0.006,0.000,-0.008,0.000,0.000
24.542,1,0,13.552,11.127,-1958.574,14.143,11.539,151.113,4.660,4.900,134.420,0.000,0.000,0.0103675,0.000,9144.000,0.284,2.358,1109.452,25.514,-771.357,-1620.794,134.590,0.174,0.366,-0.016,0.043,-0.001,0.000,0.000,0.000,0.017,0.694,-0.008,0.720,0.0000000,0.0000000,1470.849,0.000,0.000,0.000,0,00:00:00,0,0.000,1470.849,110944.102,25.518,620.650,0.000,0.344,134.681,0.015,0.006,0.000,-0.008,0.000,0.000
