State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],State - Pos - Accel Integrated [m],State - Velo - Accel Integrated [m/s],State - Baro Correction Altitude Delta [m],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,MockBR - Battery Voltage (V),MockBR - ALT (m),MockBR - PRES (Pa),MockBR - TEMP (C),MockBR - VEL (m/s),MockBR - ANG (deg),MockBR - ACCX (m/s^2),MockBR - ACCY (m/s^2),MockBR - ACCZ (m/s^2),MockBR - GYROX (rad/s),MockBR - GYROY (rad/s),MockBR - GYROZ (rad/s),MockBR - ROLL (deg),MockBR - TILT (deg)
30.564,1,0,-0.045,-0.019,7.748,-1.438,0.360,-0.566,-14.532,3.681,-122.852,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.800,0.000,0.000,0.000,911.276,9.243,885.341,1.831,-123.760,-0.199,0.895,-0.110,0.118,-0.144,0.000,0.000,0.000,-0.032,-0.665,-0.049,0.744,0.0000000,0.0000000,1.847,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1.847,91121.078,9.239,12.395,0.000,1.050,123.947,-0.024,0.003,-0.017,0.014,0.000,0.000
30.665,2,0,-0.229,0.036,6.736,-2.687,0.805,-13.349,-12.496,4.425,-124.189,0.000,0.000,0.0116870,0.000,9144.000,0.038,6.481,-1.242,-12.419,0.000,910.952,9.224,888.275,4.766,-124.892,0.064,0.872,-0.057,-0.164,-0.055,0.000,0.000,0.000,-0.033,-0.671,-0.053,0.739,0.0000000,0.0000000,4.940,0.000,0.000,0.000,0,00:00:00,-1195,0.000,4.940,91086.508,9.219,24.881,0.000,1.008,124.719,0.017,-0.005,0.002,0.011,0.000,0.000
30.766,2,0,-0.514,0.126,5.413,-3.999,1.231,-25.466,-13.259,4.282,-124.869,0.000,0.000,0.0116870,0.000,9144.000,0.075,5.547,-3.732,-24.906,0.000,910.433,9.193,892.987,9.477,-125.639,-0.203,1.067,-0.063,0.038,-0.001,0.000,0.000,0.000,-0.035,-0.670,-0.055,0.740,0.0000000,0.0000000,9.286,0.000,0.000,0.000,0,00:00:00,-1195,0.000,9.286,91050.797,9.198,37.457,0.000,1.067,125.720,-0.029,0.003,0.016,-0.007,0.000,0.000
30.867,2,0,-0.890,0.252,3.960,-5.278,1.790,-36.861,-13.131,5.672,-125.845,0.000,0.000,0.0116870,0.000,9144.000,0.113,5.772,-7.481,-37.490,0.000,909.850,9.159,898.270,14.761,-126.652,0.072,0.932,-0.080,0.007,-0.086,0.000,0.000,0.000,-0.035,-0.669,-0.061,0.740,0.0000000,0.0000000,14.896,0.000,0.000,0.000,0,00:00:00,-1195,0.000,14.896,90981.781,9.157,50.122,0.000,1.066,126.700,-0.018,0.012,0.008,0.002,0.000,0.000
30.968,2,0,-1.343,0.425,2.728,-6.448,2.502,-47.311,-12.286,7.274,-126.668,0.000,0.000,0.0116870,0.000,9144.000,0.151,5.825,-12.497,-50.157,0.000,909.056,9.112,905.482,21.973,-127.467,-0.199,0.872,0.050,-0.051,-0.153,0.000,0.000,0.000,-0.028,-0.672,-0.065,0.738,0.0000000,0.0000000,21.777,0.000,0.000,0.000,0,00:00:00,-1195,0.000,21.777,90907.016,9.113,62.875,0.000,1.082,127.557,-0.032,-0.011,-0.001,-0.010,0.000,0.000
31.069,2,0,-1.859,0.644,1.891,-7.575,3.168,-56.797,-12.138,6.934,-127.910,0.000,0.000,0.0116870,0.000,9144.000,0.189,5.524,-18.792,-62.948,0.000,908.165,9.059,913.585,30.076,-128.668,-0.042,0.950,0.094,-0.030,0.041,0.000,0.000,0.000,-0.026,-0.673,-0.060,0.737,0.0000000,0.0000000,29.939,0.000,0.000,0.000,0,00:00:00,-1195,0.000,29.939,90818.039,9.060,75.716,0.000,1.098,128.407,-0.019,0.011,0.002,0.005,0.000,0.000
31.170,2,0,-2.431,0.908,1.639,-8.741,3.912,-65.190,-12.824,7.836,-128.516,0.000,0.000,0.0116870,0.000,9144.000,0.227,5.329,-26.372,-75.800,0.000,907.149,8.999,922.821,39.312,-129.388,-0.072,0.978,-0.171,0.055,-0.061,0.000,0.000,0.000,-0.030,-0.670,-0.068,0.738,0.0000000,0.0000000,39.389,0.000,0.000,0.000,0,00:00:00,-1195,0.000,39.389,90714.844,8.999,88.641,0.000,0.985,129.320,-0.012,0.006,-0.003,-0.001,0.000,0.000
31.271,2,0,-3.050,1.213,2.174,-9.774,4.619,-72.445,-11.831,7.641,-129.373,0.000,0.000,0.0116870,0.000,9144.000,0.266,5.686,-35.246,-88.737,0.000,905.987,8.930,933.406,49.897,-130.134,0.048,0.952,-0.018,-0.082,0.016,0.000,0.000,0.000,-0.032,-0.673,-0.068,0.735,0.0000000,0.0000000,50.135,0.000,0.000,0.000,0,00:00:00,-1195,0.000,50.135,90597.758,8.930,101.651,0.000,1.006,130.009,0.093,-0.007,0.001,-0.012,0.000,0.000
31.372,2,0,-3.711,1.553,3.694,-10.935,5.297,-78.497,-13.447,7.534,-130.208,0.000,0.000,0.0116870,0.000,9144.000,0.305,5.222,-45.421,-101.758,0.000,904.660,8.852,945.498,61.989,-131.113,0.026,1.047,-0.075,0.107,0.028,0.000,0.000,0.000,-0.035,-0.669,-0.070,0.739,0.0000000,0.0000000,62.187,0.000,0.000,0.000,0,00:00:00,-1195,0.000,62.187,90467.758,8.853,114.743,0.000,1.035,130.905,0.071,-0.010,-0.012,-0.019,0.000,0.000
31.473,2,0,-4.415,1.922,6.380,-12.059,5.962,-83.294,-13.453,7.588,-130.950,0.000,0.000,0.0116870,0.000,9144.000,0.344,5.855,-56.907,-114.853,0.000,903.169,8.763,959.107,75.597,-131.853,0.036,1.063,-0.002,-0.006,-0.001,0.000,0.000,0.000,-0.035,-0.669,-0.070,0.739,0.0000000,0.0000000,75.552,0.000,0.000,0.000,0,00:00:00,-1195,0.000,75.552,90319.906,8.765,127.915,0.000,0.938,131.777,0.004,-0.011,-0.013,-0.015,0.000,0.000
31.574,2,0,-5.150,2.315,10.300,-13.062,6.567,-86.873,-12.635,7.215,-131.637,0.000,0.000,0.0116870,0.000,9144.000,0.384,5.822,-69.708,-128.016,0.000,901.584,8.669,973.599,90.090,-132.435,-0.125,0.944,-0.025,-0.061,0.009,0.000,0.000,0.000,-0.037,-0.672,-0.070,0.737,0.0000000,0.0000000,90.237,0.000,0.000,0.000,0,00:00:00,-1195,0.000,90.237,90163.383,8.672,141.165,0.000,0.936,132.549,0.102,-0.004,-0.001,0.012,0.000,0.000
31.675,2,0,-5.920,2.729,15.622,-14.319,7.223,-89.174,-15.563,7.929,-132.035,0.000,0.000,0.0116870,0.000,9144.000,0.423,5.477,-83.830,-141.220,0.000,899.820,8.564,989.743,106.234,-133.182,-0.147,0.947,-0.129,0.221,-0.017,0.000,0.000,0.000,-0.040,-0.663,-0.076,0.744,0.0000000,0.0000000,106.250,0.000,0.000,0.000,0,00:00:00,-1195,0.000,106.250,89973.117,8.559,154.490,0.000,0.946,133.287,-0.049,-0.003,0.009,0.009,0.000,0.000
31.776,2,0,-6.717,3.163,22.378,-15.240,7.863,-90.338,-12.651,8.002,-133.154,0.000,0.000,0.0116870,0.000,9144.000,0.463,6.774,-99.284,-154.535,0.000,897.964,8.453,1006.762,123.253,-133.989,-0.081,0.951,-0.131,-0.222,-0.034,0.000,0.000,0.000,-0.045,-0.671,-0.081,0.736,0.0000000,0.0000000,123.598,0.000,0.000,0.000,0,00:00:00,-1195,0.000,123.598,89799.734,8.455,167.887,0.000,0.834,134.007,-0.028,0.012,0.011,-0.007,0.000,0.000
31.877,2,0,-7.524,3.621,30.707,-16.175,8.631,-90.284,-13.210,9.503,-133.624,0.000,0.000,0.0116870,0.000,9144.000,0.503,5.534,-116.074,-167.898,0.000,895.925,8.332,1025.483,141.974,-134.608,-0.058,0.969,0.046,0.055,-0.099,0.000,0.000,0.000,-0.039,-0.669,-0.083,0.738,0.0000000,0.0000000,142.288,0.000,0.000,0.000,0,00:00:00,-1195,0.000,142.288,89594.062,8.333,181.353,0.000,1.108,134.676,-0.042,-0.002,-0.009,-0.014,0.000,0.000
31.978,2,0,-8.336,4.098,40.683,-17.012,9.224,-89.089,-12.670,8.027,-134.487,0.000,0.000,0.0116870,0.000,9144.000,0.543,5.837,-134.208,-181.346,0.000,893.744,8.201,1045.549,162.040,-135.317,-0.186,1.054,0.053,-0.070,0.094,0.000,0.000,0.000,-0.041,-0.672,-0.078,0.736,0.0000000,0.0000000,162.325,0.000,0.000,0.000,0,00:00:00,-1195,0.000,162.325,89373.844,8.201,194.885,0.000,1.034,135.328,0.041,0.006,-0.024,-0.008,0.000,0.000
32.079,2,0,-9.135,4.589,52.372,-17.548,9.899,-86.789,-10.118,9.095,-135.367,0.000,0.000,0.0116870,0.000,9144.000,0.584,5.422,-153.697,-194.883,0.000,891.413,8.061,1067.043,183.534,-136.046,0.141,0.916,0.150,-0.168,-0.082,0.000,0.000,0.000,-0.033,-0.679,-0.075,0.730,0.0000000,0.0000000,183.716,0.000,0.000,0.000,0,00:00:00,-1195,0.000,183.716,89146.047,8.064,208.478,0.000,1.027,135.889,-0.047,0.010,0.003,-0.002,0.000,0.000
32.180,2,0,-9.895,5.099,65.821,-17.784,10.665,-83.393,-7.535,10.264,-135.835,0.000,0.000,0.0116870,0.000,9144.000,0.624,4.418,-174.543,-208.467,0.000,888.943,7.913,1089.874,206.365,-136.427,0.028,0.980,0.051,-0.181,-0.120,0.000,0.000,0.000,-0.028,-0.685,-0.078,0.723,0.0000000,0.0000000,206.467,0.000,0.000,0.000,0,00:00:00,-1195,0.000,206.467,88899.078,7.916,222.127,0.000,1.054,136.430,-0.109,-0.000,-0.009,0.000,0.000,0.000
32.281,2,0,-10.590,5.636,77.680,-17.711,11.529,-81.444,-4.848,11.518,-135.857,0.000,0.000,0.0116870,0.000,9144.000,0.665,3.364,-196.749,-222.052,0.000,888.943,7.913,1089.874,206.365,-136.427,0.028,0.980,0.051,-0.181,-0.120,0.000,0.000,0.000,-0.023,-0.692,-0.080,0.717,0.0000000,0.0000000,206.467,0.000,0.000,0.000,0,00:00:00,-1195,0.000,206.467,88899.078,7.916,222.127,0.000,1.054,136.430,-0.109,-0.000,-0.009,0.000,0.000,0.000
32.382,2,0,-11.215,6.207,94.980,-17.657,12.505,-75.668,-5.365,12.929,-136.800,0.000,0.000,0.0116870,0.000,9144.000,0.706,2.307,-220.322,-235.732,0.000,883.604,7.591,1139.383,255.874,-137.511,0.011,1.018,-0.023,0.046,-0.091,0.000,0.000,0.000,-0.020,-0.691,-0.084,0.718,0.0000000,0.0000000,256.063,0.000,0.000,0.000,0,00:00:00,-1195,0.000,256.063,88355.938,7.588,249.573,0.000,1.049,137.475,0.048,0.000,0.005,-0.005,0.000,0.000
32.483,2,0,-11.776,6.818,110.359,-17.618,13.583,-71.749,-5.807,14.260,-136.650,0.000,0.000,0.0116870,0.000,9144.000,0.747,2.583,-245.262,-249.397,0.000,883.604,7.591,1139.383,255.874,-137.511,0.011,1.018,-0.023,0.046,-0.091,0.000,0.000,0.000,-0.018,-0.689,-0.088,0.719,0.0000000,0.0000000,256.063,0.000,0.000,0.000,0,00:00:00,-1195,0.000,256.063,88355.938,7.588,249.573,0.000,1.049,137.475,0.048,0.000,0.005,-0.005,0.000,0.000
32.584,2,0,-12.287,7.465,131.594,-17.688,14.548,-63.821,-7.148,13.486,-137.385,0.000,0.000,0.0116870,0.000,9144.000,0.788,2.861,-271.575,-263.136,0.000,877.729,7.235,1194.148,310.639,-138.226,0.036,1.158,-0.102,0.074,0.078,0.000,0.000,0.000,-0.024,-0.686,-0.089,0.722,0.0000000,0.0000000,311.146,0.000,0.000,0.000,0,00:00:00,-1195,0.000,311.146,87771.836,7.234,277.174,0.000,0.996,138.235,0.030,0.009,-0.007,-0.004,0.000,0.000
32.685,2,0,-12.750,8.131,154.733,-17.635,15.314,-55.094,-6.189,11.854,-137.635,0.000,0.000,0.0116870,0.000,9144.000,0.830,3.339,-299.265,-276.900,0.000,874.533,7.040,1224.063,340.554,-138.279,0.019,1.089,0.011,-0.083,0.105,0.000,0.000,0.000,-0.027,-0.689,-0.085,0.720,0.0000000,0.0000000,340.751,0.000,0.000,0.000,0,00:00:00,-1195,0.000,340.751,87452.078,7.040,291.014,0.000,1.094,138.381,0.011,0.002,-0.002,0.011,0.000,0.000
32.786,2,0,-13.166,8.798,179.771,-17.619,15.934,-45.631,-6.761,10.767,-137.897,0.000,0.000,0.0116870,0.000,9144.000,0.871,2.861,-328.334,-290.689,0.000,871.200,6.837,1255.355,371.846,-138.479,-0.214,0.962,0.115,0.037,0.067,0.000,0.000,0.000,-0.025,-0.688,-0.079,0.721,0.0000000,0.0000000,371.734,0.000,0.000,0.000,0,00:00:00,-1195,0.000,371.734,87125.930,6.840,304.871,0.000,1.071,138.562,-0.098,0.009,-0.004,0.003,0.000,0.000
32.887,2,0,-13.546,9.459,206.595,-17.681,16.560,-35.565,-7.736,11.169,-138.064,0.000,0.000,0.0116870,0.000,9144.000,0.913,3.025,-358.784,-304.496,0.000,867.811,6.629,1287.272,403.762,-138.727,-0.167,1.087,-0.022,0.064,-0.014,0.000,0.000,0.000,-0.026,-0.685,-0.080,0.723,0.0000000,0.0000000,404.095,0.000,0.000,0.000,0,00:00:00,-1195,0.000,404.095,86788.164,6.634,318.733,0.000,1.019,138.611,-0.008,0.012,0.006,-0.006,0.000,0.000
32.988,2,0,-13.892,10.112,235.271,-17.658,17.123,-24.864,-7.079,10.896,-137.961,0.000,0.000,0.0116870,0.000,9144.000,0.954,3.400,-390.613,-318.292,0.000,864.234,6.409,1321.076,437.566,-138.569,-0.052,0.968,-0.202,-0.041,0.021,0.000,0.000,0.000,-0.034,-0.686,-0.086,0.722,0.0000000,0.0000000,437.833,0.000,0.000,0.000,0,00:00:00,-1195,0.000,437.833,86424.523,6.410,332.591,0.000,1.031,138.494,-0.029,0.019,-0.000,0.003,0.000,0.000
33.089,2,0,-14.206,10.766,265.781,-17.713,17.904,-13.530,-8.021,13.392,-137.228,0.000,0.000,0.0116870,0.000,9144.000,0.996,3.248,-423.814,-332.015,0.000,860.531,6.181,1356.183,472.674,-138.109,0.058,0.967,-0.067,0.101,-0.161,0.000,0.000,0.000,-0.030,-0.682,-0.094,0.724,0.0000000,0.0000000,472.946,0.000,0.000,0.000,0,00:00:00,-1195,0.000,472.946,86048.367,6.178,346.435,0.000,1.052,138.457,-0.027,-0.002,-0.001,-0.006,0.000,0.000
33.190,2,0,-14.508,11.430,298.076,-18.025,18.679,-1.746,-10.716,13.692,-137.524,0.000,0.000,0.0116870,0.000,9144.000,1.037,3.854,-458.391,-345.767,0.000,856.723,5.946,1392.413,508.904,-138.615,0.004,1.018,-0.097,0.190,0.013,0.000,0.000,0.000,-0.033,-0.675,-0.097,0.731,0.0000000,0.0000000,509.435,0.000,0.000,0.000,0,00:00:00,-1195,0.000,509.435,85683.234,5.952,360.288,0.000,0.966,138.576,0.049,0.007,0.006,-0.007,0.000,0.000
33.291,2,0,-14.808,12.100,332.198,-18.273,19.410,10.499,-10.241,13.598,-137.679,0.000,0.000,0.0116870,0.000,9144.000,1.079,4.983,-494.344,-359.535,0.000,852.741,5.698,1430.443,546.934,-138.723,0.051,1.142,-0.022,-0.045,0.005,0.000,0.000,0.000,-0.034,-0.676,-0.098,0.729,0.0000000,0.0000000,547.304,0.000,0.000,0.000,0,00:00:00,-1195,0.000,547.304,85273.141,5.698,374.157,0.000,1.045,138.751,0.036,-0.007,0.009,-0.010,0.000,0.000
33.392,2,0,-15.098,12.772,368.055,-18.449,20.087,23.115,-9.680,13.421,-137.689,0.000,0.000,0.0116870,0.000,9144.000,1.121,4.738,-531.675,-373.304,0.000,848.680,5.445,1469.366,585.857,-138.676,0.210,1.040,0.088,-0.035,0.016,0.000,0.000,0.000,-0.032,-0.678,-0.094,0.728,0.0000000,0.0000000,586.553,0.000,0.000,0.000,0,00:00:00,-1195,0.000,586.553,84869.523,5.446,388.038,0.000,1.045,138.806,0.034,-0.002,-0.001,0.015,0.000,0.000
33.493,2,0,-15.373,13.438,405.723,-18.523,20.677,36.118,-8.823,12.905,-137.836,0.000,0.000,0.0116870,0.000,9144.000,1.163,4.499,-570.384,-387.087,0.000,844.424,5.179,1510.329,626.820,-138.715,-0.058,1.071,0.043,-0.070,0.007,0.000,0.000,0.000,-0.031,-0.681,-0.092,0.726,0.0000000,0.0000000,627.182,0.000,0.000,0.000,0,00:00:00,-1195,0.000,627.182,84433.555,5.173,401.929,0.000,1.117,138.848,-0.021,-0.015,0.001,-0.004,0.000,0.000
33.594,2,0,-15.636,14.094,445.092,-18.759,21.213,49.388,-10.554,12.718,-138.072,0.000,0.000,0.0116870,0.000,9144.000,1.204,4.078,-610.473,-400.895,0.000,840.104,4.907,1552.082,668.573,-139.052,0.054,1.209,-0.156,0.109,0.047,0.000,0.000,0.000,-0.038,-0.676,-0.096,0.730,0.0000000,0.0000000,669.193,0.000,0.000,0.000,0,00:00:00,-1195,0.000,669.193,84010.242,4.907,415.824,0.000,1.060,138.996,-0.020,-0.015,-0.001,-0.004,0.000,0.000
33.695,2,0,-15.896,14.733,486.176,-18.997,21.665,62.942,-10.715,12.230,-138.017,0.000,0.000,0.0116870,0.000,9144.000,1.246,4.768,-651.943,-414.696,0.000,835.634,4.625,1595.460,711.951,-138.968,0.079,1.033,0.064,0.018,0.038,0.000,0.000,0.000,-0.036,-0.676,-0.093,0.731,0.0000000,0.0000000,712.585,0.000,0.000,0.000,0,00:00:00,-1195,0.000,712.585,83557.688,4.622,429.721,0.000,0.970,138.985,0.002,-0.004,0.005,0.010,0.000,0.000
33.796,2,0,-16.145,15.358,528.952,-19.039,22.202,76.728,-8.911,13.392,-138.136,0.000,0.000,0.0116870,0.000,9144.000,1.289,4.844,-694.794,-428.510,0.000,831.041,4.334,1640.232,756.722,-139.065,-0.146,1.083,0.112,-0.117,-0.122,0.000,0.000,0.000,-0.029,-0.681,-0.093,0.726,0.0000000,0.0000000,757.357,0.000,0.000,0.000,0,00:00:00,-1195,0.000,757.357,83098.469,4.331,443.616,0.000,1.043,138.883,0.084,0.009,0.000,0.006,0.000,0.000
33.897,2,0,-16.364,15.977,566.932,-18.879,22.846,85.891,-7.023,14.775,-138.104,0.000,0.000,0.0116870,0.000,9144.000,1.330,4.124,-739.026,-442.320,0.000,831.041,4.334,1640.232,756.722,-139.065,-0.146,1.083,0.112,-0.117,-0.122,0.000,0.000,0.000,-0.021,-0.686,-0.094,0.722,0.0000000,0.0000000,757.357,0.000,0.000,0.000,0,00:00:00,-1195,0.000,757.357,83098.469,4.331,443.616,0.000,1.043,138.883,0.084,0.009,0.000,0.006,0.000,0.000
33.998,2,0,-16.543,16.604,613.466,-18.580,23.624,100.794,-5.741,16.431,-137.704,0.000,0.000,0.0116870,0.000,9144.000,1.373,3.398,-784.635,-456.091,0.000,821.532,3.727,1733.567,850.057,-138.796,-0.119,0.990,0.091,-0.064,-0.133,0.000,0.000,0.000,-0.014,-0.688,-0.095,0.719,0.0000000,0.0000000,851.041,0.000,0.000,0.000,0,00:00:00,-1195,0.000,851.041,82145.273,3.722,471.389,0.000,0.871,138.769,-0.017,-0.003,-0.001,0.003,0.000,0.000
34.099,2,0,-16.679,17.234,661.656,-18.321,24.195,115.805,-6.206,14.721,-137.751,0.000,0.000,0.0116870,0.000,9144.000,1.415,2.977,-831.621,-469.866,0.000,816.564,3.408,1782.677,899.168,-138.672,0.069,0.924,0.135,0.020,0.139,0.000,0.000,0.000,-0.013,-0.688,-0.086,0.720,0.0000000,0.0000000,899.951,0.000,0.000,0.000,0,00:00:00,-1195,0.000,899.951,81661.250,3.411,485.262,0.000,0.989,138.649,-0.007,0.012,-0.011,0.013,0.000,0.000
34.200,2,0,-16.776,17.861,711.401,-18.014,24.861,130.867,-5.783,15.984,-137.520,0.000,0.000,0.0116870,0.000,9144.000,1.457,3.010,-879.983,-483.618,0.000,811.533,3.083,1832.654,949.145,-138.562,-0.119,1.107,-0.128,-0.029,-0.108,0.000,0.000,0.000,-0.014,-0.689,-0.094,0.719,0.0000000,0.0000000,950.237,0.000,0.000,0.000,0,00:00:00,-1195,0.000,950.237,81139.945,3.074,499.120,0.000,1.030,138.620,0.006,-0.008,0.005,0.014,0.000,0.000
34.301,2,0,-16.843,18.481,762.762,-17.867,25.327,145.997,-7.394,14.335,-137.561,0.000,0.000,0.0116870,0.000,9144.000,1.499,2.918,-929.720,-497.374,0.000,806.331,2.745,1884.603,1001.094,-138.500,0.077,0.824,-0.257,0.115,0.152,0.000,0.000,0.000,-0.028,-0.683,-0.097,0.723,0.0000000,0.0000000,1001.898,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1001.898,80640.680,2.750,512.963,0.000,1.056,138.464,-0.058,0.002,-0.015,0.010,0.000,0.000
34.402,2,0,-16.887,19.083,815.670,-17.642,25.734,161.160,-6.659,14.072,-137.348,0.000,0.000,0.0116870,0.000,9144.000,1.542,3.724,-980.831,-511.109,0.000,801.049,2.400,1937.614,1054.105,-138.224,-0.147,1.004,0.102,-0.067,-0.009,0.000,0.000,0.000,-0.025,-0.686,-0.094,0.721,0.0000000,0.0000000,1054.932,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1054.932,80100.773,2.398,526.788,0.000,0.943,138.169,0.012,-0.013,-0.012,-0.016,0.000,0.000
34.503,2,0,-16.905,19.667,870.078,-17.381,26.166,176.336,-6.307,14.617,-136.993,0.000,0.000,0.0116870,0.000,9144.000,1.584,3.285,-1033.312,-524.808,0.000,795.678,2.048,1991.823,1108.314,-137.910,0.061,1.080,-0.089,-0.022,-0.030,0.000,0.000,0.000,-0.027,-0.687,-0.098,0.720,0.0000000,0.0000000,1109.336,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1109.336,79564.453,2.046,540.592,0.000,1.058,138.116,0.032,-0.001,-0.001,0.003,0.000,0.000
34.604,2,0,-16.892,20.225,925.991,-17.023,26.356,191.474,-5.335,12.513,-137.155,0.000,0.000,0.0116870,0.000,9144.000,1.626,3.205,-1087.164,-538.523,0.000,790.185,1.685,2047.564,1164.055,-137.825,-0.101,0.928,0.040,-0.085,0.126,0.000,0.000,0.000,-0.030,-0.690,-0.092,0.718,0.0000000,0.0000000,1165.109,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1165.109,79027.320,1.691,554.374,0.000,0.980,137.806,-0.015,-0.004,-0.002,0.003,0.000,0.000
34.705,2,0,-16.847,20.756,983.383,-16.636,26.738,206.633,-5.025,14.702,-136.551,0.000,0.000,0.0116870,0.000,9144.000,1.668,2.698,-1142.382,-552.179,0.000,784.594,1.314,2104.634,1221.125,-137.429,0.047,0.938,-0.024,0.007,-0.153,0.000,0.000,0.000,-0.026,-0.689,-0.098,0.717,0.0000000,0.0000000,1222.248,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1222.248,78466.438,1.319,568.131,0.000,1.018,137.588,-0.001,-0.001,0.008,0.002,0.000,0.000
34.806,2,0,-16.765,21.282,1042.295,-16.133,27.324,221.833,-3.845,16.992,-136.052,0.000,0.000,0.0116870,0.000,9144.000,1.711,2.748,-1198.961,-565.784,0.000,778.863,0.932,2163.463,1279.954,-137.159,0.197,0.992,-0.048,-0.058,-0.171,0.000,0.000,0.000,-0.022,-0.691,-0.106,0.714,0.0000000,0.0000000,1280.750,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1280.750,77882.023,0.929,581.861,0.000,1.006,137.321,-0.009,0.014,0.008,0.011,0.000,0.000
34.907,2,0,-16.640,21.820,1094.272,-15.516,28.098,230.730,-2.634,19.143,-135.795,0.000,0.000,0.0116870,0.000,9144.000,1.752,2.449,-1256.897,-579.363,0.000,778.863,0.932,2163.463,1279.954,-137.159,0.197,0.992,-0.048,-0.058,-0.171,0.000,0.000,0.000,-0.018,-0.693,-0.114,0.711,0.0000000,0.0000000,1280.750,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1280.750,77882.023,0.929,581.861,0.000,1.006,137.321,-0.009,0.014,0.008,0.011,0.000,0.000
35.008,2,0,-16.474,22.382,1156.620,-14.982,28.932,246.749,-3.379,20.023,-135.330,0.000,0.000,0.0116870,0.000,9144.000,1.795,2.156,-1316.187,-592.896,0.000,767.235,0.148,2283.912,1400.403,-136.840,0.141,1.112,0.009,0.058,-0.061,0.000,0.000,0.000,-0.015,-0.691,-0.116,0.713,0.0000000,0.0000000,1401.831,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1401.831,76725.562,0.150,609.235,0.000,1.000,136.790,0.058,0.002,0.012,-0.013,0.000,0.000
35.109,2,0,-16.272,22.981,1220.372,-14.400,30.071,262.687,-2.794,23.360,-134.516,0.000,0.000,0.0116870,0.000,9144.000,1.837,2.477,-1376.821,-606.348,0.000,761.265,-0.257,2346.332,1462.823,-136.555,0.056,0.909,0.072,0.019,-0.261,0.000,0.000,0.000,-0.004,-0.691,-0.123,0.712,0.0000000,0.0000000,1464.404,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1464.404,76123.438,-0.260,622.876,0.000,1.126,136.430,0.048,0.005,0.007,0.020,0.000,0.000
35.210,2,0,-16.023,23.475,1286.012,-13.538,27.864,297.550,0.102,-9.506,58.058,0.000,0.000,0.0116870,0.000,9144.000,1.821,2.521,-1436.876,-600.542,0.000,755.437,-0.656,2407.650,1524.141,58.822,-0.029,1.020,0.028,0.038,0.062,0.000,0.000,0.000,-0.005,-0.690,-0.119,0.714,0.0000000,0.0000000,1525.421,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1525.421,75555.648,-0.648,617.001,0.000,1.024,-58.799,0.023,-0.000,-0.008,0.004,0.000,0.000
35.311,2,0,-15.723,23.723,1353.909,-12.775,25.714,331.349,-0.708,-8.807,56.839,0.000,0.000,0.0216766,0.000,9144.000,1.804,2.713,-1496.362,-594.858,0.000,749.753,-1.048,2467.829,1584.320,57.515,-0.091,0.890,0.034,-0.172,0.071,0.000,0.000,0.000,-0.007,-0.696,-0.116,0.708,0.0000000,0.0000000,1585.871,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1585.871,74972.211,-1.050,611.246,0.000,1.057,-57.603,0.059,-0.013,0.008,-0.002,0.000,0.000
35.412,2,0,-15.382,23.754,1423.617,-12.006,23.623,363.846,-0.474,-8.212,55.754,0.000,0.000,0.0116870,0.000,9144.000,1.788,1.710,-1555.290,-589.283,0.000,744.128,-1.437,2527.736,1644.226,56.351,0.200,0.883,0.018,0.028,0.029,0.000,0.000,0.000,-0.007,-0.696,-0.114,0.709,0.0000000,0.0000000,1645.764,0.000,0.000,0.000,0,00:00:00,-1195,0.000,1645.764,74417.836,-1.434,605.606,0.000,0.932,-56.484,-0.026,-0.002,-0.011,0.008,0.000,0.000
